Pathway1,Pathway2,vec,overlap
Influenza.A_Homo.sapiens_hsa05164,Antigen.processing.and.presentation_Homo.sapiens_hsa04612,0.171428571,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Prostate.cancer_Homo.sapiens_hsa05215,0.170731707,overlap
Prostate.cancer_Homo.sapiens_hsa05215,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.170731707,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.170731707,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,Colorectal.cancer_Homo.sapiens_hsa05210,0.170731707,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.170212766,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.170212766,overlap
Glioma_Homo.sapiens_hsa05214,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.169811321,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.169491525,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Hepatitis.C_Homo.sapiens_hsa05160,0.169491525,overlap
Pathways.in.cancer_Homo.sapiens_hsa05200,Hepatitis.C_Homo.sapiens_hsa05160,0.169491525,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,0.166666667,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,Basal.transcription.factors_Homo.sapiens_hsa03022,0.166666667,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.166666667,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.166666667,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Prolactin.signaling.pathway_Homo.sapiens_hsa04917,0.166666667,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Influenza.A_Homo.sapiens_hsa05164,0.166666667,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Endometrial.cancer_Homo.sapiens_hsa05213,0.166666667,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.166666667,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.166666667,overlap
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.166666667,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.166666667,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.166666667,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.166666667,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.166666667,overlap
Biosynthesis.of.amino.acids_Homo.sapiens_hsa01230,Citrate.cycle..TCA.cycle._Homo.sapiens_hsa00020,0.166666667,overlap
Focal.adhesion_Homo.sapiens_hsa04510,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.163265306,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.163265306,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.162790698,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.162790698,overlap
Measles_Homo.sapiens_hsa05162,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.162790698,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Toxoplasmosis_Homo.sapiens_hsa05145,0.162162162,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,0.162162162,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.161290323,overlap
Chemokine.signaling.pathway_Homo.sapiens_hsa04062,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.161290323,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.160714286,overlap
Hematopoietic.cell.lineage_Homo.sapiens_hsa04640,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.160714286,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.16,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Endometrial.cancer_Homo.sapiens_hsa05213,0.16,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Colorectal.cancer_Homo.sapiens_hsa05210,0.16,overlap
Prolactin.signaling.pathway_Homo.sapiens_hsa04917,Colorectal.cancer_Homo.sapiens_hsa05210,0.16,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.16,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.16,overlap
Endometrial.cancer_Homo.sapiens_hsa05213,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.16,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.16,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.16,overlap
Prostate.cancer_Homo.sapiens_hsa05215,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.16,overlap
Hepatitis.C_Homo.sapiens_hsa05160,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.16,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.159090909,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.159090909,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,0.158730159,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Prostate.cancer_Homo.sapiens_hsa05215,0.157894737,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,0.157894737,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Measles_Homo.sapiens_hsa05162,0.157894737,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.156862745,overlap
Measles_Homo.sapiens_hsa05162,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.15625,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Viral.myocarditis_Homo.sapiens_hsa05416,0.15625,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Focal.adhesion_Homo.sapiens_hsa04510,0.155555556,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,0.155555556,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.155555556,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.155555556,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.153846154,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Prostate.cancer_Homo.sapiens_hsa05215,0.153846154,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Hematopoietic.cell.lineage_Homo.sapiens_hsa04640,0.153846154,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.153846154,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Endometrial.cancer_Homo.sapiens_hsa05213,0.153846154,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Endometrial.cancer_Homo.sapiens_hsa05213,0.153846154,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.153846154,overlap
Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.153846154,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.153846154,overlap
Colorectal.cancer_Homo.sapiens_hsa05210,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.153846154,overlap
Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.153846154,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.153846154,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.153846154,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Renal.cell.carcinoma_Homo.sapiens_hsa05211,0.152173913,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Measles_Homo.sapiens_hsa05162,0.152173913,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Toxoplasmosis_Homo.sapiens_hsa05145,0.150943396,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.150943396,overlap
Carbon.metabolism_Homo.sapiens_hsa01200,Metabolic.pathways_Homo.sapiens_hsa01100,0.150793651,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.15,overlap
Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.15,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Colorectal.cancer_Homo.sapiens_hsa05210,0.15,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.15,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.15,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Prostate.cancer_Homo.sapiens_hsa05215,0.14893617,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Hepatitis.C_Homo.sapiens_hsa05160,0.14893617,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.148148148,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.148148148,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Colorectal.cancer_Homo.sapiens_hsa05210,0.148148148,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Colorectal.cancer_Homo.sapiens_hsa05210,0.148148148,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.148148148,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.148148148,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.148148148,overlap
Measles_Homo.sapiens_hsa05162,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.147540984,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Pathways.in.cancer_Homo.sapiens_hsa05200,0.147540984,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,HTLV.I.infection_Homo.sapiens_hsa05166,0.147058824,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Pathways.in.cancer_Homo.sapiens_hsa05200,0.147058824,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.147058824,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.147058824,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.146341463,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.146341463,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Endometrial.cancer_Homo.sapiens_hsa05213,0.146341463,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Toxoplasmosis_Homo.sapiens_hsa05145,0.145833333,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.145833333,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.145833333,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.145833333,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.145833333,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,0.145454545,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.145454545,overlap
Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.145454545,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.145454545,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.14516129,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.142857143,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,0.142857143,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.142857143,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Measles_Homo.sapiens_hsa05162,0.142857143,overlap
Measles_Homo.sapiens_hsa05162,Prolactin.signaling.pathway_Homo.sapiens_hsa04917,0.142857143,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Pathways.in.cancer_Homo.sapiens_hsa05200,0.142857143,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.142857143,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.142857143,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Colorectal.cancer_Homo.sapiens_hsa05210,0.142857143,overlap
Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,Hepatitis.C_Homo.sapiens_hsa05160,0.142857143,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,Antigen.processing.and.presentation_Homo.sapiens_hsa04612,0.142857143,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.142857143,overlap
Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,Pathways.in.cancer_Homo.sapiens_hsa05200,0.140625,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,HTLV.I.infection_Homo.sapiens_hsa05166,0.14,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,0.14,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.14,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.14,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.139534884,overlap
Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.138888889,overlap
Influenza.A_Homo.sapiens_hsa05164,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.138888889,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Proteasome_Homo.sapiens_hsa03050,0.137931034,overlap
Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.137931034,overlap
Glioma_Homo.sapiens_hsa05214,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.137931034,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.137931034,overlap
Prolactin.signaling.pathway_Homo.sapiens_hsa04917,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.137931034,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.137931034,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.137931034,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.137931034,overlap
Glioma_Homo.sapiens_hsa05214,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.137931034,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.137931034,overlap
Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.137931034,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.137254902,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Endometrial.cancer_Homo.sapiens_hsa05213,0.137254902,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.136363636,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.136363636,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Influenza.A_Homo.sapiens_hsa05164,0.136363636,overlap
Influenza.A_Homo.sapiens_hsa05164,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.136363636,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Adherens.junction_Homo.sapiens_hsa04520,0.136363636,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,Adherens.junction_Homo.sapiens_hsa04520,0.136363636,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Endometrial.cancer_Homo.sapiens_hsa05213,0.136363636,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,0.135135135,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.135135135,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Colorectal.cancer_Homo.sapiens_hsa05210,0.135135135,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.135135135,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.134615385,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Hepatitis.C_Homo.sapiens_hsa05160,0.134615385,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Pathways.in.cancer_Homo.sapiens_hsa05200,0.134328358,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Glioma_Homo.sapiens_hsa05214,0.133333333,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,0.133333333,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,0.133333333,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.133333333,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.133333333,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.133333333,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,Prolactin.signaling.pathway_Homo.sapiens_hsa04917,0.133333333,overlap
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.133333333,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.133333333,overlap
Glioma_Homo.sapiens_hsa05214,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.133333333,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.133333333,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.133333333,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.133333333,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.133333333,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Viral.myocarditis_Homo.sapiens_hsa05416,0.133333333,overlap
Measles_Homo.sapiens_hsa05162,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.133333333,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,HTLV.I.infection_Homo.sapiens_hsa05166,0.132075472,overlap
Prostate.cancer_Homo.sapiens_hsa05215,Measles_Homo.sapiens_hsa05162,0.131578947,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.131578947,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.131578947,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,0.131147541,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.130434783,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Hepatitis.C_Homo.sapiens_hsa05160,0.130434783,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Focal.adhesion_Homo.sapiens_hsa04510,0.12962963,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.12962963,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,0.129032258,overlap
Acute.myeloid.leukemia_Homo.sapiens_hsa05221,Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,0.129032258,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.129032258,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.129032258,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Colorectal.cancer_Homo.sapiens_hsa05210,0.129032258,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.129032258,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.129032258,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.129032258,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Hepatitis.C_Homo.sapiens_hsa05160,0.129032258,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Shigellosis_Homo.sapiens_hsa05131,0.129032258,overlap
Measles_Homo.sapiens_hsa05162,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.129032258,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Measles_Homo.sapiens_hsa05162,0.128205128,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,Influenza.A_Homo.sapiens_hsa05164,0.128205128,overlap
Prolactin.signaling.pathway_Homo.sapiens_hsa04917,Influenza.A_Homo.sapiens_hsa05164,0.128205128,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.128205128,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.128205128,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.127659574,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.127659574,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Antigen.processing.and.presentation_Homo.sapiens_hsa04612,0.127659574,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,HTLV.I.infection_Homo.sapiens_hsa05166,0.127272727,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Prolactin.signaling.pathway_Homo.sapiens_hsa04917,0.127272727,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.127272727,overlap
