DVL1,NFKB2,CDK2,PTPN11,SRC,MAPK1,CSF2RB,TGFB1,UBE2I,GRB2,SMAD2,SH2B2,GADD45G,PCK1,NFATC2,UBE2J1,NFKBIB,CDK6,ROCK1,,NRAS,MAPK3,HNRNPA1,UBE2C,SRSF6,,MDM2,MRPL14,,,,,,,CRK,BCL2L1,DVL3,RELA,TGFB1,EIF4EBP1,CDK4,RAP1B,MAPK3,EIF2AK2,ARPC2,MAPK1,,PPP2R2D,CSF1R,,,MAPK1,,BCL2,,MAVS,,,,,IRAK2,,,OCLN,,,,YES1,,,,MAPK1,NRAS,,PPP2R2D,FCGR2A,BRAF,,,SMAD3,,NR1H3,,,,,ROCK1,,,,GNAI2,,,,,,,,NDUFV1,,,,,,,,,,,,CDK5,,,,,NFATC1,,,,,,,,,,HIST3H3,,,,,,,NFATC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCG2,NFKBIA,REL,BRAF,PIK3R3,PLCG1,PIK3R1,VCAM1,VCAM1,ITGB1,CREBBP,MAPK3,NFKB2,MAPK3,NFATC1,DNAJB1,,CDK4,SHC1,,MED30,JUN,SF3B1,SMURF1,SRSF7,,CTNNB1,MRPL10,,,,,,,VCL,YWHAE,CTNNA3,RXRB,NFATC2,SAP18,BCL2,CDC42,NOS3,NR1H3,,PCK1,,FAS,RAB5C,,,CCL2,,CYCS,,CDK6,,,,,ATP6V1H,,,CTNNB1,,,,OCLN,,,,MAPK3,PAK1,,PFKM,GNAQ,NFATC1,,,CSNK1A1,,EIF2S1,,,,,SHC1,,,,RAP1B,,,,,,,,POLR2L,,,,,,,,,,,,GNAQ,,,,,PPP1CA,,,,,,,,,,GRB2,,,,,,,NFKB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABL1,SNW1,MDM2,NFKB1,PIK3R1,PAK2,RELA,SMAD3,GADD45B,CDKN1A,SMAD4,MAP3K3,NR4A1,SMAD2,MAPK14,MAPK8,,CDK2,SRC,,PLCG2,VCAM1,SRSF10,SIAH1,TP53,,GRB2,MRPL11,,,,,,,PFN2,ITGB1,SMAD2,HIST1H3F,NFATC1,NUP88,BAX,NRAS,MAPK14,BRAF,,PPARGC1A,,CALR,TSG101,,,MAP2K6,,TAB2,,CDK4,,,,,MAPK1,,,BCAR1,,,,VAPA,,,,JUN,MAPK8,,PFKP,,FAS,,,SIAH1,,NFKB1,,,,,HDAC1,,,,CDC42,,,,,,,,CREBBP,,,,,,,,,,,,FAS,,,,,GNAQ,,,,,,,,,,KRAS,,,,,,,PPP1CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVL2,CDK2,CDK1,NFKBIA,RELA,PAK4,SPTA1,NFATC2,CFLAR,ITGB5,CDKN2B,JUN,PPP5C,PLK3,NFKB1,GANAB,,BCL2,LAMA4,,MAPK1,CFLAR,SMNDC1,HUWE1,TLR3,,KRAS,MRPL20,,,,,,,ITGA9,GSK3B,SMAD1,RXRG,MAPK14,NUP43,KRAS,GNG3,NFKB1,MAPK14,,SH2B2,,,SRC,,,MAPK3,,TAB1,,CDK2,,,,,FADD,,,,,,,CDK4,,,,NOS3,GNG2,,,,GRB2,,,NFATC2,,ITCH,,,,,CDCA5,,,,NRAS,,,,,,,,BDNF,,,,,,,,,,,,CYCS,,,,,CALM1,,,,,,,,,,GNB5,,,,,,,NFKBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVL3,MDM2,GRB2,CDK6,NRAS,MAPK3,NRAS,NFATC1,NFKB1,ITGB3,TGFB1,MAP3K1,GRB2,CREBBP,NFKBIA,HSPH1,,CYCS,PXN,,PLCG1,MAPK14,SF3A3,SYVN1,SRSF9,,,RPS15A,,,,,,,ROCK1,CDKN1A,SMAD4,GRIA3,NFKB1,SMN1,,PAK1,PPP2R2B,EIF2S1,,MAPK3,,,WAS,,,IVNS1ABP,,BCL2L1,,IL2RB,,,,,BID,,,,,,,PPP2R2B,,,,NFATC2,RAP1A,,,,KRAS,,,NFATC1,,FAS,,,,,NOTCH4,,,,PARD6A,,,,,,,,AP2B1,,,,,,,,,,,,CALM1,,,,,,,,,,,,,,,CALM1,,,,,,,CAMK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCG1,BCL2,YWHAE,CDK4,MAPK8,STAT5A,MAPK8,NFKB1,NFKB2,FASLG,SMAD3,BDNF,TAB2,SMAD4,CD4,OS9,,BCL2L1,PDGFB,,RXRG,NFKB1,HSPA8,WWP1,RNASEL,,,RPS3,,,,,,,SRC,CDKN1B,TGFB1,RUNX1T1,NFKB2,EIF4B,,GNG2,GNAQ,NFKB1,,PHKB,,,PARD6G,,,CPSF4,,NFKBIB,,FAS,,,,,MAPK3,,,,,,,PPP2R2D,,,,NFATC1,GNG5,,,,,,,CTNNB1,,BAX,,,,,PDGFB,,,,RAP1A,,,,,,,,SOD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FADD,CDK1,CDKN1A,MDM2,E2F1,STAT5B,LMNA,NFKB2,NFKBIA,PIK3CG,CDKN2C,SORT1,TAB1,CDKN2B,DLG1,UBQLN1,,,PDGFA,,MAPK3,NFKBIA,PPIL1,WWP2,SRSF1,,,RPL15,,,,,,,PXN,HSP90AB1,SMAD3,SMAD1,NFKBIA,RANBP2,,RAP1A,PPP2R2D,NFKBIA,,BRAF,,,NEDD4L,,,HSPA8,,,,RAB9A,,,,,HSPA9,,,,,,,CTNNB1,,,,EEF2,RRAS,,,,,,,,,CYCS,,,,,PDGFA,,,,RRAS,,,,,,,,SOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RALGDS,TAB2,CDKN1B,GRB2,STAT4,JUN,PMAIP1,NFKBIA,BCL2,CASP3,GADD45B,PTPN11,MAP3K14,TGFB1,TEC,SSR1,,,XIAP,,CREBBP,ITCH,SF3A1,UBE2A,CUL1,,,RPS2,,,,,,,PDGFB,ITGB5,PPP1CA,ARNT2,CYLD,UBE2I,,GNG5,BCL2,OCLN,,SORBS1,,,VPS26A,,,CREBBP,,,,EIF3H,,,,,PLK3,,,,,,,KRAS,,,,PPP1CA,GNG4,,,,,,,,,MAP3K11,,,,,PTGS2,,,,KRIT1,,,,,,,,DLG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT5A,TAB1,DDX3X,KRAS,E2F2,BRAF,MAPK1,DLG1,ATM,TIMP3,GADD45A,BRAF,MAP3K11,SMAD3,CDK4,BAK1,,,PIK3R3,,ESR1,BCL3,PRPF38A,UBE2G2,RELA,,,RPL18,,,,,,,WAS,YWHAB,SMAD7,CDKN2C,TEC,NUP155,,GRK5,BAX,MAVS,,GCK,,,ASAP2,,,JUN,,,,TAB2,,,,,CREBBP,,,,,,,,,,,RCAN1,GNG7,,,,,,,,,,,,,,THBS1,,,,MAPK1,,,,,,,,SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD2,NFKBIE,YWHAB,BCL2L1,PTK2B,MTOR,RIPK1,CDK4,TAB2,RAC1,CDKN2A,MAPK14,HSPB1,GADD45B,GRB2,SEC23B,,,PIK3R1,,MTOR,FAS,SF3A2,PML,SOCS3,,,RPL19,,,,,,,PDGFA,LAMC3,MOB1A,JUP,FCGR2A,UPF3B,,GNG4,KRAS,PPP2R2B,,MTOR,,,CBL,,,HSPA1L,,,,TP73,,,,,TGFB1,,,,,,,,,,,GNAQ,PLCG2,,,,,,,,,,,,,,EGFR,,,,PLCG1,,,,,,,,GNAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT5B,MAP3K14,TRADD,,MAPK1,PTK2,FADD,ATM,TAB1,HRAS,PLK1,NFKB1,FASLG,GADD45A,KRAS,UBQLN4,,,THBS1,,RCAN1,TAB2,HSPA1L,CUL4A,MAPK8,,,RPL23A,,,,,,,PIK3R3,ITGB4,DLG1,FUS,CAMK4,UPF3A,,GNG7,,PPP2R2D,,PPP1CA,,,PRKCZ,,,TNFRSF10B,,,,NFKBIB,,,,,NOS2,,,,,,,,,,,CAMK4,ABL1,,,,,,,,,,,,,,NRAS,,,,RALGDS,,,,,,,,BAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREBBP,NFKBIB,CHD4,,E2F3,GRB2,BAK1,CALR,MAP3K14,PPP1R12A,CDC7,NFKBIA,ARRB1,PLK2,NFKBIE,TXNDC5,,,MYL12A,,RCAN2,TAB1,HSPA2,ITCH,CCL2,,,MRPL23,,,,,,,PIK3R1,ITGB3,DLG2,H3F3C,GRB2,EIF2S2,,PTK2B,,GRB2,,TRIP10,,,EGFR,,,EIF2AK2,,,,,,,,,VDR,,,,,,,,,,,KRAS,ABL2,,,,,,,,,,,,,,MAPK7,,,,MAP2K6,,,,,,,,CYCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUN,YWHAE,PIK3CG,,STAT6,KRAS,BID,TCF3,BCL2L1,MMP2,CDC6,CAMK4,ARRB2,BNIP3,MAP3K14,BCAP31,,,EGFR,,MDM2,MAP3K14,LSM4,NEDD4,TNFRSF14,,,RPS26,,,,,,,IQGAP1,PTEN,DLG3,ZBTB16,TAB2,EIF2S1,,MAPK1,,KRAS,,GRB2,,,PLD2,,,HSPA2,,,,,,,,,NFYB,,,,,,,,,,,CALM1,MAPK1,,,,,,,,,,,,,,ERBB3,,,,MAPK3,,,,,,,,TAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD4,GSK3B,POLB,,FADD,,MCL1,MAP3K14,,GAB1,GADD45G,BCL2,IKBKB,PLK1,NFKBIB,HSPA8,,,RAP1B,,CTNNB1,,LSM3,UBE2U,FADD,,,RPS25,,,,,,,MYL12A,FASLG,DLG4,KLF3,TAB1,EIF2S3,,CCL2,,EIF3E,,KRAS,,,SNX3,,,MAPK14,,,,,,,,,MAPK14,,,,,,,,,,,,PLCG1,,,,,,,,,,,,,,ERBB2,,,,VASP,,,,,,,,RCOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGFB1,CD40,CASP8,,MAPK3,,MAPK3,BCL2L1,,PLAUR,MAD2L2,BAX,PPP3CA,STAT3,,SEC24B,,,CDC42,,KRAS,,U2SURP,UBE2N,CREBBP,,,RPS28,,,,,,,EGFR,BRCA1,PPP2R2B,PML,MAP3K14,XPOT,,CCL18,,,,CALM1,,,CDC42,,,TMPRSS13,,,,,,,,,NFKB1,,,,,,,,,,,,PAK2,,,,,,,,,,,,,,E2F1,,,,BRAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD3,CDKN1A,YWHAQ,,STAT5A,,JUN,GSK3B,,RHOA,STAG1,GRB2,DUSP10,BRAF,,XBP1,,,VTN,,PFKP,,LSM2,MDM2,JUN,,,RPS29,,,,,,,CDC42,LAMC1,ID2,NFKB1,,EIF3I,,MAPK3,,,,,,,PARD6A,,,EIF2S1,,,,,,,,,FCGR2A,,,,,,,,,,,,RALGDS,,,,,,,,,,,,,,PLCG2,,,,MAPK14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUP,CDKN1B,CASP3,,STAT5B,,GADD45B,CD40,,VAV2,STAG2,KRAS,MECOM,MAPK14,,SEC24A,,,PAK1,,,,HNRNPM,UBA2,MCRS1,,,RPS20,,,,,,,GNA13,PIK3CG,ID1,FLI1,,EIF3G,,LYN,,,,,,,GRK5,,,PML,,,,,,,,,RFXAP,,,,,,,,,,,,PAK4,,,,,,,,,,,,,,ABL1,,,,GNAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB16,YWHAB,RAC1,,CREBBP,,GADD45A,CDKN1A,,CTTN,CDK6,CALM1,CASP3,SOD2,,HSPA1L,,,MAPK8,,,,HNRNPK,ERCC8,EIF2AK2,,,RPS21,,,,,,,NRAS,IKBKB,PPP2R2D,PTK2,,TACC3,,STAT5B,,,,,,,ERBB3,,,NFKB1,,,,,,,,,BCL2,,,,,,,,,,,,MAPK3,,,,,,,,,,,,,,IGF2BP1,,,,ID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FN1,TRADD,IKBKG,,SMAD4,,TNFRSF10B,ITGB2,,HCLS1,CDK4,NFKBIE,RAC2,GADD45G,,HSPA5,,,RAP1A,,,,SNW1,STUB1,PTPN11,,,RPS24,,,,,,,PAK1,RPTOR,SNAI2,CDK9,,EIF3H,,STAT3,,,,,,,ERBB4,,,NFKBIA,,,,,,,,,BAX,,,,,,,,,,,,BRAP,,,,,,,,,,,,,,E2F2,,,,CTNNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAF,TNFAIP3,CCR5,,JUN,,CFLAR,CD3D,,PPP1R12B,CDK2,TP73,RAC1,BCL6,,AMFR,,,ERBB2,,,,HNRNPC,UBE2K,PILRA,,,RPS23,,,,,,,RRAS,GHR,CTNNB1,TLX3,,RNPS1,,BRAF,,,,,,,EPS15,,,MAVS,,,,,,,,,CYCS,,,,,,,,,,,,PLA2G2A,,,,,,,,,,,,,,HMOX1,,,,KRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKB1,HSPB1,HRAS,,TGFB1,,PTPN13,PIK3CG,,SOS1,MDM2,NFKBIB,IKBKG,CDK2,,EDEM1,,,SPP1,,,,RBMX,TRIM32,EIF2S1,,,,,,,,,,MAPK1,CASP9,NF2,BCL6,,EIF3E,,PPBP,,,,,,,SNX6,,,FAS,,,,,,,,,CALM1,,,,,,,,,,,,PTPN11,,,,,,,,,,,,,,MAPK1,,,,CALM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTK2,PIK3CG,YWHAG,,MAP3K1,,EIF2S1,IKBKB,,SOS2,CDK1,,HRAS,MDM2,,SYVN1,,,FLNA,,,,,CUL4B,PML,,,,,,,,,,WASF1,YWHAQ,TP73,SP1,,EIF3F,,NFKB1,,,,,,,SMAD2,,,CYCS,,,,,,,,,,,,,,,,,,,,,NFKB1,,,,,,,,,,,,,,E2F3,,,,BCAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKB2,IKBKB,YWHAH,,SMAD3,,NFKB1,POLB,,CD44,ATM,,MAP4K1,GRB2,,EIF2AK2,,,MAPK1,,,,,,NFKB1,,,,,,,,,,PAK2,ITGB7,,ID2,,EIF3D,,PTK2,,,,,,,GIT2,,,NFKBIB,,,,,,,,,,,,,,,,,,,,,GNG13,,,,,,,,,,,,,,BMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNG13,XPO1,TBP,,STAT3,,GADD45G,PPP3CA,,CAMK2B,,,MAP4K2,ATM,,HSPA2,,,FYN,,,,,,PPP1CA,,,,,,,,,,MYH10,RAC1,,HIST3H3,,RAN,,GNG13,,,,,,,ARFGEF2,,,,,,,,,,,,,,,,,,,,,,,,REL,,,,,,,,,,,,,,PLCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKBIA,YWHAQ,SYK,,NFATC2,,NFKBIA,XPO1,,CD63,,,DUSP3,KRAS,,UBE2G2,,,FLNC,,,,,,SRPK1,,,,,,,,,,WASF2,IKBKG,,IL2RB,,EIF3A,,NFKBIA,,,,,,,HSPA8,,,,,,,,,,,,,,,,,,,,,,,,GRB2,,,,,,,,,,,,,,BAK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK6,IKBKG,TRAF2,,NFATC1,,BCL2,IKBKG,,CAMK2D,,,CHUK,,,EIF2S1,,,PAK2,,,,,,NFKBIA,,,,,,,,,,PAK4,JAK2,,MDM2,,EIF4G1,,GRB2,,,,,,,TGFB1,,,,,,,,,,,,,,,,,,,,,,,,KRAS,,,,,,,,,,,,,,PAK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK4,YWHAG,TRAF1,,NFKB1,,FAS,HRAS,,ROCK1,,,TRAF2,,,SVIP,,,PAK4,,,,,,MAVS,,,,,,,,,,MAPK3,HRAS,,REL,,NUP37,,KRAS,,,,,,,SMAD3,,,,,,,,,,,,,,,,,,,,,,,,GNB5,,,,,,,,,,,,,,MCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNAQ,YWHAH,YWHAZ,,NFKBIA,,BAX,POLE,,SRC,,,FOS,,,DNAJA1,,,MAPK3,,,,,,HNRNPK,,,,,,,,,,LIMK2,YWHAG,,ATM,,,,GNB5,,,,,,,HSPA1L,,,,,,,,,,,,,,,,,,,,,,,,CALM1,,,,,,,,,,,,,,CREBBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK2,TBP,RHOA,,MAVS,,CYCS,TBP,,CBL,,,TGFBR1,,,NPLOC4,,,VASP,,,,,,CDK2,,,,,,,,,,RDX,YWHAH,,TCF3,,,,BCAR1,,,,,,,SMURF2,,,,,,,,,,,,,,,,,,,,,,,,RGL1,,,,,,,,,,,,,,UBE2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDM2,SYK,DDB1,,CDK6,,ATM,CHUK,,THBS1,,,DUSP7,,,BCL2,,,JUN,,,,,,CDK1,,,,,,,,,,LIMK1,HSP90AA1,,BCL2L1,,,,NFKBIB,,,,,,,SMURF1,,,,,,,,,,,,,,,,,,,,,,,,RGL2,,,,,,,,,,,,,,CDKN2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL2,CHUK,CCNA2,,CDK4,,KRAS,FOS,,EGFR,,,TGFBR2,,,BAX,,,LAMB2,,,,,,FAS,,,,,,,,,,FN1,SYK,,,,,,,,,,,,,CAV1,,,,,,,,,,,,,,,,,,,,,,,,BCL2L1,,,,,,,,,,,,,,RDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCS,DDX58,RBL2,,CDK2,,MAP3K14,TGFBR1,,CDC42,,,TNFRSF1A,,,STUB1,,,CAV1,,,,,,CYCS,,,,,,,,,,MSN,ITGA4,,,,,,,,,,,,,WWP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRB2,TRAF2,KAT2B,,BCL2,,BCL2L1,TGFBR2,,NRAS,,,PPM1B,,,CALR,,,FN1,,,,,,TAB2,,,,,,,,,,BRAF,CHUK,,,,,,,,,,,,,AP2B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFKB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB5,TYK2,KAT2A,,FAS,,,TNFRSF1A,,PAK1,,,TRAF6,,,P4HB,,,BRAF,,,,,,TAB1,,,,,,,,,,BAIAP2,ITGA3,,,,,,,,,,,,,HSPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL2L1,TRAF1,CREB1,,BAX,,,KAT2B,,ERBB3,,,RASA1,,,SEC24D,,,PTK2,,,,,,TAF4,,,,,,,,,,PTK2,PPP2R5A,,,,,,,,,,,,,PML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNRNPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITGB1,YWHAZ,RBL1,,CYCS,,,KAT2A,,ERBB4,,,RAPGEF2,,,SEC24C,,,PPP1CA,,,,,,NFKBIB,,,,,,,,,,PPP1CA,PPP2R5D,,,,,,,,,,,,,IGF2R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSK3B,NCOR2,TRAF3,,GRB2,,,CREB1,,ERBB2,,,MAPT,,,,,,COL1A1,,,,,,,,,,,,,,,,ABI2,YWHAZ,,,,,,,,,,,,,RAB11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDKN1A,CCNA2,TRAF5,,KRAS,,,LCK,,FLNA,,,SOS1,,,,,,COL1A2,,,,,,,,,,,,,,,,ARPC2,RBL2,,,,,,,,,,,,,ITCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDKN1B,FGR,IRF7,,LAMTOR5,,,CANX,,MAPK1,,,SOS2,,,,,,PARVG,,,,,,,,,,,,,,,,KRAS,COL2A1,,,,,,,,,,,,,DAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRY2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90AB1,TRAF3,HDAC4,,,,,SLC25A6,,FLNC,,,CRK,,,,,,ZYX,,,,,,,,,,,,,,,,BCAR1,CREB1,,,,,,,,,,,,,ARPC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMC3,TRAF6,GTF2A1,,,,,PCNA,,EIF4B,,,SRF,,,,,,BCL2,,,,,,,,,,,,,,,,,KIT,,,,,,,,,,,,,NEDD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTEN,TRAF5,HDAC5,,,,,SRF,,MAPK3,,,RELA,,,,,,CTNNB1,,,,,,,,,,,,,,,,,ITGA6,,,,,,,,,,,,,CAPZA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASLG,POLR1C,HDAC2,,,,,XIAP,,STAT3,,,EGFR,,,,,,GRB2,,,,,,,,,,,,,,,,,EIF4E2,,,,,,,,,,,,,IL2RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMC1,PTMA,HIST1H2BO,,,,,ADCY7,,PTPN11,,,CDC42,,,,,,BCAR1,,,,,,,,,,,,,,,,,SOS1,,,,,,,,,,,,,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLI3,CD44,HDAC3,,,,,RELA,,MAPK14,,,NRAS,,,,,,,,,,,,,,,,,,,,,,,SOS2,,,,,,,,,,,,,VPS45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3CG,HDAC4,SRC,,,,,POLD3,,MTOR,,,PAK1,,,,,,,,,,,,,,,,,,,,,,,ITGA9,,,,,,,,,,,,,FOLR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKS1B,HDAC5,HDAC1,,,,,POLD4,,PPP1CA,,,MAPK8,,,,,,,,,,,,,,,,,,,,,,,PHLPP2,,,,,,,,,,,,,SPG21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKBKB,HDAC2,SRF,,,,,NRAS,,TFAP4,,,MAPK7,,,,,,,,,,,,,,,,,,,,,,,PRKAA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASP9,HDAC1,HDAC8,,,,,MAPK8,,CTNNB1,,,FLNA,,,,,,,,,,,,,,,,,,,,,,,PRKAA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
