,transcript,gene,chr,n_exons,cds_start,cds_end,bp,mu_syn,mu_mis,mu_lof,n_syn,n_mis,n_lof,exp_syn,exp_mis,exp_lof,syn_z,mis_z,lof_z,pLI,pRec,pNull
3169,ENST00000263754.4,KAT2B,3,18,20081969,20194017,2499,1.25E-05,2.63E-05,2.76E-06,117,187,4,125.4815558,272.5935984,37.18799351,0.469393653,2.535711883,5.390999814,0.998926901,0.001073099,2.11E-11
15552,ENST00000262811.6,MAST3,19,27,18208602,18260536,3930,2.77E-05,6.15E-05,3.15E-06,235,314,4,256.8790134,551.0223698,37.18390425,0.846277209,4.938796697,5.390632129,0.998925261,0.001074739,2.11E-11
5242,ENST00000360541.5,ETF1,5,10,137843993,137878607,1314,5.25E-06,1.22E-05,1.41E-06,62,19,0,61.4330922,138.4557663,19.54627037,-0.04483967,4.965558002,4.379470847,0.998925127,0.00107486,1.26E-08
10251,ENST00000361507.4,GAB2,11,10,77930317,78128766,2031,9.35E-06,2.24E-05,1.77E-06,99,283,1,106.8896972,252.9935463,23.94748147,0.473088099,-0.922735218,4.645097162,0.998921871,0.001078127,2.57E-09
2399,ENST00000356421.2,AFF3,2,23,100167935,100720916,3756,2.30E-05,4.30E-05,3.02E-06,210,385,5,259.5227326,480.0015134,41.56186841,1.905750757,2.12092662,5.617855106,0.998912591,0.001087409,4.40E-12
10960,ENST00000541224.1,ACVR1B,12,10,52345527,52387894,1641,7.94E-06,1.89E-05,1.52E-06,75,85,0,84.15730033,199.8204299,19.49497798,0.618829497,3.972972912,4.373721141,0.998904331,0.001095656,1.32E-08
16759,ENST00000396029.3,ADNP,20,3,49507941,49520533,3309,1.15E-05,2.85E-05,2.01E-06,194,285,1,130.7075888,322.5242864,23.90372076,-3.432026256,1.021992785,4.640481297,0.9989041,0.001095897,2.68E-09
18207,ENST00000369550.5,DKC1,X,15,153991240,154005142,1545,6.03E-06,1.52E-05,1.89E-06,57,43,0,49.96638893,119.2132638,19.48483839,-0.616863041,3.41416771,4.372583532,0.998900173,0.001099814,1.33E-08
3715,ENST00000322623.5,RUVBL1,3,11,127800092,127842567,1371,6.28E-06,1.39E-05,1.33E-06,67,77,0,74.27513725,159.6601681,19.4788033,0.523322105,3.199739316,4.371905763,0.99889769,0.001102296,1.34E-08
3729,ENST00000418265.1,ISY1-RAB43,3,12,128813867,128879818,996,4.13E-06,1.02E-05,1.73E-06,33,66,1,51.421626,119.8974461,23.88142883,1.592592195,2.407572443,4.638127214,0.998894935,0.001105062,2.73E-09
14201,ENST00000269571.5,ERBB2,17,27,37856491,37884297,3768,1.97E-05,4.39E-05,3.75E-06,222,328,7,218.164524,479.1056491,50.33675,-0.16098278,3.376613895,6.050669384,0.998894657,0.001105343,1.88E-13
14198,ENST00000264658.6,FBXL20,17,15,37417712,37557655,1311,4.57E-06,1.19E-05,1.66E-06,51,65,1,55.0152128,134.9364273,23.83313071,0.33559565,2.944795822,4.633024717,0.998874815,0.001125182,2.85E-09
4925,ENST00000274289.3,PLK2,5,14,57750409,57755786,2058,8.69E-06,1.96E-05,1.63E-06,104,116,1,99.56483658,219.537524,23.80661745,-0.275553407,3.417903338,4.630220767,0.998863615,0.001136382,2.92E-09
14948,ENST00000282050.2,ATP5A1,18,12,43664247,43678197,1662,7.12E-06,1.91E-05,1.29E-06,80,144,0,83.30012839,215.5403597,19.39464832,0.224159778,2.383435809,4.362452048,0.998862484,0.001137502,1.45E-08
5333,ENST00000274498.4,ARHGAP26,5,23,142150326,142602011,2445,1.13E-05,2.51E-05,2.55E-06,104,197,4,130.9780251,282.2067858,37.02563983,1.461369526,2.480886983,5.376375909,0.9988598,0.0011402,2.44E-11
10000,ENST00000377387.1,SF1,11,13,64532925,64545864,2022,1.39E-05,2.77E-05,1.42E-06,112,99,0,83.73516229,215.6193118,19.37713457,-1.9148822,3.88457094,4.36048121,0.998855017,0.001144968,1.47E-08
1744,ENST00000429204.1,ITPKB,1,7,226822371,226925159,2841,1.78E-05,3.72E-05,1.50E-06,193,347,0,201.509761,418.9555277,19.36560825,0.37163853,1.719477622,4.35918483,0.998850076,0.001149909,1.49E-08
3328,ENST00000360240.6,MAP4,3,18,47894521,48040350,3459,1.31E-05,3.01E-05,1.82E-06,163,381,2,155.4290107,348.4051255,28.18109721,-0.376475461,-0.854129792,4.885383034,0.998848724,0.001151275,6.11E-10
14548,ENST00000390652.5,BCAS3,17,24,58756818,59469486,2787,1.15E-05,2.90E-05,3.22E-06,136,266,6,137.8888691,333.2582042,45.81721419,0.099722637,1.802068689,5.827016602,0.998848202,0.001151798,1.02E-12
8165,ENST00000238018.4,GDA,9,15,74764475,74865720,1416,6.09E-06,1.32E-05,1.67E-06,64,120,1,70.69793459,147.8726425,23.76412667,0.493840532,1.121114799,4.625724762,0.998845433,0.001154564,3.04E-09
10035,ENST00000406246.3,RELA,11,11,65421848,65430303,1656,8.03E-06,1.99E-05,1.49E-06,93,111,0,84.69145886,208.6729393,19.31577382,-0.559698799,3.307177505,4.353571743,0.998828468,0.001171517,1.56E-08
3939,ENST00000430069.1,TBL1XR1,3,14,176743285,176782765,1545,5.00E-06,1.26E-05,1.47E-06,65,39,0,53.99128534,129.5544874,19.30092814,-0.92880398,3.891349462,4.351899031,0.998821952,0.001178032,1.58E-08
14866,ENST00000269214.5,ESCO1,18,9,19110303,19154804,2523,7.70E-06,2.03E-05,1.81E-06,101,279,1,90.09206822,231.0086314,23.68199662,-0.712440485,-1.544421369,4.617020352,0.998809461,0.001190536,3.28E-09
9656,ENST00000419022.1,PAX6,11,11,31811481,31827959,1311,6.76E-06,1.41E-05,1.77E-06,66,65,1,78.35234739,158.6907391,23.67848369,0.865113382,3.637786528,4.616648412,0.998807897,0.001192099,3.29E-09
2704,ENST00000264167.4,AGPS,2,20,178257517,178402923,1977,8.59E-06,2.00E-05,1.88E-06,75,89,2,77.4278553,184.4737615,28.08154121,0.171050547,3.438217402,4.87542458,0.998805102,0.001194897,6.69E-10
4958,ENST00000381055.3,ADAMTS6,5,24,64447662,64769500,3354,1.10E-05,3.10E-05,3.24E-06,129,252,6,132.5194068,355.6908302,45.70852192,0.189530172,2.689183111,5.818014749,0.998800473,0.001199527,1.13E-12
9259,ENST00000369093.2,TIAL1,10,12,121335176,121355977,1179,4.37E-06,1.06E-05,1.30E-06,34,34,0,52.31954951,120.4134873,19.23090735,1.570117861,3.851770969,4.343997939,0.998790732,0.001209252,1.68E-08
14910,ENST00000261592.5,NOL4,18,11,31432805,31803217,1917,9.06E-06,2.06E-05,2.07E-06,100,153,2,107.268401,238.0091458,28.044466,0.435063208,2.69516327,4.871711851,0.998788438,0.001211561,6.92E-10
16099,ENST00000360565.3,SCAF1,19,10,50148283,50161656,3939,3.16E-05,6.53E-05,2.23E-06,208,337,1,261.6212638,542.5096079,23.63315211,2.05518198,4.31563639,4.611837056,0.998787539,0.001212458,3.42E-09
4812,ENST00000280326.4,CCT5,5,11,10250452,10264895,1626,7.18E-06,1.70E-05,1.32E-06,81,162,0,84.18352571,193.3042484,19.22217863,0.215102198,1.1012817,4.343011834,0.998786782,0.001213201,1.69E-08
7561,ENST00000520810.1,IKBKB,8,21,42129618,42188497,2271,9.98E-06,2.36E-05,3.01E-06,100,169,5,117.2016046,265.6759877,41.26862393,0.985034662,2.901074918,5.59256152,0.998786699,0.001213301,5.75E-12
8715,ENST00000450189.1,CELF2,10,13,11060052,11371016,1566,8.47E-06,1.72E-05,1.22E-06,93,56,0,100.5351221,198.676556,19.22001547,0.465885956,4.951032232,4.342767815,0.998785801,0.001214182,1.70E-08
12299,ENST00000554684.1,SMEK1,14,15,91925102,91975991,2463,9.00E-06,2.29E-05,2.06E-06,123,133,2,100.8114451,249.4166937,28.00799774,-1.370012496,3.605528747,4.868055753,0.998771821,0.001228179,7.15E-10
8499,ENST00000291900.2,ZER1,9,15,131493615,131517844,2301,1.31E-05,2.94E-05,1.70E-06,132,152,1,141.5255463,309.5454584,23.59266586,0.496386433,4.3798598,4.607535017,0.998769063,0.001230934,3.55E-09
18160,ENST00000263519.4,ATP2B3,X,20,152801705,152845756,3663,2.68E-05,5.14E-05,2.36E-06,200,248,1,199.3312928,376.6545471,23.59238571,-0.029362501,3.242424399,4.607505201,0.998768934,0.001231062,3.55E-09
13304,ENST00000308893.4,TAOK2,16,15,29989093,29999301,3708,1.74E-05,4.68E-05,2.83E-06,228,355,4,197.456187,520.2756226,36.81073663,-1.347525933,3.544120479,5.356959975,0.998764492,0.001235508,2.97E-11
1608,ENST00000339876.6,NFASC,1,28,204913443,204985667,3723,2.32E-05,4.83E-05,3.76E-06,232,409,7,251.95779,513.8012683,50.03480894,0.779467886,2.261442609,6.026615245,0.998762678,0.001237322,2.47E-13
14173,ENST00000325718.7,MLLT6,17,20,36861885,36881851,3282,1.99E-05,3.81E-05,2.12E-06,186,254,2,186.7008096,357.159422,27.98701647,0.031795849,2.669895125,4.865951926,0.998762157,0.001237842,7.29E-10
18127,ENST00000370460.2,AFF2,X,21,147582617,148072862,3936,1.43E-05,3.58E-05,2.62E-06,140,256,2,118.577693,284.5578417,27.98366031,-1.219590502,0.828048912,4.865615148,0.998760604,0.001239395,7.31E-10
8202,ENST00000376395.4,UBQLN1,9,11,86276701,86322594,1770,7.15E-06,1.63E-05,1.35E-06,85,123,0,76.73585112,174.7364036,19.14921707,-0.584855382,1.914348644,4.334761797,0.998753262,0.00124672,1.81E-08
15445,ENST00000254325.4,RFX1,19,20,14073506,14104655,2940,2.52E-05,4.38E-05,2.36E-06,204,272,2,221.5382123,385.2965195,27.96661318,0.730483154,2.823159334,4.863904684,0.998752687,0.001247312,7.42E-10
8924,ENST00000265872.6,CCAR1,10,24,70482261,70551023,3453,1.08E-05,3.13E-05,4.06E-06,114,225,8,129.0198246,354.0849727,54.40876671,0.819757473,3.355354814,6.232399611,0.99874622,0.00125378,5.16E-14
1234,ENST00000295688.3,CCT3,1,14,156278989,156307975,1638,5.81E-06,1.79E-05,1.61E-06,79,182,1,70.2280197,204.8109856,23.54171862,-0.648921141,0.779622165,4.602117165,0.998745413,0.001254583,3.72E-09
5038,ENST00000265080.4,RASGRF2,5,27,80256557,80521589,3714,1.79E-05,4.01E-05,4.00E-06,179,303,8,203.8582874,445.3806701,54.40265403,1.079336058,3.299908441,6.231928838,0.998743354,0.001256646,5.19E-14
4070,ENST00000346964.2,DLG1,3,25,196771493,197024075,2781,9.13E-06,2.52E-05,3.58E-06,94,262,7,112.1466809,291.5845358,49.99054265,1.062316407,0.84741961,6.02308103,0.998742049,0.001257951,2.57E-13
15087,ENST00000356948.6,PTBP1,19,15,797497,810826,1674,1.37E-05,2.35E-05,1.29E-06,184,181,0,146.242079,248.9213826,19.11919064,-1.93562435,2.105678274,4.331361555,0.9987392,0.001260782,1.86E-08
1700,ENST00000358951.2,RAB3GAP2,1,35,220324592,220445679,4182,1.39E-05,3.45E-05,4.12E-06,164,401,9,166.0780597,389.9052113,58.797389,0.099967697,-0.274825124,6.433054616,0.998736483,0.001263517,1.06E-14
3642,ENST00000316626.5,GSK3B,3,12,119545634,119812281,1302,4.95E-06,1.25E-05,1.69E-06,52,76,1,59.30088629,143.4915969,23.51143858,0.587752746,2.755833413,4.598893262,0.998731142,0.001268854,3.83E-09
10354,ENST00000278590.3,ZC3H12C,11,6,109964137,110036462,2652,1.11E-05,2.59E-05,2.11E-06,104,235,1,118.4010119,273.809601,23.50066382,0.820473295,1.147179244,4.597746274,0.998726025,0.001273971,3.86E-09
1070,ENST00000368875.2,PI4KB,1,12,151265327,151298655,2487,1.10E-05,2.62E-05,2.46E-06,128,151,3,128.4528039,301.2845214,32.29877672,0.024767612,4.23489118,5.106768659,0.998716211,0.001283789,1.61E-10
9155,ENST00000370397.7,CHUK,10,21,101949354,101989289,2238,7.02E-06,2.01E-05,2.16E-06,82,148,3,81.56796521,221.0149366,32.27282328,-0.029655385,2.402244312,5.104296091,0.998703705,0.001296295,1.65E-10
8582,ENST00000358625.3,WDR5,9,13,137004999,137023115,1005,6.19E-06,1.07E-05,1.20E-06,57,47,0,75.613316,126.2198032,19.04167487,1.327009892,3.448946624,4.322571743,0.99870216,0.00129782,2.00E-08
14328,ENST00000361523.4,BECN1,17,11,40962777,40975895,1353,5.45E-06,1.33E-05,1.33E-06,49,112,0,64.73762427,151.6237626,19.03264626,1.212579268,1.573942976,4.321547825,0.998697776,0.001302204,2.01E-08
14754,ENST00000331134.6,NPLOC4,17,17,79526284,79603956,1827,1.05E-05,2.09E-05,1.91E-06,109,109,1,103.6251793,202.8394381,23.44129217,-0.327324942,3.222741765,4.591417227,0.998697458,0.001302538,4.08E-09
11418,ENST00000338101.4,NOS1,12,29,117653113,117768874,4407,2.39E-05,5.14E-05,3.85E-06,288,390,8,275.0623794,577.8055605,54.30107988,-0.48360142,3.821502152,6.224099973,0.998694761,0.001305239,5.69E-14
7203,ENST00000397560.2,JHDM1D,7,20,139790893,139876737,2826,1.14E-05,2.65E-05,2.57E-06,118,203,4,128.5079041,294.1941089,36.66296611,0.574646132,2.600556104,5.343569794,0.99869438,0.00130562,3.40E-11
6574,ENST00000306177.5,USP42,7,16,6150764,6199088,3951,2.58E-05,5.23E-05,2.34E-06,247,506,2,236.8648648,475.4486991,27.81832854,-0.408250898,-0.685321421,4.849001431,0.998681653,0.001318346,8.50E-10
3399,ENST00000323686.4,RBM15B,3,1,51428830,51431503,2673,2.22E-05,4.61E-05,1.64E-06,157,229,0,251.4663,522.7395506,18.99052029,3.693061084,6.284000268,4.316762162,0.998677124,0.001322855,2.09E-08
11824,ENST00000356711.2,MYO16,13,34,109318271,109859184,5577,3.38E-05,6.30E-05,4.66E-06,304,560,10,337.7867148,639.2489758,63.06389457,1.139656448,1.533116732,6.619092199,0.998667246,0.001332754,2.45E-15
6786,ENST00000275493.2,EGFR,7,28,55086970,55273310,3633,1.99E-05,4.20E-05,3.47E-06,238,368,7,231.167233,477.4380998,49.83044443,-0.278602523,2.449776444,6.010282689,0.99866453,0.00133547,2.97E-13
6804,ENST00000275603.4,CCT6A,7,14,56119541,56130778,1596,6.64E-06,1.50E-05,1.28E-06,70,137,0,70.82333029,158.257103,18.95959582,0.060650617,0.826492485,4.313246496,0.998661755,0.001338223,2.15E-08
18043,ENST00000264357.5,GRIA3,X,15,122318387,122616895,2685,1.11E-05,2.64E-05,2.31E-06,79,88,1,91.40955906,209.8085167,23.35298227,0.804655485,4.113225486,4.581988108,0.998653778,0.001346218,4.42E-09
1197,ENST00000334634.4,TRIM46,1,10,155146442,155156666,2280,1.22E-05,2.94E-05,1.76E-06,123,182,1,137.3087012,324.7065895,23.34969836,0.757008336,3.873601568,4.581637953,0.998652125,0.00134787,4.43E-09
16031,ENST00000263269.3,GRIN2D,19,12,48901649,48947194,4011,4.51E-05,7.76E-05,2.43E-06,159,140,1,238.4672481,453.0129434,23.34301659,3.190237738,7.193221508,4.580923641,0.998648757,0.001351238,4.46E-09
7212,ENST00000422774.1,KIAA1549,7,20,138522650,138666015,5853,3.69E-05,7.20E-05,3.80E-06,370,758,5,364.4890213,697.5011969,40.97446767,-0.178952459,-1.120445501,5.56707899,0.99864579,0.00135421,7.52E-12
5382,ENST00000261799.4,PDGFRB,5,22,149495325,149516610,3321,2.02E-05,4.21E-05,2.90E-06,245,373,5,228.6015131,467.0618317,40.96987627,-0.672378856,2.128837725,5.56668063,0.998643466,0.001356534,7.55E-12
17578,ENST00000397821.3,SH3KBP1,X,18,19554534,19905428,1998,1.08E-05,2.10E-05,1.70E-06,95,117,0,88.79793216,166.225653,18.92258626,-0.408023064,1.867494469,4.309034613,0.998643128,0.00135685,2.23E-08
7215,ENST00000473989.3,UBN2,7,18,138916230,138982582,4044,1.90E-05,4.29E-05,2.31E-06,190,429,3,187.503686,429.5207166,32.14954724,-0.113016354,0.012288871,5.092535724,0.998642623,0.001357377,1.85E-10
10094,ENST00000308595.5,ADRBK1,11,21,67034170,67052921,2070,1.39E-05,2.91E-05,2.21E-06,138,170,3,151.3964398,311.7063604,32.12081734,0.674962624,3.925844149,5.089791167,0.998627979,0.00137202,1.90E-10
9732,ENST00000532048.1,CELF1,11,13,47493781,47521075,1539,6.11E-06,1.42E-05,1.28E-06,62,69,0,69.46357852,156.3748055,18.87129799,0.555159877,3.417584491,4.303190795,0.998616885,0.001383092,2.33E-08
4609,ENST00000513000.1,INPP4B,4,23,142949934,143352412,2775,9.96E-06,2.36E-05,2.85E-06,126,264,5,120.1230306,272.1889981,40.90657128,-0.332423793,0.242779518,5.561181756,0.99861101,0.00138899,8.00E-12
1946,ENST00000381341.2,DDX1,2,26,15732057,15771030,2223,7.39E-06,1.80E-05,2.02E-06,90,185,3,89.95159055,205.7728467,32.0794306,-0.003164318,0.708300483,5.085834588,0.998606607,0.001393393,1.97E-10
8693,ENST00000446108.1,RBM17,10,11,6139028,6157519,1206,5.23E-06,1.22E-05,1.33E-06,54,54,0,61.42133345,136.8088647,18.84341405,0.58704527,3.462870787,4.300009764,0.998602405,0.001397571,2.39E-08
1155,ENST00000368655.4,GATAD2B,1,10,153782652,153800823,1782,6.37E-06,1.86E-05,1.68E-06,85,113,1,76.354405,214.7861705,23.23802026,-0.61337711,3.397051976,4.569684525,0.998594716,0.001405279,4.91E-09
9325,ENST00000368648.3,EBF3,10,16,131636192,131762032,1656,1.31E-05,2.39E-05,1.58E-06,111,101,1,147.0202487,263.1183574,23.22907544,1.841649861,4.888472324,4.568725654,0.998590014,0.001409981,4.95E-09
10816,ENST00000261191.7,ASUN,12,16,27058429,27089736,2121,6.68E-06,1.93E-05,2.29E-06,83,133,3,80.76410171,220.9576831,32.04316001,-0.154238448,2.8942482,5.08236535,0.998587604,0.001412396,2.03E-10
4605,ENST00000296543.5,NAA15,4,20,140222931,140309238,2601,8.11E-06,2.10E-05,2.22E-06,104,135,3,93.98039141,232.1944979,32.0228312,-0.640739714,3.119838963,5.080419803,0.99857684,0.00142316,2.07E-10
5003,ENST00000389156.4,FAM169A,5,12,74077284,74137501,2013,6.36E-06,1.63E-05,1.60E-06,84,175,1,77.046616,189.94241,23.20301723,-0.491098543,0.530305252,4.565932721,0.998576225,0.00142377,5.07E-09
14448,ENST00000290341.3,IGF2BP1,17,15,47075107,47126806,1734,9.12E-06,2.04E-05,1.97E-06,87,110,2,108.3387141,232.6410257,27.60815614,1.270941589,3.932864821,4.82780025,0.998573997,0.001426002,1.03E-09
2507,ENST00000357702.5,SAP130,2,21,128699579,128784737,3252,1.46E-05,3.45E-05,2.65E-06,164,251,4,162.7494119,373.797602,36.42488294,-0.060772653,3.106619513,5.321928114,0.998572964,0.001427036,4.22E-11
1598,ENST00000367182.3,MDM4,1,10,204494646,204518810,1473,5.13E-06,1.22E-05,1.33E-06,59,112,0,61.43223097,139.9773406,18.78125047,0.192378243,1.156627299,4.292911542,0.998569578,0.001430397,2.53E-08
15718,ENST00000360535.4,CLIP3,19,13,36507059,36523259,1644,1.22E-05,2.40E-05,1.38E-06,96,118,0,130.4750747,251.9846007,18.77777673,1.871074919,4.128424604,4.292514948,0.998567721,0.001432254,2.54E-08
9895,ENST00000227524.4,PRPF19,11,16,60658637,60673854,1515,7.72E-06,1.66E-05,1.25E-06,77,65,0,84.90069379,175.4109244,18.77586097,0.531568069,4.077557672,4.29229549,0.998566696,0.001433279,2.54E-08
1440,ENST00000367669.3,RFWD2,1,20,175914288,176176114,2196,1.10E-05,2.22E-05,2.60E-06,89,124,4,114.3897175,233.5068923,36.41202201,1.471680614,3.505161873,5.320757182,0.998566093,0.001433906,4.27E-11
17225,ENST00000414183.2,EWSR1,22,18,29664325,29696151,1986,7.62E-06,2.16E-05,2.30E-06,104,167,3,89.68257982,238.3876538,31.98993883,-0.937260287,2.261507141,5.07727059,0.998559249,0.00144075,2.13E-10
14837,ENST00000400556.3,PPP4R1,18,20,9547786,9614482,2853,1.10E-05,2.67E-05,2.69E-06,126,239,4,125.5402536,298.5543271,36.39649011,-0.025435039,1.685846062,5.319341577,0.998557752,0.001442248,4.33E-11
4701,ENST00000514860.1,KLHL2,4,15,166131294,166243212,1794,6.40E-06,1.67E-05,1.62E-06,59,71,1,75.3701002,185.7285773,23.16313022,1.168964355,4.117643538,4.561651923,0.998554857,0.001445138,5.25E-09
8162,ENST00000376896.3,RORB,9,10,77112892,77300534,1380,6.21E-06,1.32E-05,1.36E-06,68,70,0,73.64505755,151.4331256,18.74799372,0.407799061,3.236733968,4.289108667,0.998551701,0.001448273,2.61E-08
15804,ENST00000314471.6,SAMD4B,19,12,39847533,39874167,2085,1.10E-05,2.51E-05,1.73E-06,116,158,1,121.8269763,270.3469132,23.15664677,0.327282436,3.342080151,4.560955995,0.998551353,0.001448641,5.28E-09
10297,ENST00000282441.5,YAP1,11,9,101981579,102100671,1515,8.07E-06,1.68E-05,1.44E-06,59,113,0,83.57722618,175.8484655,18.74079093,1.666626964,2.318152611,4.288284991,0.9985478,0.001452174,2.63E-08
1233,ENST00000348159.4,MEF2D,1,11,156437436,156453084,1566,9.69E-06,1.94E-05,1.38E-06,102,134,0,102.1056381,201.5147471,18.73948906,0.006478711,2.326276936,4.288136255,0.998547093,0.00145288,2.63E-08
8235,ENST00000375754.4,SYK,9,13,93606180,93657882,1908,1.02E-05,2.08E-05,1.66E-06,101,151,1,112.6250739,225.3016457,23.13585091,0.679091826,2.421210057,4.558722282,0.998540059,0.001459936,5.39E-09
16641,ENST00000299824.1,PPP1R16B,20,10,37464568,37547309,1704,9.82E-06,2.10E-05,1.36E-06,89,138,0,108.8339583,228.0309822,18.72084298,1.178629972,2.91616157,4.286001894,0.99853694,0.001463033,2.68E-08
7084,ENST00000437633.1,DOCK4,7,52,111368329,111846193,5901,2.46E-05,6.03E-05,6.30E-06,263,528,13,250.7830442,586.6992605,76.03991854,-0.478261013,1.185336283,7.161179073,0.998535733,0.001464267,2.56E-17
10637,ENST00000356654.4,ATN1,12,9,7043164,7050943,3573,2.00E-05,4.27E-05,2.33E-06,167,343,2,213.9308887,448.3041548,27.53245627,1.989168144,2.432628283,4.820141822,0.998533107,0.001466892,1.10E-09
10295,ENST00000524717.1,MAML2,11,5,95712111,96075059,3471,1.32E-05,3.04E-05,2.60E-06,146,347,2,129.2745074,300.3287202,27.5179054,-0.911952397,-1.317249166,4.818668748,0.998525114,0.001474885,1.12E-09
4930,ENST00000505374.1,DDX4,5,21,55034791,55112368,2175,6.67E-06,1.94E-05,2.50E-06,80,187,4,83.18816467,225.8085765,36.32014258,0.216699926,1.263206056,5.312380726,0.998516038,0.001483962,4.64E-11
611,ENST00000447887.1,OSBPL9,1,24,52082782,52253461,2241,7.93E-06,1.96E-05,2.18E-06,89,166,3,92.07011196,213.7193907,31.90950043,0.198355426,1.596575708,5.0695603,0.998515313,0.001484687,2.30E-10
13404,ENST00000436909.3,PAPD5,16,13,50186863,50263239,2097,1.38E-05,2.62E-05,1.69E-06,62,66,0,65.83450046,140.8649713,18.66559677,0.292975601,3.085273819,4.279673822,0.998506441,0.001493531,2.81E-08
3128,ENST00000273221.4,IQSEC1,3,14,12940888,13008951,2892,2.06E-05,4.33E-05,2.16E-06,214,332,2,225.3380438,471.4962559,27.48383161,0.468240186,3.142244732,4.815215899,0.998506227,0.001493772,1.15E-09
14382,ENST00000592782.1,NMT1,17,12,43138697,43183007,1491,7.32E-06,1.63E-05,1.66E-06,73,92,1,84.17660657,182.2958402,23.06429662,0.755203124,3.271113873,4.551029336,0.998500521,0.001499474,5.75E-09
17520,ENST00000217964.7,TBL1X,X,15,9621626,9684286,1734,1.15E-05,2.15E-05,2.10E-06,90,83,0,80.69077206,145.5816108,18.65461454,-0.642467551,2.536938112,4.278413736,0.998500303,0.001499669,2.84E-08
3733,ENST00000314797.6,COPG1,3,24,128968552,128996267,2625,1.20E-05,2.91E-05,2.05E-06,137,267,3,142.0002886,330.8686569,31.88079919,0.260136265,1.717420672,5.066806202,0.998499314,0.001500686,2.36E-10
13892,ENST00000311403.4,ZBTB4,17,2,7365258,7370120,3042,1.67E-05,3.80E-05,1.65E-06,198,307,0,179.9010867,410.2359694,18.63664227,-0.836536236,2.493048722,4.276352539,0.998490203,0.001509768,2.89E-08
6502,ENST00000539869.2,PDE10A,6,22,165746513,166075501,2370,9.12E-06,2.35E-05,2.13E-06,106,141,3,108.539226,267.2190983,31.85599833,0.151096034,3.776659077,5.064425533,0.998485351,0.001514649,2.41E-10
2548,ENST00000264156.2,MCM6,2,17,136598404,136633935,2466,9.46E-06,2.47E-05,2.24E-06,100,270,3,110.9448235,279.5991492,31.85011551,0.644174943,0.280788355,5.06386071,0.99848202,0.00151798,2.42E-10
4281,ENST00000309964.4,CLOCK,4,20,56301581,56348952,2541,7.87E-06,2.11E-05,2.61E-06,101,201,4,94.06527191,238.3218277,36.25527267,-0.443265959,1.182489143,5.306459321,0.998479651,0.001520349,4.93E-11
16220,ENST00000376531.3,TTYH1,19,13,54926726,54947546,1383,8.68E-06,1.67E-05,1.45E-06,89,133,0,87.14610761,162.9872465,18.54900353,-0.123114565,1.14888253,4.266285779,0.998439974,0.001559995,3.13E-08
17571,ENST00000251900.4,SCML2,X,14,18259370,18352191,2103,7.10E-06,1.84E-05,1.76E-06,47,95,0,59.51215278,146.5651648,18.53885088,1.005491961,2.083328347,4.265118365,0.998434048,0.00156592,3.16E-08
5490,ENST00000296953.2,CREBRF,5,8,172507778,172560748,1920,6.29E-06,1.55E-05,1.35E-06,68,119,0,74.26752185,178.5017677,18.4915421,0.450864175,2.178337791,4.259672729,0.998406138,0.001593829,3.30E-08
12370,ENST00000560371.1,TRAF3,14,10,103336538,103372121,1707,9.52E-06,2.06E-05,1.36E-06,105,115,0,107.2555216,228.4037885,18.49075292,0.135015157,3.670222626,4.259581737,0.998405669,0.001594298,3.30E-08
3761,ENST00000398015.3,EPHB1,3,16,134514473,134977962,2955,1.45E-05,3.48E-05,1.90E-06,177,288,2,163.9831234,386.1923555,27.29758795,-0.630169562,2.443951073,4.796303546,0.998398641,0.001601358,1.37E-09
16237,ENST00000326764.5,LENG8,19,15,54962521,54972108,2403,1.57E-05,3.35E-05,2.80E-06,196,297,4,169.4311593,356.8087798,36.11066432,-1.265390969,1.548687695,5.293236143,0.998395296,0.001604704,5.62E-11
11202,ENST00000426126.2,ZDHHC17,12,17,77158016,77244765,1899,6.81E-06,1.72E-05,1.86E-06,66,126,1,66.27472158,160.8574767,22.88155388,0.020920196,1.344287132,4.531324083,0.998394624,0.001605369,6.79E-09
10664,ENST00000162391.3,FOXJ2,12,10,8192428,8205446,1725,6.45E-06,1.65E-05,1.68E-06,97,178,1,75.9621699,186.9678762,22.88153337,-1.496413902,0.320792123,4.531321918,0.998394612,0.001605382,6.79E-09
17558,ENST00000307771.7,ZRSR2,X,11,15808618,15841365,1449,6.00E-06,1.68E-05,2.11E-06,46,93,0,44.70705612,120.8933177,18.45116426,-0.119878085,1.240838418,4.255019261,0.998381925,0.001618041,3.42E-08
6634,ENST00000441542.2,HDAC9,7,25,18535925,19035685,3210,1.22E-05,2.96E-05,3.33E-06,150,260,5,124.1078675,290.6233571,40.48654368,-1.440844202,0.878627048,5.524564189,0.998375125,0.001624875,1.17E-11
4785,ENST00000230859.6,PAPD7,5,12,6737656,6755058,1629,9.23E-06,1.87E-05,1.20E-06,106,142,0,107.410632,211.8278611,18.43007728,0.0843781,2.346679807,4.252587938,0.998369134,0.001630831,3.49E-08
16482,ENST00000378429.3,PAK7,20,8,9520108,9624976,2160,1.10E-05,2.20E-05,1.33E-06,108,222,0,128.305038,252.7765316,18.42095061,1.111298274,0.946819831,4.251534472,0.998363567,0.001636398,3.52E-08
