Node1,Node2,Mean,INT
KCTD12,PIGA,0.497584964,Correlation
KCTD12,PROSER1,0.54653913,Correlation
KCTD12,PUM2,0.670207526,Correlation
KCTD12,RAB27A,0.457419714,Correlation
KCTD12,RAP1A,0.525596958,Correlation
KCTD12,RFX7,0.66431223,Correlation
KCTD12,SAT1,0.67537752,Correlation
KCTD12,SF3A1,0.635993274,Correlation
KCTD12,SH2B3,0.708347815,Correlation
KCTD12,SMNDC1,0.400655574,Correlation
KCTD12,SRSF4,0.453068441,Correlation
KCTD12,STRN3,0.457932051,Correlation
KCTD12,TMX1,0.461291233,Correlation
KCTD12,TNFAIP3,0.378888286,Correlation
KCTD12,TPP1,0.591871501,Correlation
KCTD12,ZBTB5,0.442627426,Correlation
KCTD12,ZCCHC6,0.542397246,Correlation
KIAA0141,AKR1C1,0.575096962,Correlation
KIAA0141,ALDOA,0.613643791,Correlation
KIAA0141,DOLPP1,0.444153559,Correlation
KIAA0141,FLNC,0.577949257,Correlation
KIAA0141,SAV1,0.46231685,Correlation
KLF6,CCDC90B,0.464489449,Correlation
KLF6,CDIPT,0.358585207,Correlation
KLF6,CENPU,0.35747932,Correlation
KLF6,DIDO1,0.485961179,Correlation
KLF6,GSAP,0.213923671,Correlation
KLF6,PIGA,0.588257559,Correlation
KLF6,POT1,0.429356218,Correlation
KLF6,SAMM50,0.391330672,Correlation
KLF6,SH2B3,0.419860072,Correlation
KLF6,SPOCK1,0.423476229,Correlation
KLF6,TMEM165,0.257567521,Correlation
KLF6,TRIM5,0.432641421,Correlation
KLF6,UPF3B,0.474031408,Correlation
KLF6,ZCCHC8,0.360587535,Correlation
KRIT1,CENPU,0.452950083,Correlation
KRIT1,CLCN6,0.483901838,Correlation
KRIT1,HEXB,0.404083645,Correlation
KRIT1,HNMT,0.194463935,Correlation
KRIT1,NAA50,0.286659293,Correlation
KRIT1,NBR1,0.291795814,Correlation
KRIT1,NCOA6,0.489538657,Correlation
KRIT1,SAV1,0.361730952,Correlation
KRIT1,SEPT6,0.445382105,Correlation
KRIT1,SSBP3,0.407765029,Correlation
KRIT1,STX2,0.457610608,Correlation
KRIT1,TGOLN2,0.501148706,Correlation
KRIT1,TMEM38B,0.41932923,Correlation
KRIT1,U2SURP,0.325517259,Correlation
KRIT1,UBXN7,0.197439149,Correlation
KRIT1,UNC13B,0.390129907,Correlation
KRIT1,ZCCHC10,0.280295195,Correlation
LAPTM5,ANKRD10,0.324022907,Correlation
LAPTM5,ARMC1,0.419027868,Correlation
LAPTM5,CDIPT,0.367063279,Correlation
LAPTM5,CMTM6,0.461753035,Correlation
LAPTM5,CRISPLD2,0.506252516,Correlation
LAPTM5,ESRRG,0.448218775,Correlation
LAPTM5,GIN1,0.32536012,Correlation
LAPTM5,HABP4,0.426383018,Correlation
LAPTM5,HEATR3,0.521078296,Correlation
LAPTM5,HLA-B,0.461810493,Correlation
LAPTM5,HNRNPA2B1,0.404284278,Correlation
LAPTM5,ICE1,0.427367182,Correlation
LAPTM5,IFRD1,0.5306597,Correlation
LAPTM5,LPCAT4,0.28245653,Correlation
LAPTM5,MAN2A1,0.49439327,Correlation
LAPTM5,MAP3K7,0.358935754,Correlation
LAPTM5,MAP4K3,0.46188585,Correlation
LAPTM5,NBR1,0.234659642,Correlation
LAPTM5,NCOA6,0.24524017,Correlation
LAPTM5,PDE4B,0.371784098,Correlation
LAPTM5,POT1,0.392898441,Correlation
LAPTM5,RAB27A,0.456033183,Correlation
LAPTM5,SAMM50,0.393935395,Correlation
LAPTM5,STRN3,0.232264143,Correlation
LAPTM5,TCEAL1,0.430710874,Correlation
LAPTM5,UBXN7,0.26509363,Correlation
LAPTM5,YY1AP1,0.307034674,Correlation
LIMA1,ATM,0.226305569,Correlation
LIMA1,OGT,0.323422251,Correlation
LIMA1,PDE4A,0.491267148,Correlation
LIMA1,SMNDC1,0.451857867,Correlation
LIMA1,TMOD2,0.436730028,Correlation
LIMA1,UPF3B,0.503240944,Correlation
LPCAT4,CCDC90B,0.488093626,Correlation
LPCAT4,CYP2E1,0.448394924,Correlation
LPCAT4,NCOA6,0.415115511,Correlation
LPCAT4,SMNDC1,0.437247979,Correlation
LPL,ABI1,0.380141918,Correlation
LPL,CEP57,0.406193565,Correlation
LPL,DDX21,0.454092754,Correlation
LPL,DIDO1,0.40186587,Correlation
LPL,EIF1B,0.485495075,Correlation
LPL,ESRRG,0.465866092,Correlation
LPL,GIN1,0.496832265,Correlation
LPL,GSAP,0.344256153,Correlation
LPL,KCTD12,0.560324372,Correlation
LPL,N4BP2L2,0.405647066,Correlation
LPL,RAP1B,0.400186006,Correlation
LPL,STX16,0.465939066,Correlation
LPL,TGOLN2,0.367272592,Correlation
LPL,ZFX,0.401116022,Correlation
LPP,ADNP,0.46874596,Correlation
LPP,LIMA1,0.596493213,Correlation
LPP,PNN,0.337174998,Correlation
LPP,SAMM50,0.467494434,Correlation
LPP,SLC26A2,0.509498671,Correlation
LPP,SLC35A3,0.407410891,Correlation
LPP,STX16,0.421208612,Correlation
LPP,SUN1,0.452733786,Correlation
LPP,ZFX,0.449105236,Correlation
LRBA,AHR,0.493021614,Correlation
LRBA,ANKRD10,0.352134492,Correlation
LRBA,BCLAF1,0.297867769,Correlation
LRBA,CHD1,0.333579917,Correlation
LRRC14,EIF1B,0.421360339,Correlation
LRRC14,PDE4A,0.392394778,Correlation
LRRC14,TMOD2,0.469470093,Correlation
LRRC14,ZCCHC10,0.488038677,Correlation
LYN,ABCA8,0.336531525,Correlation
LYN,ABI1,0.384822291,Correlation
LYN,C6orf120,0.552345992,Correlation
LYN,CHD1,0.347858281,Correlation
LYN,FLNC,0.575945314,Correlation
LYN,GNB5,0.2841576,Correlation
LYN,HIPK1,0.413808185,Correlation
LYN,IFRD1,0.391740867,Correlation
LYN,KAT6A,0.435897442,Correlation
LYN,KIAA0141,0.28701244,Correlation
LYN,MCMBP,0.435056051,Correlation
LYN,PRPSAP1,0.328688801,Correlation
LYN,SNX11,0.390110266,Correlation
LYN,SRSF10,0.51890705,Correlation
LYN,TBC1D2B,0.63710395,Correlation
LYN,VCAN,0.453480519,Correlation
LYN,ZCCHC8,0.557286033,Correlation
MAN2A1,LIMA1,0.332249695,Correlation
MAN2A1,MAP4K5,0.4942578,Correlation
MAN2A1,MGST3,0.56047637,Correlation
MAN2A1,RIT1,0.368613984,Correlation
MAN2A1,SLC26A2,0.430339187,Correlation
MAN2A1,TXN2,0.314356317,Correlation
MAN2A1,ZCCHC8,0.466321913,Correlation
MAP3K7,CYP2E1,0.564656504,Correlation
MAP3K7,GIPC1,0.422620843,Correlation
MAP3K7,PDE4A,0.532800941,Correlation
MAP3K7,SMNDC1,0.349134461,Correlation
MAP3K7,TMOD2,0.517454866,Correlation
MAP3K7,TRIM5,0.450903514,Correlation
MAP4K3,AKR1C1,0.22573554,Correlation
MAP4K3,ALDOA,0.436122389,Correlation
MAP4K3,ANXA1,0.338407119,Correlation
MAP4K3,CREG1,0.230982486,Correlation
MAP4K3,DENND4A,0.345806012,Correlation
MAP4K3,MED8,0.561492229,Correlation
MAP4K3,REL,0.377307256,Correlation
MAP4K3,SEPT6,0.393720828,Correlation
MAP4K3,SORBS1,0.410467749,Correlation
MAP4K3,WSB1,0.480366141,Correlation
MAP4K5,C6orf120,0.357940651,Correlation
MAP4K5,CEP170B,0.388017173,Correlation
MAP4K5,CPSF6,0.456050105,Correlation
MAP4K5,DIDO1,0.588744047,Correlation
MAP4K5,HNMT,0.478658495,Correlation
MAP4K5,METTL9,0.343777557,Correlation
MAP4K5,POT1,0.535252038,Correlation
MAP4K5,PPP1R12B,0.461215275,Correlation
MAP4K5,SLC35A3,0.409891949,Correlation
MAP4K5,UCHL1,0.627974757,Correlation
MAP4K5,WSB1,0.466666757,Correlation
MARK3,CPOX,0.43925652,Correlation
MARK3,GIPC1,0.392469793,Correlation
MARK3,LPCAT4,0.593410531,Correlation
MARK3,NAA50,0.523649759,Correlation
MARK3,SSBP3,0.394303329,Correlation
MARK3,TXN2,0.626713658,Correlation
MARK4,SMNDC1,0.430181925,Correlation
MCMBP,ABI1,0.536338344,Correlation
MCMBP,CRISPLD2,0.50803659,Correlation
MCMBP,ESRRG,0.373736486,Correlation
MCMBP,HNRNPA2B1,0.388292708,Correlation
MCMBP,KATNBL1,0.533528104,Correlation
MCMBP,MUS81,0.530690594,Correlation
MCMBP,PDE4A,0.364479806,Correlation
MCMBP,PNN,0.384893062,Correlation
MCMBP,PROSER1,0.462049653,Correlation
MCMBP,RAP1A,0.443583967,Correlation
MCMBP,RBM5,0.580394237,Correlation
MCMBP,REL,0.414975964,Correlation
MCMBP,RPS6KA2,0.436432327,Correlation
MCMBP,SNAPC3,0.517719487,Correlation
MCMBP,SPEN,0.573279354,Correlation
MED14,DENND4A,0.535130719,Correlation
MED14,ENPP2,0.50231153,Correlation
MED14,MARK4,0.532665374,Correlation
MED14,MUS81,0.396954195,Correlation
MED14,OGT,0.448907332,Correlation
METTL9,BCLAF1,0.319484219,Correlation
METTL9,CLCN6,0.294281046,Correlation
METTL9,POT1,0.274560978,Correlation
METTL9,TCEAL1,0.305145263,Correlation
MFN1,ADAMTS1,0.371524009,Correlation
MFN1,AUH,0.3409772,Correlation
MFN1,CLCN6,0.455873375,Correlation
MFN1,CLIC4,0.280300582,Correlation
MFN1,CMTM6,0.362426381,Correlation
MFN1,CPSF6,0.306789126,Correlation
MFN1,CRLF3,0.193663363,Correlation
MFN1,HABP4,0.473709791,Correlation
MFN1,LAPTM5,0.328083028,Correlation
MFN1,LRBA,0.374580181,Correlation
MFN1,MON2,0.285166398,Correlation
MFN1,PDE4B,0.356641888,Correlation
MFN1,PLSCR1,0.298019639,Correlation
MFN1,POT1,0.336407383,Correlation
MFN1,PTPRA,0.323403018,Correlation
MFN1,RPRD1A,0.23885567,Correlation
MGST3,NCOA6,0.364003925,Correlation
MGST3,SEPT6,0.385311176,Correlation
MGST3,TXN2,0.407416685,Correlation
MLH3,CEBPZ,0.479548211,Correlation
MLH3,DHX29,0.342098506,Correlation
MLH3,GDI1,0.495309266,Correlation
MLH3,HCLS1,0.393781142,Correlation
MLH3,KIAA0141,0.372308411,Correlation
MLH3,MARK4,0.448598542,Correlation
MLH3,NUP43,0.612274653,Correlation
MLH3,PLEKHA2,0.445920994,Correlation
MLH3,R3HCC1,0.370871939,Correlation
MLH3,SCAF11,0.437554688,Correlation
MLH3,TBC1D2B,0.284021044,Correlation
MLH3,TXN2,0.404796021,Correlation
MON2,AKR1B1,0.439018585,Correlation
MON2,MUS81,0.48801062,Correlation
MON2,TCF12,0.349401597,Correlation
MON2,TPP1,0.396070778,Correlation
MON2,TRIM5,0.240527218,Correlation
MON2,USP3,0.288657576,Correlation
MUS81,ATP8B1,0.312974934,Correlation
MUS81,DENND4A,0.577371077,Correlation
MUS81,RBM12,0.331092965,Correlation
MYOF,ERBB4,0.475758722,Correlation
MYOF,FAM65B,0.411930232,Correlation
MYOF,MED8,0.5853013,Correlation
MYOF,TNFAIP3,0.471869389,Correlation
N4BP2L2,ATP8B1,0.390434892,Correlation
N4BP2L2,DOLPP1,0.514877361,Correlation
N4BP2L2,ERBB4,0.548051553,Correlation
N4BP2L2,ITPR2,0.285890996,Correlation
N4BP2L2,LPCAT4,0.413204853,Correlation
N4BP2L2,MFN1,0.332337679,Correlation
N4BP2L2,NAA50,0.586170899,Correlation
N4BP2L2,SORBS1,0.541508422,Correlation
N4BP2L2,TNFAIP3,0.622155785,Correlation
NAA50,AHR,0.392128794,Correlation
NAA50,METTL9,0.43796105,Correlation
NBPF1,MARK4,0.359193421,Correlation
NBPF1,RCN2,0.447895568,Correlation
NBPF1,RFX7,0.310702904,Correlation
NBPF1,UCHL1,0.299227896,Correlation
NBR1,BCLAF1,0.499282878,Correlation
NBR1,CXorf56,0.305653008,Correlation
NBR1,FHL1,0.361539877,Correlation
NBR1,UCHL1,0.462935218,Correlation
NBR1,USP3,0.430355837,Correlation
NDEL1,AKR1C1,0.399668061,Correlation
NDEL1,CREG1,0.471729766,Correlation
NDEL1,DHX29,0.560678827,Correlation
NDEL1,GDI1,0.623850574,Correlation
NDEL1,GSAP,0.305139747,Correlation
NDEL1,HNMT,0.389356857,Correlation
NDEL1,RCN2,0.312586473,Correlation
NEK1,ALDOA,0.409036307,Correlation
NEK1,DEDD,0.292502222,Correlation
NEK1,RBM12,0.185922711,Correlation
NEK1,TMOD2,0.169273211,Correlation
NEK4,AKR1B1,0.199947928,Correlation
NEK4,BCLAF1,0.39669492,Correlation
NEK4,CBLB,0.272372161,Correlation
NEK4,CLCN6,0.480383179,Correlation
NEK4,CYP2E1,0.436129067,Correlation
NEK4,DEDD,0.56696575,Correlation
NEK4,DENND4A,0.427639517,Correlation
NEK4,DERL1,0.534054521,Correlation
NEK4,EIF1B,0.538276309,Correlation
NEK4,FAM65B,0.458138123,Correlation
NEK4,HEATR3,0.238083819,Correlation
NEK4,HLA-B,0.517594987,Correlation
NEK4,HNRNPA2B1,0.430315844,Correlation
NEK4,JMJD1C,0.37359136,Correlation
NEK4,MARK4,0.407135675,Correlation
NEK4,NCOA6,0.579346473,Correlation
NEK4,NEK1,0.277451878,Correlation
NEK4,PDE4B,0.375978597,Correlation
NEK4,PPFIA1,0.355302377,Correlation
NEK4,PROSER1,0.474254954,Correlation
NEK4,RSAD1,0.522139716,Correlation
NEK4,SH3GLB1,0.493959635,Correlation
NEK4,SNAPC3,0.464186783,Correlation
NEK4,SSBP3,0.44000395,Correlation
NEK4,TRIM5,0.492362967,Correlation
NEK4,TWIST1,0.36318494,Correlation
NEK4,ZCCHC6,0.384079401,Correlation
NEK4,ZNF12,0.555577304,Correlation
NSMAF,AHR,0.267575782,Correlation
NSMAF,AKR1C1,0.391132597,Correlation
NSMAF,ALDOA,0.430316919,Correlation
NSMAF,ANKRD27,0.273471583,Correlation
NSMAF,CDH22,0.447249773,Correlation
NSMAF,CENPU,0.419430849,Correlation
NSMAF,CHD1,0.375699364,Correlation
NSMAF,CPSF7,0.352281005,Correlation
NSMAF,HCFC2,0.338885981,Correlation
NSMAF,HEXB,0.391708863,Correlation
NSMAF,ITGA6,0.401654773,Correlation
NSMAF,LPCAT4,0.368372967,Correlation
NSMAF,LRRC14,0.501557578,Correlation
NSMAF,MAP3K7,0.431943606,Correlation
NSMAF,MARK4,0.481572934,Correlation
NSMAF,MED14,0.234170821,Correlation
NSMAF,PPP1R11,0.407258868,Correlation
NSMAF,PRR11,0.479761379,Correlation
NSMAF,RSAD1,0.370395165,Correlation
NSMAF,SAMM50,0.57853505,Correlation
NSMAF,SLC12A5,0.434142501,Correlation
NSMAF,TGOLN2,0.465728757,Correlation
NSMAF,THUMPD2,0.473579656,Correlation
NSMAF,TMCO1,0.620911814,Correlation
NSMAF,TRIT1,0.459358016,Correlation
NSMAF,YY1AP1,0.431292645,Correlation
NSMAF,ZBTB5,0.483078479,Correlation
NSMAF,ZBTB7A,0.379254459,Correlation
NSMAF,ZCCHC10,0.440158852,Correlation
NSMAF,ZCCHC6,0.515336858,Correlation
NSMAF,ZNF83,0.452877942,Correlation
NUP43,ABI1,0.304262731,Correlation
NUP43,ADNP,0.460849853,Correlation
NUP43,AGO3,0.527361201,Correlation
NUP43,ANKRD27,0.476203045,Correlation
NUP43,AUH,0.303117828,Correlation
NUP43,BCLAF1,0.47096199,Correlation
NUP43,C6orf120,0.410947719,Correlation
NUP43,CHD1,0.410563456,Correlation
NUP43,DEDD,0.325497009,Correlation
NUP43,DHX29,0.547655857,Correlation
NUP43,ENPP2,0.509239951,Correlation
NUP43,FAM65B,0.321488509,Correlation
NUP43,HEATR3,0.466017987,Correlation
NUP43,HEXB,0.319179498,Correlation
NUP43,IFRD1,0.311069813,Correlation
NUP43,ITGA6,0.349187496,Correlation
NUP43,KLF6,0.410364146,Correlation
NUP43,LPCAT4,0.399302594,Correlation
NUP43,MAP4K5,0.433927693,Correlation
NUP43,MARK4,0.488407671,Correlation
NUP43,NBR1,0.450278349,Correlation
NUP43,OAT,0.44129498,Correlation
NUP43,PRR11,0.518849206,Correlation
NUP43,R3HCC1,0.559385549,Correlation
NUP43,RPRD1A,0.585967464,Correlation
NUP43,SMNDC1,0.50761617,Correlation
NUP43,SRSF10,0.493763458,Correlation
NUP43,SSBP3,0.503760863,Correlation
NUP43,TCEAL1,0.57515891,Correlation
NUP43,TXN2,0.724995964,Correlation
NUP43,UNC13B,0.26888145,Correlation
NUP43,WASF1,0.592737736,Correlation
OAT,CYP2E1,0.549033973,Correlation
OAT,DENND4A,0.443624758,Correlation
OAT,EIF1B,0.466435036,Correlation
OAT,EIF3E,0.387648957,Correlation
OAT,FOXN3,0.515086547,Correlation
OAT,GDI1,0.531983987,Correlation
OAT,GSAP,0.577627311,Correlation
OAT,HEATR3,0.265646055,Correlation
OAT,MAP3K7,0.495787546,Correlation
OAT,NBPF1,0.487904906,Correlation
OAT,POT1,0.331467715,Correlation
OAT,PROSER1,0.386402242,Correlation
OAT,RIT1,0.446984307,Correlation
OAT,RSAD1,0.423075399,Correlation
OAT,SLC35A3,0.513700301,Correlation
OAT,SRSF10,0.420404271,Correlation
OGT,CBLB,0.430275573,Correlation
OGT,FOXN3,0.414357726,Correlation
OGT,LRCH3,0.364873337,Correlation
OGT,SMNDC1,0.24936302,Correlation
PABPC1,ABCA8,0.221934928,Correlation
PABPC1,ANKRD28,0.541480823,Correlation
PABPC1,CARD8,0.355255692,Correlation
PABPC1,CRISPLD2,0.359305645,Correlation
PABPC1,DOLPP1,0.519925663,Correlation
PABPC1,EPS8,0.328193457,Correlation
PABPC1,ITGA6,0.44675088,Correlation
PABPC1,ITPR2,0.511828449,Correlation
PABPC1,MCMBP,0.363304754,Correlation
PABPC1,MFN1,0.342630007,Correlation
PABPC1,MON2,0.235895815,Correlation
PABPC1,N4BP2L2,0.531713711,Correlation
PABPC1,PNN,0.431214537,Correlation
PABPC1,PUM2,0.466157617,Correlation
PABPC1,ROCK1,0.250872604,Correlation
PABPC1,SH2B3,0.220381742,Correlation
PABPC1,STX2,0.38701968,Correlation
PABPC1,ZFX,0.234515001,Correlation
PALLD,AASS,0.473792739,Correlation
PALLD,ADNP,0.439604432,Correlation
PALLD,ANKRD10,0.390806815,Correlation
PALLD,ASXL2,0.432043202,Correlation
PALLD,CBLB,0.367688041,Correlation
PALLD,ERBB4,0.355441232,Correlation
PALLD,KATNBL1,0.406896861,Correlation
PALLD,LIMA1,0.548610213,Correlation
PALLD,LRRC14,0.353378403,Correlation
PALLD,MYOF,0.455788084,Correlation
PALLD,OAT,0.468328485,Correlation
PALLD,SAT1,0.610885765,Correlation
PALLD,SH2B3,0.323858005,Correlation
PALLD,SOCS2,0.359009373,Correlation
PALLD,THUMPD2,0.318116632,Correlation
PALLD,TMED10,0.442478539,Correlation
PALLD,TMOD2,0.544980125,Correlation
PALLD,TPP1,0.411201788,Correlation
PALLD,WASF1,0.496301982,Correlation
PALLD,WDR11,0.587806148,Correlation
PALLD,ZBTB5,0.576039057,Correlation
PAPOLA,ANXA1,0.386502317,Correlation
PAPOLA,ATM,0.514545106,Correlation
PAPOLA,BTG1,0.357021655,Correlation
PAPOLA,CBLB,0.596298986,Correlation
PAPOLA,CDH11,0.492664117,Correlation
PAPOLA,CMTM6,0.516675645,Correlation
PAPOLA,CPSF6,0.454479997,Correlation
PAPOLA,CREG1,0.476936603,Correlation
PAPOLA,CXorf56,0.426982331,Correlation
PAPOLA,DERL1,0.553876537,Correlation
PAPOLA,HCFC2,0.686813187,Correlation
PAPOLA,HCLS1,0.445460432,Correlation
PAPOLA,HEXB,0.427032042,Correlation
PAPOLA,JMJD1C,0.475899591,Correlation
PAPOLA,LAPTM5,0.464129498,Correlation
PAPOLA,MUS81,0.514840552,Correlation
PAPOLA,NEK1,0.486427135,Correlation
PAPOLA,NUP43,0.433140307,Correlation
PAPOLA,POT1,0.511084177,Correlation
PAPOLA,PPP4R2,0.563507326,Correlation
PAPOLA,PRR11,0.493300654,Correlation
PAPOLA,R3HCC1,0.349191991,Correlation
PAPOLA,RAP1B,0.542439778,Correlation
PAPOLA,RIT1,0.513663542,Correlation
PAPOLA,SENP7,0.51944624,Correlation
PAPOLA,SRSF10,0.391054817,Correlation
PAPOLA,TRIT1,0.24849319,Correlation
PAPOLA,UPF3B,0.473869306,Correlation
PAPOLA,ZNF573,0.323617163,Correlation
PAPOLA,ZNF83,0.314012785,Correlation
PCDH17,ABI1,0.461621956,Correlation
PCDH17,AKR1B1,0.293613984,Correlation
PCDH17,ARMC1,0.439984199,Correlation
PCDH17,IMPDH1,0.350141852,Correlation
PCDH17,RANGRF,0.352816383,Correlation
PCDH17,SLC35A3,0.274899137,Correlation
PCDH17,STX16,0.428058788,Correlation
PCDH17,SUN1,0.43467823,Correlation
PCDH17,TMEM38B,0.360191291,Correlation
PCDH17,TRIT1,0.4236088,Correlation
PCDH17,WSB1,0.319657222,Correlation
PCDH17,YY1AP1,0.456378619,Correlation
PCDH17,ZBTB7A,0.514476228,Correlation
PCDH17,ZCCHC10,0.481200172,Correlation
PCDH17,ZCCHC8,0.513870933,Correlation
PCDH17,ZFC3H1,0.526393441,Correlation
PCNA,ABCA8,0.324247086,Correlation
PCNA,AHR,0.474585736,Correlation
PCNA,ASXL2,0.298758376,Correlation
PCNA,CDH22,0.557178585,Correlation
PCNA,CDIPT,0.464863808,Correlation
PCNA,CEBPZ,0.370220197,Correlation
PCNA,CHD1,0.538380066,Correlation
PCNA,CLCN6,0.242156378,Correlation
PCNA,CRISPLD2,0.506184839,Correlation
PCNA,CRLF3,0.404254922,Correlation
PCNA,DENND4A,0.489945277,Correlation
PCNA,DERL1,0.390996522,Correlation
PCNA,DIDO1,0.53894133,Correlation
PCNA,EIF1B,0.459133372,Correlation
PCNA,GDI1,0.358229373,Correlation
PCNA,GIN1,0.353737694,Correlation
PCNA,HIPK1,0.357988656,Correlation
PCNA,HNMT,0.429749189,Correlation
PCNA,JMJD1C,0.378663094,Correlation
PCNA,KCTD12,0.27167593,Correlation
PCNA,LPCAT4,0.359764429,Correlation
PCNA,MAP3K7,0.360437216,Correlation
PCNA,MAP4K5,0.433483049,Correlation
PCNA,METTL9,0.379089315,Correlation
PCNA,NBR1,0.441939618,Correlation
PCNA,NCOA6,0.489471194,Correlation
PCNA,OAT,0.430798535,Correlation
PCNA,PALLD,0.327441189,Correlation
PCNA,PDE4A,0.392789078,Correlation
PCNA,PLSCR1,0.352295683,Correlation
PCNA,RBM5,0.439620107,Correlation
PCNA,RIT1,0.497221351,Correlation
PCNA,SMNDC1,0.519775569,Correlation
PCNA,SNX11,0.535754222,Correlation
PCNA,SSBP3,0.328339965,Correlation
PCNA,UPF3B,0.622125776,Correlation
PCNA,WASF1,0.353491454,Correlation
PCNA,WDR11,0.51486115,Correlation
PCNA,ZCCHC6,0.552811643,Correlation
PCNA,ZNF12,0.559602707,Correlation
PDE4A,ATM,0.539428981,Correlation
PDE4A,CCDC90B,0.472639465,Correlation
PDE4A,CLCN6,0.584297565,Correlation
PDE4A,DENND4A,0.421183674,Correlation
PDE4A,POT1,0.427854988,Correlation
PDE4A,RFX7,0.44756847,Correlation
PDE4A,SAV1,0.330156935,Correlation
PDE4A,SMNDC1,0.542592313,Correlation
PDE4A,TGOLN2,0.426353979,Correlation
PDE4B,AHR,0.436818574,Correlation
PDE4B,CHD1,0.474714501,Correlation
PDE4B,DOLPP1,0.392928966,Correlation
PDE4B,HLA-B,0.444110465,Correlation
PDE4B,LRCH3,0.313894935,Correlation
PDE4B,SOCS2,0.517713496,Correlation
PDE4B,SRSF10,0.29101169,Correlation
PDE4B,TMEM165,0.416067837,Correlation
PDE4B,TMOD2,0.528947631,Correlation
PDE4B,TRIM5,0.311682012,Correlation
PDE4B,UPF3B,0.362157024,Correlation
PDE4B,ZFX,0.564569466,Correlation
PHF3,ABI1,0.589552359,Correlation
PHF3,CPOX,0.533533154,Correlation
PHF3,CPSF7,0.367196366,Correlation
PHF3,DEDD,0.399112531,Correlation
PHF3,HNMT,0.380050488,Correlation
PHF3,ICE1,0.348235375,Correlation
PHF3,NDEL1,0.43436078,Correlation
PHF3,RIT1,0.383570351,Correlation
PHF3,TGOLN2,0.498907467,Correlation
PHF3,TXN2,0.652634131,Correlation
PHF3,WASF1,0.41997953,Correlation
PHF3,ZBTB7A,0.448988211,Correlation
PHKB,ANKRD27,0.417376106,Correlation
PHKB,CXorf56,0.516816631,Correlation
PHYH,AKR1C1,0.440851469,Correlation
PHYH,CBLB,0.466299805,Correlation
PHYH,CCDC90B,0.458303164,Correlation
PHYH,CDIPT,0.356021053,Correlation
PHYH,DIDO1,0.609593393,Correlation
PHYH,EIF1B,0.421614415,Correlation
PHYH,FHL1,0.419127523,Correlation
PHYH,GIN1,0.545492366,Correlation
PHYH,GIPC1,0.297645084,Correlation
PHYH,LIMA1,0.361500754,Correlation
PHYH,MGST3,0.531496445,Correlation
PHYH,NCOA6,0.520210511,Correlation
PHYH,NDEL1,0.448775356,Correlation
PHYH,NSMAF,0.545806986,Correlation
PHYH,PCDH17,0.471551569,Correlation
PHYH,PRDX4,0.550242205,Correlation
PHYH,RBM5,0.360942326,Correlation
PHYH,RCN2,0.480941607,Correlation
PHYH,ROCK1,0.35887003,Correlation
PHYH,SENP7,0.353271565,Correlation
PHYH,SMNDC1,0.525622935,Correlation
PHYH,TMED10,0.223494398,Correlation
PHYH,TRIT1,0.310589028,Correlation
PHYH,UNC13B,0.388383941,Correlation
PHYH,UPF3B,0.346082609,Correlation
PHYH,ZCCHC10,0.277887309,Correlation
PHYH,ZCCHC6,0.309706062,Correlation
PHYH,ZCCHC8,0.278176399,Correlation
PIGA,ANKRD28,0.470880768,Correlation
PIGA,CLIC4,0.317172474,Correlation
PIGA,CRLF3,0.203127027,Correlation
PIGA,DOLPP1,0.362011193,Correlation
PIGA,RPRD1A,0.361343408,Correlation
PIGA,SORBS1,0.3054408,Correlation
PIGA,SSBP3,0.281080533,Correlation
PIGA,STRN3,0.455330425,Correlation
PIGA,TMEM165,0.323939956,Correlation
PIGA,UBXN7,0.407962184,Correlation
PIGA,UPF3B,0.231416554,Correlation
PLCB1,ADNP,0.214607125,Correlation
PLCB1,AGO3,0.476298212,Correlation
PLCB1,ANKRD28,0.225673346,Correlation
PLCB1,ASXL2,0.311105724,Correlation
PLCB1,CBLB,0.239740012,Correlation
PLCB1,CPSF6,0.317022193,Correlation
PLCB1,DEDD,0.501063322,Correlation
PLCB1,FOXN3,0.438394204,Correlation
PLCB1,GDI1,0.408421176,Correlation
PLCB1,GIPC1,0.426774043,Correlation
PLCB1,HABP4,0.380986588,Correlation
PLCB1,KLF6,0.425689507,Correlation
PLCB1,LRRC14,0.341503268,Correlation
PLCB1,MAP4K3,0.237706577,Correlation
PLCB1,MARK3,0.443185097,Correlation
PLCB1,METTL9,0.463912232,Correlation
PLCB1,NAA50,0.449329332,Correlation
PLCB1,NBPF1,0.338935574,Correlation
PLCB1,PIGA,0.431637832,Correlation
PLCB1,PPP3CA,0.386008762,Correlation
PLCB1,SLC26A2,0.414053185,Correlation
PLCB1,SSBP3,0.362962364,Correlation
PLCB1,TMOD2,0.60099176,Correlation
PLCB1,TRIM5,0.554207108,Correlation
PLCB1,UPF3B,0.66868372,Correlation
PLCB1,WIPI2,0.46754471,Correlation
PLEKHA2,CENPU,0.440716113,Correlation
PLEKHA2,FOXN3,0.420319963,Correlation
PLEKHA2,SRSF10,0.353687114,Correlation
PLEKHA2,STX2,0.381477378,Correlation
PLEKHA2,TWIST1,0.47449781,Correlation
PLOD2,ARMC1,0.280295874,Correlation
PLOD2,AUTS2,0.410875889,Correlation
PLOD2,BTG1,0.255392157,Correlation
