Pathway1,Pathway2,vec
Insulin.resistance_Homo.sapiens_hsa04931,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.08
Long.term.depression_Homo.sapiens_hsa04730,Huntington.s.disease_Homo.sapiens_hsa05016,0.08
Circadian.entrainment_Homo.sapiens_hsa04713,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.08
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Tuberculosis_Homo.sapiens_hsa05152,0.08
Cholinergic.synapse_Homo.sapiens_hsa04725,Tuberculosis_Homo.sapiens_hsa05152,0.08
Insulin.resistance_Homo.sapiens_hsa04931,Tight.junction_Homo.sapiens_hsa04530,0.08
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.08
Apoptosis_Homo.sapiens_hsa04210,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.08
Apoptosis_Homo.sapiens_hsa04210,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.08
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Renin.secretion_Homo.sapiens_hsa04924,0.08
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Huntington.s.disease_Homo.sapiens_hsa05016,0.076923077
Dopaminergic.synapse_Homo.sapiens_hsa04728,Axon.guidance_Homo.sapiens_hsa04360,0.076923077
TNF.signaling.pathway_Homo.sapiens_hsa04668,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.076923077
Alzheimer.s.disease_Homo.sapiens_hsa05010,Hepatitis.B_Homo.sapiens_hsa05161,0.076923077
Platelet.activation_Homo.sapiens_hsa04611,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.076923077
Glutamatergic.synapse_Homo.sapiens_hsa04724,Pathways.in.cancer_Homo.sapiens_hsa05200,0.076923077
Apoptosis_Homo.sapiens_hsa04210,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.076923077
Tuberculosis_Homo.sapiens_hsa05152,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.076923077
Calcium.signaling.pathway_Homo.sapiens_hsa04020,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.076923077
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.076923077
Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.076923077
ErbB.signaling.pathway_Homo.sapiens_hsa04012,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.076923077
Gastric.acid.secretion_Homo.sapiens_hsa04971,Pertussis_Homo.sapiens_hsa05133,0.076923077
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Pertussis_Homo.sapiens_hsa05133,0.076923077
Pathways.in.cancer_Homo.sapiens_hsa05200,Renin.secretion_Homo.sapiens_hsa04924,0.076923077
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Renin.secretion_Homo.sapiens_hsa04924,0.076923077
Pathways.in.cancer_Homo.sapiens_hsa05200,Notch.signaling.pathway_Homo.sapiens_hsa04330,0.076923077
Pathways.in.cancer_Homo.sapiens_hsa05200,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.076923077
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.076923077
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Malaria_Homo.sapiens_hsa05144,0.076923077
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Malaria_Homo.sapiens_hsa05144,0.076923077
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Apoptosis_Homo.sapiens_hsa04210,0.075
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,MAPK.signaling.pathway_Homo.sapiens_hsa04010,0.075
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Pathways.in.cancer_Homo.sapiens_hsa05200,0.075
Apoptosis_Homo.sapiens_hsa04210,mTOR.signaling.pathway_Homo.sapiens_hsa04150,0.074074074
TNF.signaling.pathway_Homo.sapiens_hsa04668,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.074074074
Circadian.entrainment_Homo.sapiens_hsa04713,Tuberculosis_Homo.sapiens_hsa05152,0.074074074
Insulin.resistance_Homo.sapiens_hsa04931,Tuberculosis_Homo.sapiens_hsa05152,0.074074074
Pathways.in.cancer_Homo.sapiens_hsa05200,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.074074074
Apoptosis_Homo.sapiens_hsa04210,Oocyte.meiosis_Homo.sapiens_hsa04114,0.074074074
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Oocyte.meiosis_Homo.sapiens_hsa04114,0.074074074
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.074074074
Pathways.in.cancer_Homo.sapiens_hsa05200,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.074074074
cAMP.signaling.pathway_Homo.sapiens_hsa04024,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.074074074
Pathways.in.cancer_Homo.sapiens_hsa05200,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.074074074
Pathways.in.cancer_Homo.sapiens_hsa05200,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.074074074
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.071428571
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Adherens.junction_Homo.sapiens_hsa04520,0.071428571
Glutamatergic.synapse_Homo.sapiens_hsa04724,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.071428571
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.071428571
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Oocyte.meiosis_Homo.sapiens_hsa04114,0.071428571
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.071428571
Adherens.junction_Homo.sapiens_hsa04520,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.071428571
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.071428571
Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.071428571
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.071428571
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.071428571
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.071428571
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Pertussis_Homo.sapiens_hsa05133,0.071428571
Adherens.junction_Homo.sapiens_hsa04520,Pertussis_Homo.sapiens_hsa05133,0.071428571
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.071428571
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Malaria_Homo.sapiens_hsa05144,0.071428571
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Malaria_Homo.sapiens_hsa05144,0.071428571
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Malaria_Homo.sapiens_hsa05144,0.071428571
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Malaria_Homo.sapiens_hsa05144,0.071428571
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.068965517
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Tight.junction_Homo.sapiens_hsa04530,0.068965517
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Hepatitis.B_Homo.sapiens_hsa05161,0.068965517
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.068965517
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.068965517
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.068965517
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Pathways.in.cancer_Homo.sapiens_hsa05200,0.068965517
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Adherens.junction_Homo.sapiens_hsa04520,0.068965517
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.068965517
Apoptosis_Homo.sapiens_hsa04210,Phagosome_Homo.sapiens_hsa04145,0.068965517
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Long.term.depression_Homo.sapiens_hsa04730,0.066666667
TNF.signaling.pathway_Homo.sapiens_hsa04668,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.066666667
Apoptosis_Homo.sapiens_hsa04210,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.066666667
Platelet.activation_Homo.sapiens_hsa04611,Huntington.s.disease_Homo.sapiens_hsa05016,0.066666667
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.066666667
Glutamatergic.synapse_Homo.sapiens_hsa04724,Axon.guidance_Homo.sapiens_hsa04360,0.066666667
Glutamatergic.synapse_Homo.sapiens_hsa04724,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.066666667
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.066666667
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Alcoholism_Homo.sapiens_hsa05034,0.066666667
Insulin.secretion_Homo.sapiens_hsa04911,Pathways.in.cancer_Homo.sapiens_hsa05200,0.066666667
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.066666667
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.066666667
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.066666667
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.066666667
Serotonergic.synapse_Homo.sapiens_hsa04726,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.066666667
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.066666667
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.066666667
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.066666667
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Pertussis_Homo.sapiens_hsa05133,0.066666667
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Pertussis_Homo.sapiens_hsa05133,0.066666667
Melanogenesis_Homo.sapiens_hsa04916,Pertussis_Homo.sapiens_hsa05133,0.066666667
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Pertussis_Homo.sapiens_hsa05133,0.066666667
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Renin.secretion_Homo.sapiens_hsa04924,0.066666667
Insulin.secretion_Homo.sapiens_hsa04911,Renin.secretion_Homo.sapiens_hsa04924,0.066666667
Wnt.signaling.pathway_Homo.sapiens_hsa04310,Renin.secretion_Homo.sapiens_hsa04924,0.066666667
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.066666667
Wnt.signaling.pathway_Homo.sapiens_hsa04310,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.066666667
Apoptosis_Homo.sapiens_hsa04210,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.064516129
Apoptosis_Homo.sapiens_hsa04210,Cholinergic.synapse_Homo.sapiens_hsa04725,0.064516129
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,0.064516129
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.064516129
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Axon.guidance_Homo.sapiens_hsa04360,0.064516129
cAMP.signaling.pathway_Homo.sapiens_hsa04024,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.064516129
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Tight.junction_Homo.sapiens_hsa04530,0.064516129
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Insulin.resistance_Homo.sapiens_hsa04931,0.0625
Tight.junction_Homo.sapiens_hsa04530,Pathways.in.cancer_Homo.sapiens_hsa05200,0.0625
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Pathways.in.cancer_Homo.sapiens_hsa05200,0.0625
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.0625
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Adherens.junction_Homo.sapiens_hsa04520,0.0625
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.0625
Adherens.junction_Homo.sapiens_hsa04520,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.0625
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.0625
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.0625
Wnt.signaling.pathway_Homo.sapiens_hsa04310,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.0625
Melanogenesis_Homo.sapiens_hsa04916,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.0625
Oocyte.meiosis_Homo.sapiens_hsa04114,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.0625
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.0625
Wnt.signaling.pathway_Homo.sapiens_hsa04310,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.0625
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.0625
Wnt.signaling.pathway_Homo.sapiens_hsa04310,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.0625
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Malaria_Homo.sapiens_hsa05144,0.0625
Hepatitis.B_Homo.sapiens_hsa05161,Malaria_Homo.sapiens_hsa05144,0.0625
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Huntington.s.disease_Homo.sapiens_hsa05016,0.060606061
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,0.060606061
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.060606061
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Influenza.A_Homo.sapiens_hsa05164,0.060606061
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.060606061
Long.term.potentiation_Homo.sapiens_hsa04720,Pathways.in.cancer_Homo.sapiens_hsa05200,0.060606061
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Pathways.in.cancer_Homo.sapiens_hsa05200,0.060606061
Alcoholism_Homo.sapiens_hsa05034,Pathways.in.cancer_Homo.sapiens_hsa05200,0.060606061
Apoptosis_Homo.sapiens_hsa04210,Platelet.activation_Homo.sapiens_hsa04611,0.058823529
Dopaminergic.synapse_Homo.sapiens_hsa04728,MAPK.signaling.pathway_Homo.sapiens_hsa04010,0.058823529
Apoptosis_Homo.sapiens_hsa04210,Huntington.s.disease_Homo.sapiens_hsa05016,0.058823529
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.058823529
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.058823529
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.058823529
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.058823529
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Oocyte.meiosis_Homo.sapiens_hsa04114,0.058823529
Insulin.secretion_Homo.sapiens_hsa04911,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.058823529
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.058823529
Wnt.signaling.pathway_Homo.sapiens_hsa04310,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.058823529
Phagosome_Homo.sapiens_hsa04145,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.058823529
Long.term.depression_Homo.sapiens_hsa04730,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.058823529
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.058823529
Long.term.depression_Homo.sapiens_hsa04730,Pertussis_Homo.sapiens_hsa05133,0.058823529
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Pertussis_Homo.sapiens_hsa05133,0.058823529
Phagosome_Homo.sapiens_hsa04145,Pertussis_Homo.sapiens_hsa05133,0.058823529
Tight.junction_Homo.sapiens_hsa04530,Renin.secretion_Homo.sapiens_hsa04924,0.058823529
GnRH.signaling.pathway_Homo.sapiens_hsa04912,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.058823529
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Malaria_Homo.sapiens_hsa05144,0.058823529
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Tuberculosis_Homo.sapiens_hsa05152,0.057142857
Insulin.resistance_Homo.sapiens_hsa04931,Pathways.in.cancer_Homo.sapiens_hsa05200,0.057142857
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,mTOR.signaling.pathway_Homo.sapiens_hsa04150,0.055555556
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.055555556
Alzheimer.s.disease_Homo.sapiens_hsa05010,Pathways.in.cancer_Homo.sapiens_hsa05200,0.055555556
Huntington.s.disease_Homo.sapiens_hsa05016,Pathways.in.cancer_Homo.sapiens_hsa05200,0.055555556
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.055555556
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.055555556
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Melanogenesis_Homo.sapiens_hsa04916,0.055555556
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.055555556
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.055555556
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Serotonergic.synapse_Homo.sapiens_hsa04726,0.055555556
Insulin.secretion_Homo.sapiens_hsa04911,Serotonergic.synapse_Homo.sapiens_hsa04726,0.055555556
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.055555556
Wnt.signaling.pathway_Homo.sapiens_hsa04310,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.055555556
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Oocyte.meiosis_Homo.sapiens_hsa04114,0.055555556
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.055555556
Axon.guidance_Homo.sapiens_hsa04360,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.055555556
Tight.junction_Homo.sapiens_hsa04530,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.055555556
Gap.junction_Homo.sapiens_hsa04540,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.055555556
Tight.junction_Homo.sapiens_hsa04530,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.055555556
Long.term.depression_Homo.sapiens_hsa04730,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.055555556
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.055555556
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.055555556
Gap.junction_Homo.sapiens_hsa04540,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.055555556
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.055555556
Axon.guidance_Homo.sapiens_hsa04360,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.055555556
GnRH.signaling.pathway_Homo.sapiens_hsa04912,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.055555556
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Pertussis_Homo.sapiens_hsa05133,0.055555556
Gap.junction_Homo.sapiens_hsa04540,Pertussis_Homo.sapiens_hsa05133,0.055555556
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Pertussis_Homo.sapiens_hsa05133,0.055555556
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Pertussis_Homo.sapiens_hsa05133,0.055555556
Alcoholism_Homo.sapiens_hsa05034,Renin.secretion_Homo.sapiens_hsa04924,0.055555556
Influenza.A_Homo.sapiens_hsa05164,Malaria_Homo.sapiens_hsa05144,0.055555556
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Malaria_Homo.sapiens_hsa05144,0.055555556
Glutamatergic.synapse_Homo.sapiens_hsa04724,Apoptosis_Homo.sapiens_hsa04210,0.052631579
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.052631579
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.052631579
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.052631579
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.052631579
Gap.junction_Homo.sapiens_hsa04540,Adherens.junction_Homo.sapiens_hsa04520,0.052631579
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Adherens.junction_Homo.sapiens_hsa04520,0.052631579
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Adherens.junction_Homo.sapiens_hsa04520,0.052631579
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.052631579
Insulin.secretion_Homo.sapiens_hsa04911,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.052631579
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.052631579
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.052631579
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.052631579
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.052631579
Axon.guidance_Homo.sapiens_hsa04360,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.052631579
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.052631579
Tight.junction_Homo.sapiens_hsa04530,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.052631579
Hepatitis.B_Homo.sapiens_hsa05161,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.052631579
Alcoholism_Homo.sapiens_hsa05034,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.052631579
Gap.junction_Homo.sapiens_hsa04540,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.052631579
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.052631579
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.052631579
Tight.junction_Homo.sapiens_hsa04530,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.052631579
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.052631579
Cholinergic.synapse_Homo.sapiens_hsa04725,Pertussis_Homo.sapiens_hsa05133,0.052631579
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Pertussis_Homo.sapiens_hsa05133,0.052631579
Alcoholism_Homo.sapiens_hsa05034,Pertussis_Homo.sapiens_hsa05133,0.052631579
Cocaine.addiction_Homo.sapiens_hsa05030,Renin.secretion_Homo.sapiens_hsa04924,0.052631579
Amphetamine.addiction_Homo.sapiens_hsa05031,Renin.secretion_Homo.sapiens_hsa04924,0.052631579
Tuberculosis_Homo.sapiens_hsa05152,Renin.secretion_Homo.sapiens_hsa04924,0.052631579
Apoptosis_Homo.sapiens_hsa04210,Calcium.signaling.pathway_Homo.sapiens_hsa04020,0.051282051
Apoptosis_Homo.sapiens_hsa04210,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.051282051
cAMP.signaling.pathway_Homo.sapiens_hsa04024,MAPK.signaling.pathway_Homo.sapiens_hsa04010,0.051282051
