Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
TM2D1,-0.135779304,3.687826237,-1.192385199,0.25752234,0.876061187,-5.04017006,-1.098911057,64.04257276,64.27746818,75.87470236,59.10595479,64.86337618,72.61828831,63.82356991,63.1385932,66.27839116,60.18494883,55.36089404,7
ATG10,-0.20055241,0.766781415,-1.1912804,0.255295566,0.876061323,-5.045269377,-1.149138278,1.533930838,2.286879445,1.901712806,2.143654359,1.719285574,1.719285574,1.470230079,1.884097238,1.154613964,1.537485781,1.664504431,6
UBXN2A,-0.096969384,4.724631664,-0.464580525,0.309716017,0.876078269,-4.994380046,-0.080999019,65.78593752,52.16499185,34.34740951,47.98320732,50.01130837,53.89040726,41.95902766,44.61083374,85.29422666,65.59742824,50.40284955,10
CD164,-0.272002212,3.248499473,-1.162349044,0.290086697,0.876092124,-5.038145219,-1.207822345,21.67534091,23.6402035,27.96267804,25.367155,24.64810906,21.63219377,21.91610267,23.9283616,16.14212293,12.47353939,16.00220787,10.5
KIAA1430,0.147812911,2.848607083,0.616465175,0.366888231,0.876123406,-4.990010706,0.118242125,12.78840286,19.6916314,17.99581167,29.8723968,19.06405649,23.06747382,15.80854021,25.55575332,20.19117794,15.59715951,21.86654234,9
BIRC6,-0.220932139,2.8145961,-1.167123959,0.295135331,0.87615741,-5.022716058,-1.168811151,16.76309438,17.24783638,21.7191646,20.29270716,16.33494586,13.65796944,15.53093512,15.8703663,8.319302132,15.98948615,15.55811826,9
EXOC5,-0.238555284,1.339140177,-1.19466574,0.261237863,0.876200297,-5.030950871,-1.179918313,2.355595561,2.934869471,3.855359144,3.500923912,2.090295976,2.848113663,2.663083604,3.047639026,2.385868553,2.076734139,1.920874125,8
TMEM80,-0.179190565,2.578390884,-1.162687034,0.282481574,0.876216646,-5.049320484,-1.133860621,6.535172222,6.984199076,8.327612195,6.73927419,8.130350392,6.966897454,5.415948947,5.911534378,5.993538197,4.90007277,6.812117853,9
CACNA2D1,0.435801864,5.586822369,1.186553759,0.257090429,0.876328234,-5.050047502,1.352662447,30.39382201,61.61998998,30.66654928,95.8830411,42.00489052,76.15560787,27.9954272,81.13753848,41.80934947,33.10445241,57.07265897,11
COG8,0.211121745,0.857748469,1.189975307,0.255790175,0.876328234,-5.046590157,1.157587899,1.706821339,1.993831509,1.270820786,1.750408197,1.735744826,1.590923958,1.824213575,1.519042963,2.299768223,2.675983345,1.941956567,6
CSGALNACT2,-0.164055181,3.987087686,-1.188547593,0.25633211,0.876328234,-5.048033746,-1.120432068,18.5213974,14.73813889,18.72116279,16.88851319,14.73813889,13.97934701,16.55017442,16.25446035,16.55017442,11.24885344,17.90221428,11
DCN,0.406625731,1.757730998,1.187594575,0.256694356,0.876328234,-5.048996614,1.325581829,3.265900624,1.977220985,3.237891324,3.735697144,5.855740384,2.032177531,3.265900624,2.496241889,7.889838356,3.31411943,3.337842531,8
KLHDC2,-0.312607141,3.965062737,-1.185983993,0.25730745,0.876328234,-5.050622479,-1.241950041,11.65267074,16.75829098,31.29473999,12.89175089,19.92255583,15.49641943,19.23209184,16.84474837,10.77111681,13.80670323,11.50202633,10
LMO1,0.133714341,2.19699676,1.185857597,0.257355613,0.876328234,-5.050750002,1.097114683,4.012938608,4.14115114,4.738922137,4.59658581,4.59658581,4.409650457,5.812941286,5.193439455,4.397700167,4.826131142,4.006520347,6
LSM7,0.446823844,1.684030717,1.187971705,0.25655096,0.876328234,-5.048615658,1.363036168,1.651336099,2.981826018,3.428016131,3.044292723,5.640481457,7.49823285,3.633697349,4.151388163,2.857619617,1.92001229,2.09608405,6
NIT2,-0.371812359,2.32748022,-1.188631664,0.256300173,0.876328234,-5.047948778,-1.293977345,3.245697879,5.869336825,11.64744335,5.301903095,6.496405155,4.314703347,6.496405155,4.211255886,3.406118326,3.561781114,4.654357242,8
PFKM,-0.346322831,5.939241957,-1.188023008,0.256531457,0.876328234,-5.048563827,-1.271316139,41.46000515,83.64636611,112.4749541,37.34043865,71.45168849,46.72230707,74.08293956,81.24690944,50.29149614,46.88396585,67.28176675,11
RNA45S5,0.227452683,1.483801565,1.184211571,0.257983467,0.876328234,-5.05240974,1.170765942,1.91454086,2.846270787,2.846270787,2.846270787,3.377465809,3.018864763,2.529080111,2.621616469,4.558029713,2.633605102,2.28648897,3
SLC18A3,0.187340874,3.364754645,1.184337512,0.257935386,0.876328234,-5.052282813,1.138663036,8.400837946,10.65441816,9.199829137,12.85043017,11.30048754,10.52237579,12.46074796,11.60523047,10.34949888,10.43359978,7.055059795,9
SLC31A1,-0.22154089,2.005386493,-1.187725223,0.256644673,0.876328234,-5.048864652,-1.165978261,3.901791302,4.629440542,5.009084502,3.750078,3.999219629,3.161984517,3.94751817,3.94751817,2.728806827,6.067711908,3.94751817,7
SPX,0.269723294,0.547698797,1.184941716,0.257704816,0.876328234,-5.051673734,1.205576578,1.306721593,1.216474105,1.306721593,1.459519055,1.421588903,1.436485171,1.157260428,1.4797766,1.29297379,1.524544808,3.115303138,5
SUZ12P ,0.162919099,0.128414586,1.187443896,0.256751666,0.876328234,-5.049148796,1.119550106,0.956275622,0.997494821,1.070217665,1.426797011,1.077421819,1.070217665,0.909941228,0.9265617,1.243163011,1.329272383,1.137646655,3
TCTEX1D2,-0.361597507,3.058048541,-1.188818727,0.256229124,0.876328234,-5.047759701,-1.284847832,6.088346537,9.745624328,16.82203748,7.695771548,6.963593483,8.848785322,11.97491236,5.445764439,9.472573919,4.807227919,9.51386434,9
TMEM17,-0.253765647,1.277165182,-1.184676245,0.257806103,0.876328234,-5.051941376,-1.192315176,2.269988192,2.168648228,4.244766512,2.454693441,2.783966817,2.13158333,2.283947674,3.318013901,1.881031766,1.972861449,1.979830928,3
ATF7IP2,-0.281623157,3.633313387,-1.183271114,0.258342726,0.876454183,-5.053357228,-1.215561727,16.05727129,11.81607239,15.41814372,17.19433389,11.37641003,12.05893149,13.1091133,11.49854987,11.06956784,6.18548888,15.08349415,7
FHIT,-0.180994511,1.466157566,-1.183476326,0.258264301,0.876454183,-5.053150531,-1.133665099,2.597692842,3.002292949,3.555553602,2.608530034,2.930882436,2.260141443,3.397197493,2.888431166,2.124032281,2.301490934,3.115303138,5
XIAP,0.240737741,2.168406266,1.183254608,0.258349034,0.876454183,-5.053373852,1.181596732,4.151388163,4.406123347,3.367592102,6.530578848,4.333342472,6.195265001,4.654250318,4.3763918,3.213362266,4.310420483,4.97117787,10
PUS7,-0.270375626,2.412039974,-1.182689019,0.258565283,0.87646097,-5.053943381,-1.206121818,4.315997942,6.410155274,8.202006563,6.997069661,3.533881589,4.747742538,4.3764703,6.882589936,4.07861034,5.903683197,5.023701531,9
ZSCAN16-AS1,-0.110512903,1.830172039,-1.182443297,0.258659277,0.87646097,-5.054190749,-1.079611989,4.304344549,3.513528999,3.513528999,3.432196538,3.439234982,3.092297204,3.513528999,3.466278044,3.592990128,3.513528999,3.852899188,4
CNOT11,-0.156558413,2.612272919,-1.182225407,0.258742646,0.876502738,-5.054410065,-1.114624997,5.743850203,6.662506666,7.570127252,7.391589341,5.774246814,5.753537841,6.668368225,5.9208677,5.903683197,5.903683197,4.563882453,10
CAPN2,-0.278213234,6.546853318,-1.182106296,0.25878823,0.876506953,-5.054529942,-1.212692045,70.74484673,109.8483467,160.1908734,74.90317128,105.8059754,88.07988473,102.7147744,131.1563976,76.39380121,68.30514412,78.13476594,11
DCTN6,-0.283197287,3.031466177,-1.181065208,0.259186916,0.876506953,-5.055577328,-1.216888755,6.306103701,8.559558436,15.54090109,7.612092859,10.38048867,8.688163421,7.478579919,8.584807624,5.780426817,5.903683197,8.653933815,8
EPS8L2,-0.190122111,4.143822413,-1.18170906,0.258940296,0.876506953,-5.054929666,-1.140860275,15.48453309,17.24479228,27.57777761,16.84560349,17.16086833,15.88830213,20.22194896,19.08398387,18.4346673,14.60851026,14.98343256,8
MAN2B1,0.254756817,1.297185383,1.180715318,0.259321015,0.876506953,-5.055929173,1.193134609,2.47722097,1.772163927,2.299768223,1.790994032,3.148890832,2.183184973,4.18157183,2.940246055,2.47722097,2.47722097,2.105043596,3
OSCP1,-0.250434769,1.21316904,-1.180988406,0.259216347,0.876506953,-5.055654566,-1.189565548,2.235782957,2.514158397,3.237891324,2.317866225,2.353044755,1.80422672,2.353044755,3.073783553,2.353044755,1.309806242,2.605961859,3
PTGIS,0.117811192,2.158340254,1.181312577,0.259092143,0.876506953,-5.055328527,1.085087355,4.983386774,4.059547081,3.679558915,5.124236966,4.503786103,4.425777167,4.747914441,4.503786103,4.503786103,4.503786103,4.253497008,3
PPIC,0.341993205,2.627337561,0.871663654,0.476647407,0.876555024,-4.926248451,0.308701654,6.311003663,5.747293905,6.974425554,8.105572857,7.215024543,6.243528032,9.630969802,8.209423979,5.981940937,6.336835769,6.872889494,7
APTX,-0.257830961,2.06609253,-1.18029744,0.25948124,0.876579932,-5.056349281,-1.195679692,3.165570006,5.658052648,6.054664273,3.665805001,4.59658581,4.637667603,4.479174301,4.59658581,4.644514569,2.64340223,3.240886627,7
SMARCD1,0.140832636,2.916873535,1.18025085,0.259499109,0.876579932,-5.056396112,1.102541252,8.757125401,6.304779935,6.304779935,8.73119768,7.258535929,7.727133096,7.932343376,7.534720003,6.967843896,7.225341972,8.88510539,3
DOCK5,0.224552979,0.820627636,1.192920788,0.255455689,0.876792568,-5.042433809,1.171021326,1.369960606,1.505575348,2.038836639,1.949787054,1.777833387,1.838027129,1.673098896,1.994820891,2.611042329,1.581814833,1.725176854,4.5
LCOR,0.139196057,1.197248258,1.019557558,0.490311901,0.876825559,-4.923079648,1.105512589,2.30849498,2.3558245,1.930672872,2.595190939,2.157419059,2.274393649,2.36626998,2.963450405,2.413377632,2.468032527,2.585214072,5.5
KIF1B,-0.013179093,4.207061093,0.413373245,0.303149305,0.876878601,-5.016210189,-0.010727758,17.05472016,30.87634254,21.84500666,19.74645844,35.11814582,26.12615654,16.7544361,23.2417911,15.43900771,17.24536504,17.07203889,8.5
SUB1,-0.224662352,4.511924921,-1.179230274,0.259890769,0.877047533,-5.057421614,-1.168503741,11.18305952,19.3378737,44.21198303,18.62129397,25.14069786,18.52302378,34.43656309,40.19002253,19.94191027,15.94064244,23.90303702,11
DCLRE1C,0.232248002,2.608598341,1.178602229,0.260132018,0.877054009,-5.058052347,1.174663881,6.383151434,5.753537841,4.348005887,5.623386938,6.705332527,5.753537841,5.015310621,5.647528222,10.01543125,7.985780969,5.535706019,11
LDLRAD3,0.20755134,1.617332379,1.177852051,0.260420409,0.877054009,-5.058805393,1.154726623,3.377465809,2.398555026,2.604580718,3.999219629,3.26101358,4.229574334,2.992297029,2.195450012,2.862368147,3.176960416,3.26101358,4
LOC728392,0.273792447,6.221129099,1.177863925,0.260415842,0.877054009,-5.058793477,1.208981734,63.4984555,64.60958247,66.88895562,55.53406445,73.99451812,99.15907253,73.04409346,91.25835739,79.4847103,51.12358433,131.505073,11
SLC22A17,-0.279388624,5.230151855,-1.1782135,0.260281426,0.877054009,-5.058442609,-1.21368045,34.66652873,50.75790905,45.85472622,27.02487529,34.04639526,32.72913845,54.81283604,55.98381809,25.02332392,33.75743877,33.07741996,10
PIGX,-0.451782221,2.060429881,-1.177576278,0.260526486,0.877254018,-5.059082126,-1.367728826,2.034820267,7.44237345,9.489500522,4.261148246,3.693042712,4.080390422,4.155041531,4.695548844,1.983431841,4.481415749,4.155041531,11
COPS4,-0.556577041,3.982703927,-1.177172454,0.26068188,0.877472253,-5.059487266,-1.470775491,8.669758816,20.01783954,52.82889971,13.81128087,18.95937709,13.21726784,26.67084837,20.09902049,6.546020631,11.23722446,12.32262292,10
ZNF552,-0.128611058,1.861494374,-1.17705414,0.260727422,0.8775175,-5.059605944,-1.093240686,3.513528999,4.721507151,3.513528999,3.513528999,3.850337827,3.84433309,3.761799229,3.099966276,3.528186925,3.458960752,3.381747285,6
BAG3,-0.294315894,5.772703747,-1.175942083,0.261155777,0.877560775,-5.060720977,-1.226303343,38.54139711,83.29459721,79.43853039,61.34530298,49.43762123,53.95852126,59.05126664,57.75743757,54.1069493,29.31934834,57.75743757,11
ERP29,-0.239146663,1.820981159,-1.176289563,0.261021872,0.877560775,-5.060372656,-1.180294325,2.41682079,4.627542373,5.662194526,3.043188956,3.895742891,3.629408446,3.592990128,3.592990128,3.592990128,2.881963643,2.940886041,6
SART3,-0.109900122,2.40125278,-1.176207014,0.261053679,0.877560775,-5.060455411,-1.079153524,5.337527573,5.951843977,5.479453826,5.295784557,4.676690605,4.561107483,5.302019771,5.337527573,5.337527573,5.903683197,5.098323699,8
PAPSS2,0.435174325,1.070823673,1.175497393,0.261327221,0.877673294,-5.061166627,1.352074198,1.979830928,1.591666699,1.523177708,2.032678017,2.842770577,1.979830928,1.979830928,0.902827802,2.318449432,2.930806824,5.269426328,3
SYNJ2BP ,-0.061659673,2.352895389,-0.316435865,0.290736891,0.877777204,-5.046481889,-0.049511826,4.375270218,6.948996617,5.752102825,5.307788557,6.400656135,5.511783986,5.788882271,6.750148635,5.261057124,4.275030615,6.767672197,6
MIR21 ,-0.297476329,3.114213032,-1.122432707,0.354256174,0.877861661,-4.999684803,-1.235772816,6.213806094,10.55383697,15.92224885,9.451722898,7.631477309,7.024928837,9.77335496,11.80533735,7.266237151,6.109356854,8.156610033,10
FAM21C ,-0.389771281,4.031001982,-1.175044016,0.261502104,0.877871015,-5.061620847,-1.310185676,12.11431092,19.57775671,33.21198422,20.89417871,20.51865828,14.29060122,19.26265307,19.02995588,9.721815827,15.93716459,8.129878178,11
TPTEP1,0.170171469,1.175192801,1.1750318,0.261506817,0.877871015,-5.061633083,1.12519221,2.299768223,1.683330265,2.299768223,2.299768223,2.630377708,2.284004392,2.299768223,1.788699065,2.072926458,2.611682826,2.843078533,10
RPL21 ,0.223561972,6.656878701,1.17478843,0.261600732,0.87790784,-5.061876847,1.167612833,83.088964,73.35647321,120.2111734,74.71465212,123.4065067,138.0301648,97.57561939,92.18834965,103.7890832,129.4839054,97.96987164,11
SMS,-0.292517284,4.649629131,-1.174795059,0.261598173,0.87790784,-5.061870208,-1.224775462,17.51522458,32.52333386,43.20618942,26.682578,27.43340602,25.03689973,23.8440978,31.84835191,22.43107519,15.19710442,21.33696323,10
SRP54,-0.307382896,3.52619951,-1.174508806,0.261708669,0.87790784,-5.062156876,-1.237460861,10.03091823,13.13373055,18.47708791,10.48480235,12.18710984,10.74962589,19.48295683,13.18517406,9.505017836,7.805204711,7.449299662,10
TIMP2,0.132525829,4.58300127,1.066747797,0.431018158,0.877930679,-4.957543966,1.097663643,32.48651516,41.13116929,41.25562848,40.66558957,42.92843545,40.69765174,42.22105907,51.45069806,40.66558957,40.52362532,50.43760096,7
FTSJ1,-0.181710216,1.192957419,-1.174012303,0.261900408,0.878069617,-5.062653968,-1.134227637,2.299768223,2.177716368,3.14056989,1.870238313,1.994818683,2.299768223,2.888712313,2.256069781,2.299768223,1.767486522,2.494596688,5
THAP9-AS1,0.171158379,0.886748025,1.173725388,0.262011258,0.878069617,-5.06294115,1.125962187,1.311482034,1.805858543,2.060400336,2.077382527,1.795716239,1.939096668,2.064498038,2.197450953,1.451244956,1.94016384,1.915363341,6
DLG2,0.216691669,4.857944946,1.173471047,0.262109553,0.878168994,-5.06319568,1.162065725,23.03461378,25.4810718,29.93927656,32.20567595,38.84834667,34.68174983,33.05293862,37.84374481,24.57747846,21.18595213,24.55970948,11
TRIM33,0.267166391,3.613651568,1.173828738,0.26281571,0.878302594,-5.061564277,1.204348175,9.570804503,13.20171334,12.91126829,21.48327526,12.12617978,17.19722417,13.00627549,16.18846361,11.15209314,11.2427537,12.51719334,7.5
ACTR2,-0.177476124,1.915813656,-0.666089369,0.293137274,0.878387248,-5.054747239,-0.140722731,4.827536435,5.988262508,4.76562568,5.029579956,3.902073103,4.415472853,3.908711947,3.821885994,2.815381939,3.173117755,3.392934471,4.5
MAP2,-0.031044371,6.015056738,-0.312128924,0.293300862,0.878468416,-5.054925155,-0.024301624,215.3799569,253.0673613,289.8074065,249.0038254,220.5644089,207.4876285,227.1713846,283.48987,188.4764646,176.59368,213.2128894,9.5
AK3,0.116214313,1.432598869,0.914552263,0.505627079,0.878487944,-4.924318661,0.088363833,2.74793439,2.681944432,3.613880738,3.260901634,3.071119762,4.119144698,2.946060079,3.056017619,2.912525766,2.606556326,3.001377826,9.5
CRLF3,0.246121458,1.523357698,1.172546551,0.262467085,0.878619547,-5.064120504,1.186014344,2.702991157,2.316474768,2.614605096,3.522668985,4.64065965,4.080390422,2.799356271,2.452012436,2.210950632,2.353044755,2.83999989,6
PVR,0.183879928,3.512482079,1.17209102,0.262643392,0.878619547,-5.064575988,1.13593472,8.701327244,11.60293592,11.14712834,8.648750145,11.60293592,14.77385857,9.814208038,13.06110097,11.59475191,12.74702647,13.52540075,7
STAU1,-0.184869276,6.06412729,-1.172723642,0.262398569,0.878619547,-5.063943395,-1.13671397,48.16928679,76.25725852,87.45992176,73.3847131,64.61812373,66.75743757,66.75743757,70.20308854,62.79810084,61.23436735,65.64605267,11
TIMM21,-0.216706143,3.215752075,-1.172620288,0.262438555,0.878619547,-5.064046762,-1.162077385,8.360684111,12.55572695,10.60134186,9.099791191,8.505422264,9.19328256,9.861007951,12.15208161,9.19328256,5.711873832,8.932078552,10
ALG8,-0.211839074,2.328718545,-1.171133853,0.263014149,0.878718302,-5.065532604,-1.158163611,4.350507393,5.195393632,7.727133096,3.725586181,4.839032834,4.839032834,4.541413103,6.659226788,4.839032834,4.287262149,5.379148471,5
CACNA1D,0.175482833,1.220581909,1.171000627,0.263065786,0.878718302,-5.065665705,1.129342303,2.353044755,1.746675699,2.361549144,2.946668593,3.066899455,2.383446156,2.353044755,1.978247563,2.421855695,1.985109761,2.353044755,6
CD2AP,-0.109324571,0.927936703,-1.171038686,0.263051034,0.878718302,-5.065627683,-1.078723091,2.018011219,1.989709533,2.023488172,1.661472316,2.110713866,1.998320821,1.988414888,1.750057837,1.812674655,1.94016384,1.696622835,3
NANS,-0.319067807,3.528751078,-1.171217418,0.262981764,0.878718302,-5.065449111,-1.247524204,10.2334593,12.80952127,19.00140921,7.612092859,11.85757855,9.915773099,17.80435776,13.31852276,9.046961461,7.030034437,14.39622847,10
FDFT1,-0.292991276,7.538768934,-1.170858823,0.263120756,0.878756787,-5.065807363,-1.225177923,176.4237402,242.1829224,234.3800995,192.4974157,198.2314423,209.1210739,211.8028921,160.8127978,209.2603181,82.42062659,195.7760523,11
RPLP2 ,0.288482969,5.375421473,1.170718401,0.263175199,0.878797728,-5.065947626,1.221355316,33.21198422,34.14384146,40.77637277,24.36297695,65.12107394,56.94833645,47.72063649,49.76618538,36.21241091,51.65730285,33.9793947,11
C4orf48,0.291154287,5.877643429,1.170305369,0.263335387,0.879044039,-5.066360118,1.223618892,43.15046903,51.30289212,59.11334614,84.53261473,65.04433199,85.80283017,86.75326578,55.85517553,58.55099738,36.19464453,45.78683066,11
SLFN5,0.282801333,3.852432298,1.170152156,0.263394828,0.879135109,-5.066513101,1.216554821,16.87180033,14.0735736,8.27533079,15.37945101,12.10724414,17.62853707,14.09049711,10.79820115,21.53883487,20.81302638,12.98032913,9
SMARCE1,0.172494795,1.837658465,0.856406843,0.48012076,0.879306646,-4.949249833,0.138340007,3.209389439,3.733437851,7.3332717,5.123102462,5.551556982,5.651793836,4.864791919,5.665841864,5.965291093,5.651027651,6.167363786,7.5
ATXN7L3B,-0.14064166,4.855988062,-1.168485888,0.264041943,0.879357664,-5.068175863,-1.102395314,29.83645856,31.46509461,32.00297109,29.60233362,27.45953081,33.84834786,30.86392023,30.91310723,23.20542714,23.30278604,28.17503117,11
CHURC1,-0.203765699,2.154912083,-1.168432537,0.264062683,0.879357664,-5.068229071,-1.151700585,2.594058388,5.369601273,3.242657451,4.938995128,3.436767753,3.948686469,3.731810761,4.3764703,2.638200882,3.182985749,2.575808131,5
FAM135A,0.166893297,2.911179382,1.169143805,0.263786287,0.879357664,-5.067519552,1.122638387,6.890954162,7.430977814,6.45828673,6.739410245,9.656828711,6.858127588,8.878125456,9.600642897,6.213382715,7.430977814,7.512339221,9
GLTP,0.427075727,3.4553565,1.168514141,0.264030961,0.879357664,-5.068147685,1.344505566,19.8235842,4.062218164,8.591167872,10.39605292,14.77015574,15.9911084,7.539905577,11.07095451,11.07095451,15.91382639,11.07095451,8
HOXA3,0.171056121,0.830779876,1.1696759,0.263579663,0.879357664,-5.066988544,1.125882382,1.318438983,1.71571651,1.920503075,1.888029901,2.101658119,1.792384469,2.283947674,1.683330265,1.917815288,1.413055052,1.750823086,3
NAT10,0.108257976,1.953487447,1.168817068,0.263913228,0.879357664,-5.067845528,1.077925878,3.377465809,4.105402298,3.557338725,4.061618867,4.170154107,4.105032963,4.061618867,4.061618867,3.736013148,4.061618867,3.426855332,5
PAN3,0.329223797,2.458345728,1.168260972,0.264129386,0.879357664,-5.068400164,1.256337254,6.035719752,2.800462096,5.969209945,4.889483346,6.395620253,4.910450503,4.592650294,5.075257496,4.889483346,10.86733223,7.200188576,8
SGPL1,-0.126311238,2.134636799,-1.169405977,0.263684464,0.879357664,-5.067257939,-1.091499325,4.298587352,4.362495524,5.465987942,4.500351974,4.289719048,4.427263773,4.13878106,4.807227919,4.362495524,3.529469758,4.362495524,4
STAG3L1 ,-0.124870692,0.323670548,-1.168971186,0.263853345,0.879357664,-5.067691778,-1.090409996,1.570289124,1.175277825,1.282914245,1.200373377,1.377413327,1.241549692,1.165809681,1.318388995,1.205416965,1.241549692,1.05522437,3
HIPK2,0.466047402,3.292540025,1.167362393,0.26447896,0.8794289,-5.069295947,1.381319833,12.20705849,7.110294067,7.109286385,9.333876975,11.79579305,10.86188741,5.638430655,7.563880509,11.49640041,15.35498081,15.23233655,9
SBF2,0.2148,0.310299509,1.167712568,0.264342689,0.8794289,-5.068946925,1.160543018,1.170482918,1.005585828,1.170482918,1.320929661,1.170482918,1.093929857,1.276055322,1.126674304,2.238758429,1.170482918,1.213613227,3
SLC8A1,0.480836206,1.550364015,1.167718988,0.264340191,0.8794289,-5.068940526,1.395552313,1.665457666,2.396195436,3.042654678,1.945460545,3.436132235,1.683330265,2.643046245,8.34655321,2.764546572,2.812731651,5.805405147,7
NDUFB2,-0.26754992,4.90755664,-1.152236832,0.31625508,0.879454832,-5.013304336,-1.204459817,27.06626513,35.01489404,67.57598727,24.45141601,42.07282857,35.88600534,57.37772096,34.20554462,29.53264236,26.92077949,28.72812465,7.5
UBE2L3,-0.263200343,1.867251979,-0.803512221,0.452095472,0.879590767,-4.960286745,-0.226941854,4.039050267,3.781775504,5.990673181,3.346249592,4.23312286,4.013942004,3.610555147,3.758710191,3.638408816,3.041910048,2.705801496,3.5
GRIA3,-0.312596711,3.972997331,-1.147913631,0.284857733,0.879622118,-5.069156832,-1.242380509,17.72774764,25.89833029,13.83965103,25.01943586,13.04013786,20.5715188,13.49230366,16.08241672,10.91428687,16.22919126,11.13711844,9
ATP6V1D,-0.264005546,2.499644428,-1.166876859,0.264667995,0.879697305,-5.069779747,-1.200808044,5.530944642,6.538273055,5.611825022,8.221245062,4.472265511,3.957453338,6.883498147,8.511020605,6.065872998,5.411783184,3.333308094,4
PSME4,-0.225869771,4.490110724,-1.166836948,0.264683539,0.879697305,-5.069819508,-1.169482093,18.19004966,29.26391316,30.00249502,26.6572081,23.94227082,22.0620121,21.6975484,18.54670119,15.5506841,18.65646946,28.12114843,11
MIR4746 ,0.20738392,3.26681354,1.142687458,0.287012326,0.879892179,-5.074160322,1.154631012,14.02471997,22.36333798,21.03538026,24.48449659,26.68349195,20.54856554,24.95369163,22.07405744,17.98196763,20.43753025,19.06355532,8.5
INPP5F,-0.083495515,4.918065199,-0.564080102,0.352933134,0.880012614,-5.008447118,-0.066679027,150.0058067,167.9821152,186.8584702,138.5146142,153.3108488,155.5779239,156.198231,187.5106616,106.4934625,105.2318249,120.0717113,7.5
LDLRAD4,0.170101662,3.667383471,1.165764546,0.265101451,0.88021023,-5.070887492,1.125137767,12.22944044,14.34982667,9.036547112,12.43137195,12.41125859,12.41125859,13.71622438,14.68055733,11.80072134,11.53882479,16.72873145,11
CCBL2,-0.398622832,4.123574521,-1.163559917,0.265962191,0.880236122,-5.07308062,-1.318248936,12.25791456,20.15627624,39.16918558,24.81046212,10.24865057,17.95424653,18.20218251,11.83608136,24.57747846,11.26794823,17.12229952,10
CLGN,-0.29982511,4.091250762,-1.163275648,0.266073333,0.880236122,-5.07336317,-1.230995178,13.52852546,20.81811281,27.66933523,22.91260867,13.05273791,20.97635409,22.19597266,17.38203792,12.05846884,12.5930767,12.31645129,11
MAN1A1,-0.218322879,1.151439748,-1.163475558,0.26599517,0.880236122,-5.073164475,-1.16338038,2.381829431,2.687975274,2.381829431,2.48156622,2.272582964,2.716662563,2.839346244,1.931550179,1.902467758,1.951507572,1.366020227,3
PCSK1N,0.383317188,2.376295574,1.163293177,0.266066479,0.880236122,-5.073345748,1.304337473,2.217485574,6.384606352,5.536736725,5.195415357,6.861649823,5.527800427,6.989175914,9.900248261,3.996491882,4.532434415,3.81738717,4
RGS3,0.30517246,4.358255348,1.162919745,0.266212533,0.880236122,-5.073716843,1.235566328,10.11343025,27.17988399,19.78406974,29.30296659,20.68602303,27.36794409,21.90671053,15.7002807,25.5657015,20.13103987,16.91688823,9
RP11-379H18.1,-0.177676525,0.460136633,-1.163951641,0.265809095,0.880236122,-5.072691178,-1.131060833,1.819770044,1.287725205,1.453455453,1.331731059,1.254259651,1.190861648,1.541215815,1.139734596,1.854442808,1.190861648,1.2706196,3
TERF2IP,-0.226164683,6.92342398,-1.16445333,0.265613122,0.880236122,-5.07219226,-1.169721179,110.6879107,178.211983,127.6383248,112.5320003,135.3209952,160.2574489,98.15818893,141.1082115,92.21955239,88.90218375,120.7950946,11
EHD3,-0.212031443,4.794129167,-1.145744961,0.284752587,0.88026258,-5.072765805,-1.16008476,37.16331848,36.89761849,47.97064328,40.67514163,36.34839269,32.17712564,38.54197387,44.65407886,29.7819949,28.56708145,42.34686665,10
FAM117B,0.193713018,1.004380348,1.162188035,0.266498894,0.880364565,-5.074443703,1.143703444,1.775212345,1.569289716,2.16203688,2.706718478,1.931262316,1.905110806,2.179557142,2.740982817,2.004489441,1.556578286,1.89393158,4
GABARAPL2,-0.351910339,5.202427835,-1.162197001,0.266495384,0.880364565,-5.074434799,-1.27624945,23.16709206,49.42507396,74.22902932,24.93995972,38.77854634,42.3828396,47.94740723,38.77854634,26.12177766,25.70006668,38.77854634,11
MARCH11,-0.294989182,2.868962607,-1.162246036,0.266476186,0.880364565,-5.074386099,-1.226875778,9.274269798,12.41125859,5.291546299,9.733782067,8.126026487,7.053283298,8.352988904,5.988450561,5.675351424,4.526728806,7.243006489,10
KHDRBS1,-0.217892573,3.676977888,-1.132881639,0.296161667,0.880501693,-5.07566541,-1.16362856,14.01137078,18.89357921,17.10944655,18.70520936,12.22963676,15.77708758,10.96059655,15.38170631,13.20887568,15.11842546,11.929312,9.5
EEF2,0.307349422,4.592940623,1.163208226,0.270594667,0.880510102,-5.066626839,1.244866809,16.2282102,28.87366786,23.93682481,19.13446046,38.20944676,49.77185852,25.61566962,41.08112409,24.32651317,25.21796044,21.24910608,9.5
RMDN1,0.073771461,2.387672272,0.446533074,0.319373122,0.880520987,-5.030052874,0.062585835,3.31092117,6.71518927,6.246883082,5.40461779,6.038266892,4.41370364,8.53136056,7.575830408,4.030980775,5.441760153,6.240003857,7.5
