,,,,,,,,,PCYT2,,,,,,,,,,,LAT,,,IGLV4-3,,,,
,,,,,,,,,RGL2,,,,,,,,,,,KCNMB3,,,IGLV2-23,,,,
,,,,,,,,,RAB13,,,,,,,,,,,BRPF3,,,IGLV1-44,,,,
,,,,,,,,,RAB27B,,,,,,,,,,,KCNMB4,,,IGKV4-1,,,,
,,,,,,,,,RAN,,,,,,,,,,,SCG3,,,TBK1,,,,
,,,,,,,,,RANGAP1,,,,,,,,,,,RACGAP1,,,CD274,,,,
,,,,,,,,,RARRES3,,,,,,,,,,,EHD3,,,BLNK,,,,
,,,,,,,,,RB1,,,,,,,,,,,EHD2,,,ICOS,,,,
,,,,,,,,,RBBP4,,,,,,,,,,,AK3,,,PIK3R4,,,,
,,,,,,,,,RBP4,,,,,,,,,,,F11R,,,TRAT1,,,,
,,,,,,,,,RELA,,,,,,,,,,,PDE11A,,,IRAK4,,,,
,,,,,,,,,RELB,,,,,,,,,,,GP6,,,HERC5,,,,
,,,,,,,,,RGS2,,,,,,,,,,,PHF21A,,,TLR7,,,,
,,,,,,,,,RGS4,,,,,,,,,,,ANGPT4,,,ECSIT,,,,
,,,,,,,,,RNASE1,,,,,,,,,,,CD244,,,TLR8,,,,
,,,,,,,,,BRD2,,,,,,,,,,,GNG13,,,IP6K2,,,,
,,,,,,,,,RNF5,,,,,,,,,,,TREM1,,,EVL,,,,
,,,,,,,,,RNH1,,,,,,,,,,,GNG2,,,TLR9,,,,
,,,,,,,,,RPL5,,,,,,,,,,,APBB1IP,,,TOLLIP,,,,
,,,,,,,,,RPL18,,,,,,,,,,,SIRPG,,,XAF1,,,,
,,,,,,,,,RPS3,,,,,,,,,,,LRRC16A,,,RNF125,,,,
,,,,,,,,,RRAS,,,,,,,,,,,DOCK10,,,OTUD5,,,,
,,,,,,,,,RYR1,,,,,,,,,,,MFN1,,,ENAH,,,,
,,,,,,,,,S100A1,,,,,,,,,,,GNG12,,,PAG1,,,,
,,,,,,,,,S100A4,,,,,,,,,,,SLC7A10,,,CRTAM,,,,
,,,,,,,,,S100A10,,,,,,,,,,,KIF15,,,PELI2,,,,
,,,,,,,,,SAT1,,,,,,,,,,,TRPC7,,,PELI1,,,,
,,,,,,,,,CLEC11A,,,,,,,,,,,CD177,,,MAVS,,,,
,,,,,,,,,CCL2,,,,,,,,,,,DOCK6,,,TRIB3,,,,
,,,,,,,,,CCL7,,,,,,,,,,,JAM2,,,SIGIRR,,,,
,,,,,,,,,CCL8,,,,,,,,,,,GNB4,,,NOD2,,,,
,,,,,,,,,CCL13,,,,,,,,,,,RBSN,,,IFIH1,,,,
,,,,,,,,,CXCL6,,,,,,,,,,,KIF9,,,RBSN,,,,
,,,,,,,,,SDC4,,,,,,,,,,,P2RY12,,,MLST8,,,,
,,,,,,,,,SDCBP,,,,,,,,,,,KLC2,,,MAPKAP1,,,,
,,,,,,,,,SEPP1,,,,,,,,,,,DOCK5,,,DHX58,,,,
,,,,,,,,,SFRP1,,,,,,,,,,,DOCK8,,,TNIP2,,,,
,,,,,,,,,SFRP4,,,,,,,,,,,CABLES2,,,ULBP3,,,,
,,,,,,,,,SCG5,,,,,,,,,,,KIF18A,,,NLRX1,,,,
,,,,,,,,,SH3BP2,,,,,,,,,,,JAM3,,,SIKE1,,,,
,,,,,,,,,SKI,,,,,,,,,,,KIF2B,,,ULBP2,,,,
,,,,,,,,,SLC5A5,,,,,,,,,,,ORAI1,,,ULBP1,,,,
,,,,,,,,,SLC20A1,,,,,,,,,,,DOCK7,,,PDCD1LG2,,,,
,,,,,,,,,SLIT3,,,,,,,,,,,KLC4,,,TLR10,,,,
,,,,,,,,,SLPI,,,,,,,,,,,ESAM,,,ITCH,,,,
,,,,,,,,,SNAI2,,,,,,,,,,,CABLES1,,,NLRC5,,,,
,,,,,,,,,SMARCA1,,,,,,,,,,,GNG8,,,RNF135,,,,
,,,,,,,,,SOD1,,,,,,,,,,,AMICA1,,,CARD11,,,,
,,,,,,,,,SOD3,,,,,,,,,,,DOCK11,,,TIRAP,,,,
,,,,,,,,,SPI1,,,,,,,,,,,GATA5,,,GBP4,,,,
,,,,,,,,,SPINK2,,,,,,,,,,,SIRPA,,,GBP5,,,,
,,,,,,,,,SPTA1,,,,,,,,,,,PIK3R6,,,THEM4,,,,
,,,,,,,,,SREBF1,,,,,,,,,,,KLC3,,,AMICA1,,,,
,,,,,,,,,SREBF2,,,,,,,,,,,DGKH,,,CD200R1,,,,
,,,,,,,,,SST,,,,,,,,,,,ZFPM1,,,RAET1E,,,,
,,,,,,,,,ST14,,,,,,,,,,,JMJD1C,,,TICAM1,,,,
,,,,,,,,,STAT5B,,,,,,,,,,,DAGLB,,,BTLA,,,,
,,,,,,,,,STC1,,,,,,,,,,,POTEKP,,,GBP6,,,,
,,,,,,,,,SULT1E1,,,,,,,,,,,,,,PELI3,,,,
,,,,,,,,,SUV39H1,,,,,,,,,,,,,,RICTOR,,,,
,,,,,,,,,SVIL,,,,,,,,,,,,,,TAB3,,,,
,,,,,,,,,TAP1,,,,,,,,,,,,,,TICAM2,,,,
,,,,,,,,,TBX3,,,,,,,,,,,,,,KIR2DS2,,,,
,,,,,,,,,TCF21,,,,,,,,,,,,,,,,,,
,,,,,,,,,TF,,,,,,,,,,,,,,,,,,
,,,,,,,,,TFAP2A,,,,,,,,,,,,,,,,,,
,,,,,,,,,TFCP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,NR2F2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TFDP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TFPI,,,,,,,,,,,,,,,,,,
,,,,,,,,,TG,,,,,,,,,,,,,,,,,,
,,,,,,,,,TGFB1,,,,,,,,,,,,,,,,,,
,,,,,,,,,TGFB2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TGFB3,,,,,,,,,,,,,,,,,,
,,,,,,,,,TGFBR2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TGFBR3,,,,,,,,,,,,,,,,,,
,,,,,,,,,THBD,,,,,,,,,,,,,,,,,,
,,,,,,,,,TIMP3,,,,,,,,,,,,,,,,,,
,,,,,,,,,TSPAN6,,,,,,,,,,,,,,,,,,
,,,,,,,,,TNFAIP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TNFAIP3,,,,,,,,,,,,,,,,,,
,,,,,,,,,TNFRSF1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,TOP2A,,,,,,,,,,,,,,,,,,
,,,,,,,,,TPD52,,,,,,,,,,,,,,,,,,
,,,,,,,,,TPO,,,,,,,,,,,,,,,,,,
,,,,,,,,,TXNRD1,,,,,,,,,,,,,,,,,,
,,,,,,,,,UBE2D2,,,,,,,,,,,,,,,,,,
,,,,,,,,,UBE2E1,,,,,,,,,,,,,,,,,,
,,,,,,,,,UBE2G2,,,,,,,,,,,,,,,,,,
,,,,,,,,,UGCG,,,,,,,,,,,,,,,,,,
,,,,,,,,,UNG,,,,,,,,,,,,,,,,,,
,,,,,,,,,VBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,VCAM1,,,,,,,,,,,,,,,,,,
,,,,,,,,,VEGFA,,,,,,,,,,,,,,,,,,
,,,,,,,,,VIL1,,,,,,,,,,,,,,,,,,
,,,,,,,,,VIM,,,,,,,,,,,,,,,,,,
,,,,,,,,,VTN,,,,,,,,,,,,,,,,,,
,,,,,,,,,WEE1,,,,,,,,,,,,,,,,,,
,,,,,,,,,SF1,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZBTB14,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF711,,,,,,,,,,,,,,,,,,
,,,,,,,,,CNBP,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF74,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF137P,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF142,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF143,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZSCAN9,,,,,,,,,,,,,,,,,,
,,,,,,,,,CSDE1,,,,,,,,,,,,,,,,,,
,,,,,,,,,PAX8,,,,,,,,,,,,,,,,,,
,,,,,,,,,SCG2,,,,,,,,,,,,,,,,,,
,,,,,,,,,TFPI2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF212,,,,,,,,,,,,,,,,,,
,,,,,,,,,STAM,,,,,,,,,,,,,,,,,,
,,,,,,,,,FOSL1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CUL5,,,,,,,,,,,,,,,,,,
,,,,,,,,,GDF5,,,,,,,,,,,,,,,,,,
,,,,,,,,,NCOA3,,,,,,,,,,,,,,,,,,
,,,,,,,,,C21orf33,,,,,,,,,,,,,,,,,,
,,,,,,,,,KDM5C,,,,,,,,,,,,,,,,,,
,,,,,,,,,AXIN2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CDC7,,,,,,,,,,,,,,,,,,
,,,,,,,,,FZD7,,,,,,,,,,,,,,,,,,
,,,,,,,,,HIST1H2AI,,,,,,,,,,,,,,,,,,
,,,,,,,,,SLC25A11,,,,,,,,,,,,,,,,,,
,,,,,,,,,SRPX,,,,,,,,,,,,,,,,,,
,,,,,,,,,NCK2,,,,,,,,,,,,,,,,,,
,,,,,,,,,RAE1,,,,,,,,,,,,,,,,,,
,,,,,,,,,RGS5,,,,,,,,,,,,,,,,,,
,,,,,,,,,PPFIBP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CNTNAP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,COPS3,,,,,,,,,,,,,,,,,,
,,,,,,,,,PIR,,,,,,,,,,,,,,,,,,
,,,,,,,,,MADD,,,,,,,,,,,,,,,,,,
,,,,,,,,,PPAP2B,,,,,,,,,,,,,,,,,,
,,,,,,,,,STC2,,,,,,,,,,,,,,,,,,
,,,,,,,,,SKAP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,AKR1C3,,,,,,,,,,,,,,,,,,
,,,,,,,,,SOCS1,,,,,,,,,,,,,,,,,,
,,,,,,,,,PDE5A,,,,,,,,,,,,,,,,,,
,,,,,,,,,B3GALNT1,,,,,,,,,,,,,,,,,,
,,,,,,,,,B3GALT2,,,,,,,,,,,,,,,,,,
,,,,,,,,,MBTPS1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CTNNAL1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CRADD,,,,,,,,,,,,,,,,,,
,,,,,,,,,TNFSF10,,,,,,,,,,,,,,,,,,
,,,,,,,,,TNFRSF10A,,,,,,,,,,,,,,,,,,
,,,,,,,,,CREG1,,,,,,,,,,,,,,,,,,
,,,,,,,,,FGF18,,,,,,,,,,,,,,,,,,
,,,,,,,,,WISP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CDK5R1,,,,,,,,,,,,,,,,,,
,,,,,,,,,APLN,,,,,,,,,,,,,,,,,,
,,,,,,,,,CDC123,,,,,,,,,,,,,,,,,,
,,,,,,,,,SQSTM1,,,,,,,,,,,,,,,,,,
,,,,,,,,,FUBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CDC16,,,,,,,,,,,,,,,,,,
,,,,,,,,,CCNA1,,,,,,,,,,,,,,,,,,
,,,,,,,,,SELENBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,NOL3,,,,,,,,,,,,,,,,,,
,,,,,,,,,GPRC5A,,,,,,,,,,,,,,,,,,
,,,,,,,,,CLDN8,,,,,,,,,,,,,,,,,,
,,,,,,,,,CLDN1,,,,,,,,,,,,,,,,,,
,,,,,,,,,DIRAS3,,,,,,,,,,,,,,,,,,
,,,,,,,,,UNC119,,,,,,,,,,,,,,,,,,
,,,,,,,,,MTMR4,,,,,,,,,,,,,,,,,,
,,,,,,,,,MTA1,,,,,,,,,,,,,,,,,,
,,,,,,,,,RQCD1,,,,,,,,,,,,,,,,,,
,,,,,,,,,P2RX6,,,,,,,,,,,,,,,,,,
,,,,,,,,,CCNB2,,,,,,,,,,,,,,,,,,
,,,,,,,,,SYNGR2,,,,,,,,,,,,,,,,,,
,,,,,,,,,NEMF,,,,,,,,,,,,,,,,,,
,,,,,,,,,TMSB10,,,,,,,,,,,,,,,,,,
,,,,,,,,,VAPB,,,,,,,,,,,,,,,,,,
,,,,,,,,,PTTG1,,,,,,,,,,,,,,,,,,
,,,,,,,,,MAPKAPK2,,,,,,,,,,,,,,,,,,
,,,,,,,,,STK17B,,,,,,,,,,,,,,,,,,
,,,,,,,,,SLC22A6,,,,,,,,,,,,,,,,,,
,,,,,,,,,CIAO1,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARHGAP29,,,,,,,,,,,,,,,,,,
,,,,,,,,,MED27,,,,,,,,,,,,,,,,,,
,,,,,,,,,MED7,,,,,,,,,,,,,,,,,,
,,,,,,,,,AIM2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ADAMTS1,,,,,,,,,,,,,,,,,,
,,,,,,,,,LITAF,,,,,,,,,,,,,,,,,,
,,,,,,,,,GDF15,,,,,,,,,,,,,,,,,,
,,,,,,,,,TP53I3,,,,,,,,,,,,,,,,,,
,,,,,,,,,BRE,,,,,,,,,,,,,,,,,,
,,,,,,,,,NCOR2,,,,,,,,,,,,,,,,,,
,,,,,,,,,IKBKE,,,,,,,,,,,,,,,,,,
,,,,,,,,,PPM1F,,,,,,,,,,,,,,,,,,
,,,,,,,,,KIAA0100,,,,,,,,,,,,,,,,,,
,,,,,,,,,USP6NL,,,,,,,,,,,,,,,,,,
,,,,,,,,,DHX38,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARNT2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CLEC2B,,,,,,,,,,,,,,,,,,
,,,,,,,,,HNRNPDL,,,,,,,,,,,,,,,,,,
,,,,,,,,,SCO2,,,,,,,,,,,,,,,,,,
,,,,,,,,,GNPDA1,,,,,,,,,,,,,,,,,,
,,,,,,,,,KCNE3,,,,,,,,,,,,,,,,,,
,,,,,,,,,TANK,,,,,,,,,,,,,,,,,,
,,,,,,,,,SCAMP3,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF263,,,,,,,,,,,,,,,,,,
,,,,,,,,,CELA3A,,,,,,,,,,,,,,,,,,
,,,,,,,,,TOB1,,,,,,,,,,,,,,,,,,
,,,,,,,,,FARP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,LHFPL2,,,,,,,,,,,,,,,,,,
,,,,,,,,,LHFP,,,,,,,,,,,,,,,,,,
,,,,,,,,,PSMD14,,,,,,,,,,,,,,,,,,
,,,,,,,,,LRRC23,,,,,,,,,,,,,,,,,,
,,,,,,,,,SPRY1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CNKSR1,,,,,,,,,,,,,,,,,,
,,,,,,,,,DENND4A,,,,,,,,,,,,,,,,,,
,,,,,,,,,SIGMAR1,,,,,,,,,,,,,,,,,,
,,,,,,,,,CWC27,,,,,,,,,,,,,,,,,,
,,,,,,,,,SAP18,,,,,,,,,,,,,,,,,,
,,,,,,,,,LILRB2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CITED2,,,,,,,,,,,,,,,,,,
,,,,,,,,,SEMA3A,,,,,,,,,,,,,,,,,,
,,,,,,,,,TUBA1B,,,,,,,,,,,,,,,,,,
,,,,,,,,,IRF9,,,,,,,,,,,,,,,,,,
,,,,,,,,,NDC80,,,,,,,,,,,,,,,,,,
,,,,,,,,,PRMT5,,,,,,,,,,,,,,,,,,
,,,,,,,,,FAM3C,,,,,,,,,,,,,,,,,,
,,,,,,,,,GPNMB,,,,,,,,,,,,,,,,,,
,,,,,,,,,FST,,,,,,,,,,,,,,,,,,
,,,,,,,,,HMGN4,,,,,,,,,,,,,,,,,,
,,,,,,,,,STK25,,,,,,,,,,,,,,,,,,
,,,,,,,,,CHERP,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARL6IP5,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARPC1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,AGPAT1,,,,,,,,,,,,,,,,,,
,,,,,,,,,RPP38,,,,,,,,,,,,,,,,,,
,,,,,,,,,CCT7,,,,,,,,,,,,,,,,,,
,,,,,,,,,NPC2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ST6GALNAC2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARID3B,,,,,,,,,,,,,,,,,,
,,,,,,,,,TXNIP,,,,,,,,,,,,,,,,,,
,,,,,,,,,SPINT2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PMVK,,,,,,,,,,,,,,,,,,
,,,,,,,,,KHDRBS3,,,,,,,,,,,,,,,,,,
,,,,,,,,,CELF2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PLK2,,,,,,,,,,,,,,,,,,
,,,,,,,,,IQGAP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,WASF3,,,,,,,,,,,,,,,,,,
,,,,,,,,,CCL27,,,,,,,,,,,,,,,,,,
,,,,,,,,,PGRMC1,,,,,,,,,,,,,,,,,,
,,,,,,,,,FGL2,,,,,,,,,,,,,,,,,,
,,,,,,,,,FASTK,,,,,,,,,,,,,,,,,,
,,,,,,,,,RALBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,PDIA5,,,,,,,,,,,,,,,,,,
,,,,,,,,,GCN1,,,,,,,,,,,,,,,,,,
,,,,,,,,,SLC27A4,,,,,,,,,,,,,,,,,,
,,,,,,,,,BTN2A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,GLMN,,,,,,,,,,,,,,,,,,
,,,,,,,,,RASSF1,,,,,,,,,,,,,,,,,,
,,,,,,,,,AKAP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,GALNT5,,,,,,,,,,,,,,,,,,
,,,,,,,,,STK38,,,,,,,,,,,,,,,,,,
,,,,,,,,,NID2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PHLDA1,,,,,,,,,,,,,,,,,,
,,,,,,,,,DKK1,,,,,,,,,,,,,,,,,,
,,,,,,,,,KIF1B,,,,,,,,,,,,,,,,,,
,,,,,,,,,GGA3,,,,,,,,,,,,,,,,,,
,,,,,,,,,PLCL2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ADGRL2,,,,,,,,,,,,,,,,,,
,,,,,,,,,SASH1,,,,,,,,,,,,,,,,,,
,,,,,,,,,EXOSC2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZFPM2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PHF3,,,,,,,,,,,,,,,,,,
,,,,,,,,,RPL13A,,,,,,,,,,,,,,,,,,
,,,,,,,,,AMACR,,,,,,,,,,,,,,,,,,
,,,,,,,,,SSBP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,LY96,,,,,,,,,,,,,,,,,,
,,,,,,,,,FLRT1,,,,,,,,,,,,,,,,,,
,,,,,,,,,NAT6,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARHGEF16,,,,,,,,,,,,,,,,,,
,,,,,,,,,PDLIM3,,,,,,,,,,,,,,,,,,
,,,,,,,,,USP25,,,,,,,,,,,,,,,,,,
,,,,,,,,,UQCR10,,,,,,,,,,,,,,,,,,
,,,,,,,,,ICOS,,,,,,,,,,,,,,,,,,
,,,,,,,,,SNX10,,,,,,,,,,,,,,,,,,
,,,,,,,,,SLC40A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,EHD3,,,,,,,,,,,,,,,,,,
,,,,,,,,,STOML2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARHGEF3,,,,,,,,,,,,,,,,,,
,,,,,,,,,HEBP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,SIDT2,,,,,,,,,,,,,,,,,,
,,,,,,,,,CPA4,,,,,,,,,,,,,,,,,,
,,,,,,,,,SHISA5,,,,,,,,,,,,,,,,,,
,,,,,,,,,GOLM1,,,,,,,,,,,,,,,,,,
,,,,,,,,,ARMCX1,,,,,,,,,,,,,,,,,,
,,,,,,,,,PLA1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,HACD3,,,,,,,,,,,,,,,,,,
,,,,,,,,,ACKR4,,,,,,,,,,,,,,,,,,
,,,,,,,,,PCF11,,,,,,,,,,,,,,,,,,
,,,,,,,,,LSR,,,,,,,,,,,,,,,,,,
,,,,,,,,,RBMX2,,,,,,,,,,,,,,,,,,
,,,,,,,,,SUFU,,,,,,,,,,,,,,,,,,
,,,,,,,,,OAZ3,,,,,,,,,,,,,,,,,,
,,,,,,,,,GHRL,,,,,,,,,,,,,,,,,,
,,,,,,,,,CD244,,,,,,,,,,,,,,,,,,
,,,,,,,,,MYOZ2,,,,,,,,,,,,,,,,,,
,,,,,,,,,FTHL17,,,,,,,,,,,,,,,,,,
,,,,,,,,,CROT,,,,,,,,,,,,,,,,,,
,,,,,,,,,PDP1,,,,,,,,,,,,,,,,,,
,,,,,,,,,DDX43,,,,,,,,,,,,,,,,,,
,,,,,,,,,CDK5RAP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF395,,,,,,,,,,,,,,,,,,
,,,,,,,,,C8orf4,,,,,,,,,,,,,,,,,,
,,,,,,,,,AKR1B10,,,,,,,,,,,,,,,,,,
,,,,,,,,,ANKMY2,,,,,,,,,,,,,,,,,,
,,,,,,,,,ADGRG6,,,,,,,,,,,,,,,,,,
,,,,,,,,,STAMBPL1,,,,,,,,,,,,,,,,,,
,,,,,,,,,SQRDL,,,,,,,,,,,,,,,,,,
,,,,,,,,,NFKBIZ,,,,,,,,,,,,,,,,,,
,,,,,,,,,C19orf57,,,,,,,,,,,,,,,,,,
,,,,,,,,,RABEP2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PLEKHO2,,,,,,,,,,,,,,,,,,
,,,,,,,,,PDGFD,,,,,,,,,,,,,,,,,,
,,,,,,,,,PUS1,,,,,,,,,,,,,,,,,,
,,,,,,,,,COL18A1,,,,,,,,,,,,,,,,,,
,,,,,,,,,COLEC12,,,,,,,,,,,,,,,,,,
,,,,,,,,,DOCK8,,,,,,,,,,,,,,,,,,
,,,,,,,,,TCF7L1,,,,,,,,,,,,,,,,,,
,,,,,,,,,RASSF5,,,,,,,,,,,,,,,,,,
,,,,,,,,,TBC1D10A,,,,,,,,,,,,,,,,,,
,,,,,,,,,PARD6B,,,,,,,,,,,,,,,,,,
,,,,,,,,,FOXQ1,,,,,,,,,,,,,,,,,,
,,,,,,,,,OSBPL1A,,,,,,,,,,,,,,,,,,
,,,,,,,,,ZNF488,,,,,,,,,,,,,,,,,,
,,,,,,,,,ANKRD22,,,,,,,,,,,,,,,,,,
,,,,,,,,,AGR3,,,,,,,,,,,,,,,,,,
,,,,,,,,,RDH10,,,,,,,,,,,,,,,,,,
,,,,,,,,,TUBB,,,,,,,,,,,,,,,,,,
,,,,,,,,,RTKN2,,,,,,,,,,,,,,,,,,
