"","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000265682",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265683",11,20,21,107,10,18,22,43,30,24,29,54,0,2
"ENSG00000265684",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265686",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265688",16,11,12,21,19,18,0,1,12,10,7,8,2,3
"ENSG00000265689",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265691",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265692",5,8,12,17,13,11,7,111,9,15,6,12,0,30
"ENSG00000265693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265694",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265695",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265696",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265697",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265698",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000265699",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265702",0,5,3,0,0,13,0,0,2,2,0,1,1,33
"ENSG00000265705",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265708",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265709",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265711",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265712",0,1,0,1,0,0,0,0,2,0,0,0,0,0
"ENSG00000265713",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265714",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265717",12,9,3,3,6,4,15,0,1,4,6,5,0,0
"ENSG00000265719",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265722",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265724",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265725",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265727",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265728",239,194,207,164,87,69,257,106,285,227,65,56,274,208
"ENSG00000265730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265733",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265734",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265735",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265736",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265737",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265739",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265743",0,9,1,3,0,1,0,1,0,1,1,1,25,0
"ENSG00000265744",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265745",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265746",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265749",65,72,36,58,75,110,135,94,108,92,41,50,116,92
"ENSG00000265750",27,22,18,16,4,16,2,32,14,25,28,20,5,23
"ENSG00000265751",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265752",118,157,38,158,72,140,121,116,97,236,29,113,261,48
"ENSG00000265753",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265758",2,0,4,0,6,4,1,5,2,0,4,6,6,4
"ENSG00000265759",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265763",167,182,292,524,197,438,327,595,338,413,358,442,210,393
"ENSG00000265764",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265766",11,11,63,71,41,5,5,3,20,24,46,47,79,31
"ENSG00000265767",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265768",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265771",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265774",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265775",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265776",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265777",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265778",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265781",31,45,57,40,30,22,2,8,57,72,62,50,55,183
"ENSG00000265783",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265784",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265786",74,34,225,185,99,34,153,130,150,58,339,207,33,48
"ENSG00000265787",60,129,161,329,274,373,271,661,186,241,201,251,172,344
"ENSG00000265788",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265789",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265791",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265793",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265794",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265798",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265799",2,1,1,1,0,2,5,2,2,4,9,5,2,4
"ENSG00000265800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265801",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265802",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265804",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265806",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265808",991,950,1451,1424,1025,874,1117,1568,1543,1303,1317,1117,635,688
"ENSG00000265810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265812",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265813",0,0,1,0,0,0,9,0,1,0,0,0,0,0
"ENSG00000265814",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265815",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265817",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265818",143,134,182,322,140,143,264,302,157,196,234,208,178,160
"ENSG00000265819",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265822",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265827",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265828",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265829",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265831",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265833",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265835",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265836",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000265837",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265841",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265843",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000265844",41,98,154,367,234,292,418,191,84,96,104,174,163,103
"ENSG00000265845",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265846",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265847",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265848",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265853",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265855",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265856",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265858",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265859",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265861",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265863",0,0,1,0,0,0,0,1,1,3,1,0,0,0
"ENSG00000265864",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265865",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265866",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265867",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265869",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265871",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265872",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265873",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265874",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265875",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265878",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265879",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265881",8,12,30,34,8,26,1,46,35,41,19,32,5,30
"ENSG00000265882",0,0,1,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000265883",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265885",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000265888",32,45,76,236,63,157,113,205,61,129,80,154,34,115
"ENSG00000265889",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265891",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265892",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265893",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265894",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000265897",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265898",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265899",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265902",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265904",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265905",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265907",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265908",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265911",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265912",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265916",3,7,2,1,2,1,0,3,1,1,0,1,2,7
"ENSG00000265917",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265918",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265919",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265924",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265927",8,0,2,0,0,3,0,0,0,0,1,3,0,0
"ENSG00000265929",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265931",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265932",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265933",3,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265934",0,0,1,1,1,2,14,3,0,0,1,0,3,2
"ENSG00000265935",0,0,0,0,0,0,0,0,1,0,0,0,0,30
"ENSG00000265936",0,0,0,0,1,0,5,3,1,0,0,2,1,1
"ENSG00000265939",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265942",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265943",12,4,10,13,19,10,3,9,10,12,18,15,9,8
"ENSG00000265944",35,24,31,49,18,53,23,34,55,76,42,81,14,70
"ENSG00000265946",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265948",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265954",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265956",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265957",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265959",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265961",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265962",77,70,82,51,56,62,65,299,106,91,111,74,23,34
"ENSG00000265964",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265965",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265967",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265971",0,2,2,5,1,0,15,0,8,5,3,4,4,0
"ENSG00000265972",41,57,33,42,17,55,187,118,69,104,71,71,67,11
"ENSG00000265973",102,59,24,62,26,86,141,24,108,197,28,32,183,374
"ENSG00000265975",0,0,2,0,0,3,0,1,3,0,0,0,0,0
"ENSG00000265976",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265978",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265979",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265980",10,17,7,102,2,81,27,107,10,66,8,52,18,20
"ENSG00000265981",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265982",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265984",10,7,7,2,7,4,0,12,9,11,3,2,0,0
"ENSG00000265985",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265986",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265987",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265991",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265992",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265993",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265994",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265995",3,1,4,7,6,8,26,23,2,12,7,5,9,10
"ENSG00000265996",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266002",11,15,45,22,32,11,57,34,44,22,54,26,31,23
"ENSG00000266003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266013",0,0,0,0,0,0,2,0,1,0,0,0,0,0
"ENSG00000266014",22,20,3,6,10,3,0,2,5,1,9,6,2,3
"ENSG00000266015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266016",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266017",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266018",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266028",5556,6929,5416,10410,5600,8554,10030,13646,6058,7685,4840,6336,4587,6890
"ENSG00000266029",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266036",0,0,0,0,1,3,5,0,0,1,0,0,4,0
"ENSG00000266038",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266039",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266041",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266042",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266043",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266044",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266047",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266048",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266049",70,74,91,111,71,71,170,31,79,77,62,57,80,29
"ENSG00000266050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266051",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266052",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266053",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266055",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266058",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266059",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266061",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266065",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000266066",9,11,19,15,14,19,18,34,7,10,12,12,11,21
"ENSG00000266069",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266071",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266072",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266073",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266074",700,571,649,841,719,623,708,947,694,967,794,745,465,765
"ENSG00000266075",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266076",1832,2236,2113,2559,2784,2892,3386,2456,3484,2989,2031,2266,2056,2578
"ENSG00000266077",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266078",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266082",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266083",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266085",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266086",1369,1150,2284,2571,1693,1541,2259,2485,1600,1437,1896,1850,852,1060
"ENSG00000266088",3,0,2,0,0,3,1,1,0,0,0,1,0,2
"ENSG00000266090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266094",1406,1730,1233,2102,1230,1336,1197,1870,1393,1459,940,947,1959,2069
"ENSG00000266097",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266099",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266101",2,2,5,2,4,2,12,0,1,2,4,2,5,0
"ENSG00000266102",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266104",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266105",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000266106",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266108",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266109",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266111",5,13,37,82,52,36,74,17,14,27,34,31,25,56
"ENSG00000266112",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266117",2,2,2,3,5,5,3,2,5,1,9,4,2,2
"ENSG00000266120",55,43,53,69,36,55,47,30,70,49,28,38,5,53
"ENSG00000266121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266129",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266133",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266139",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266144",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266146",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266148",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266149",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266151",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266154",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266155",33,37,169,229,51,56,78,65,22,40,22,45,71,7
"ENSG00000266156",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266158",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266162",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266163",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266166",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266168",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266171",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266174",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266176",9,11,11,19,23,37,16,3,22,23,6,14,80,7
"ENSG00000266179",0,0,0,2,2,0,2,1,1,0,0,1,6,0
"ENSG00000266180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266181",7,4,0,0,0,6,3,0,4,4,3,1,0,0
"ENSG00000266183",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266184",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266185",3,1,3,1,1,3,1,0,1,0,1,6,7,0
"ENSG00000266186",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266187",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266188",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266189",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266192",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266193",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266194",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266195",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266196",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266200",1,3,1,1,0,1,2,0,0,0,0,1,0,0
"ENSG00000266201",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266202",213,101,930,1622,1287,1696,2315,2202,413,302,2089,2594,815,817
"ENSG00000266203",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266204",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266205",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266206",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266207",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266208",12,5,5,7,15,13,0,13,3,20,12,10,1,1
"ENSG00000266209",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266210",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000266211",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266213",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266215",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266216",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266217",2,0,1,0,3,11,11,52,3,2,4,0,0,0
"ENSG00000266218",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266224",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266227",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266228",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266229",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266232",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266233",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266235",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266237",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266239",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266241",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266242",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266243",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266244",0,0,0,0,0,0,0,0,0,0,0,0,0,0
