GeneID,1-TDPneg,2-TDPneg,3-TDPneg,4-TDPneg,5-TDPneg,6-TDPneg,7-TDPneg,1-TDPpos,2-TDPpos,3-TDPpos,4-TDPpos,5-TDPpos,6-TDPpos,7-TDPpos
ENSG00000011485,1287,1497,1668,2911,1387,1473,1333,1428,2214,1940,3635,1602,1696,1538
ENSG00000011523,281,602,516,711,492,543,753,331,984,581,1417,444,586,460
ENSG00000011566,14076,17992,15610,19585,19655,21286,18078,13152,18158,13676,20101,16919,17379,17778
ENSG00000011590,227,322,332,395,165,217,113,206,490,238,417,175,198,330
ENSG00000011600,0,1,0,7,4,2,0,9,4,4,3,3,4,0
ENSG00000011638,84,117,80,248,117,113,154,89,164,89,294,102,94,84
ENSG00000011677,3656,5223,5010,6577,5482,5607,4734,4550,4761,3773,5685,5361,3662,4032
ENSG00000012048,114,160,137,198,238,128,76,142,189,284,237,217,230,257
ENSG00000012061,874,1036,2056,1665,971,955,1187,732,931,1469,984,707,659,559
ENSG00000012124,32,6,21,716,23,22,46,24,37,36,27,27,29,11
ENSG00000012171,8,7,38,68,9,13,11,12,10,30,36,20,13,36
ENSG00000012174,462,826,893,1219,909,1388,607,393,1304,1250,1270,668,1458,835
ENSG00000012211,16,2,12,2,13,6,13,10,7,18,1,10,2,108
ENSG00000012223,4,14,10,24,9,11,3,4,15,3,94,9,11,2
ENSG00000012232,2440,2525,2426,2627,2616,2150,1258,2946,4623,3567,4074,3113,2525,2370
ENSG00000012504,2,1,4,21,2,3,0,16,32,22,30,17,19,13
ENSG00000012660,2986,2471,3062,2740,2946,2280,2435,3501,3599,3064,2946,3228,2434,3381
ENSG00000012779,1,1,0,0,0,0,1,2,0,0,0,0,0,1
ENSG00000012817,8,6082,5,5,5190,6509,2522,17,6967,2,5,4368,6325,3074
ENSG00000012822,3162,3347,4266,4734,3363,3440,2899,2812,4299,3920,6446,4120,3383,3538
ENSG00000012963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012983,9807,10802,10440,10095,12309,14110,9941,8565,10272,8482,9557,10119,11087,10353
ENSG00000013016,2527,3213,3546,4746,2720,2786,2564,2150,3957,3285,5772,2287,2371,2032
ENSG00000013275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013288,1180,1096,1688,2063,1850,1731,1034,916,1129,1180,1411,1509,1338,945
ENSG00000013293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013297,437,891,869,4605,977,1073,1173,559,1189,966,1700,1151,990,1128
ENSG00000013306,418,446,534,344,370,351,483,354,514,449,633,480,363,506
ENSG00000013364,367,654,756,914,437,589,484,67,48,60,42,67,96,105
ENSG00000013374,1309,1490,1281,2518,1833,1591,1269,1102,1699,1347,1862,1603,1430,1608
ENSG00000013375,972,1393,981,1329,1537,1288,688,851,1579,773,1621,1126,1100,634
ENSG00000013392,349,415,394,372,579,376,155,456,600,433,696,590,454,402
ENSG00000013441,2217,3795,2105,2148,3440,2630,1489,1834,3411,2065,2069,3251,2451,1879
ENSG00000013503,2008,3653,3176,3271,3128,3200,2391,2189,4455,3266,4112,3391,3168,3058
ENSG00000013523,1027,2108,2515,2609,1358,2741,2171,781,2196,1743,2362,992,1662,1755
ENSG00000013561,192,340,273,286,309,254,175,200,381,311,315,251,225,121
ENSG00000013563,17,63,45,108,20,85,34,23,49,43,92,17,65,22
ENSG00000013573,109,136,90,152,36,56,183,118,220,180,347,89,79,294
ENSG00000013583,216,274,364,420,365,350,226,245,367,245,295,332,209,269
ENSG00000013588,100,175,472,225,142,184,244,8,13,18,10,28,11,35
ENSG00000013619,3021,3404,3915,4185,3188,2833,3990,4286,7238,6467,9050,4043,4405,5496
ENSG00000013725,108,166,388,170,118,93,229,45,133,253,170,71,98,177
ENSG00000013810,168,159,212,77,231,162,283,258,236,292,82,333,182,265
ENSG00000014123,617,1163,812,1464,1287,1585,532,700,1774,962,1949,1382,1661,845
ENSG00000014138,395,515,547,868,673,702,670,356,461,529,712,594,522,374
ENSG00000014164,1099,1019,1265,1351,1327,1017,676,1038,1097,950,1056,1209,803,643
ENSG00000014216,710,899,800,1339,819,758,671,787,1187,815,1639,942,853,792
ENSG00000014257,14,11,9,11,32,26,50,23,34,24,17,51,48,109
ENSG00000014641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000014824,3712,5951,4667,5738,5959,6804,3501,3581,7313,4801,6039,5377,6953,4420
ENSG00000014914,115,238,115,318,210,244,167,107,345,160,557,243,332,159
ENSG00000014919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000015133,769,1045,1081,213,781,1078,1824,144,469,432,387,343,432,714
ENSG00000015153,5973,6042,6896,6482,6104,4933,4005,5534,6251,6219,5388,5582,4564,4694
ENSG00000015171,10743,12524,10562,10767,13802,11974,8604,9477,12886,10436,11177,12252,11279,8828
ENSG00000015285,341,377,369,490,399,436,425,555,627,473,588,586,587,791
ENSG00000015413,8,0,1,0,2,0,7,7,3,3,4,8,3,2
ENSG00000015475,1136,663,849,1108,1052,601,858,1245,1106,1181,1387,1083,691,1168
ENSG00000015520,325,37,32,56,596,97,109,278,12,8,4,412,19,302
ENSG00000015532,445,632,758,725,696,699,721,390,740,694,928,506,600,539
ENSG00000015568,661,763,594,462,1038,841,541,489,672,503,337,659,633,491
ENSG00000015592,2785,3074,4489,8135,4297,4175,4502,2151,4390,4214,6930,3448,3207,2654
ENSG00000015676,6982,8243,7924,9103,8939,7746,5287,6415,9780,7403,11600,7610,6538,4842
ENSG00000016082,1,0,0,0,0,2,0,1,0,3,0,0,1,0
ENSG00000016391,1817,832,897,477,2310,571,1492,2438,871,757,581,2663,664,2130
ENSG00000016402,11,4,0,41,3,0,0,11,29,22,0,23,20,2
ENSG00000016490,6,23,22,24,14,25,8,23,32,22,128,35,35,9
ENSG00000016602,20,29,26,9,11,32,10,18,39,52,62,70,63,49
ENSG00000016864,335,753,661,857,642,507,661,351,864,558,722,594,576,392
ENSG00000017260,7953,9387,7428,8020,11833,10219,4632,7336,9909,6465,8117,9259,8789,6205
ENSG00000017427,359,36,50,942,763,31,259,642,3500,1816,3012,1575,1544,866
ENSG00000017483,94,53,50,97,83,48,92,67,61,74,37,72,67,9
ENSG00000017797,1668,2091,2534,2477,2309,1861,1457,1906,3084,2798,3481,2130,2251,1935
ENSG00000018189,12535,16129,14937,16227,18873,16529,10137,11635,16752,12918,15433,13714,12219,10631
ENSG00000018236,92730,75136,60195,77785,101692,77925,66320,73915,64678,51924,66538,85788,70774,73507
ENSG00000018280,61,24,43,73,42,64,148,25,36,34,9,44,31,19
ENSG00000018408,1342,640,909,1364,1353,695,1221,1422,1170,835,1152,1417,843,1219
ENSG00000018510,3166,3711,3517,4456,3876,3371,2360,3430,4929,3823,4651,3898,3727,2455
ENSG00000018607,26,38,28,15,35,54,50,39,64,62,14,44,56,45
ENSG00000018610,142,317,362,452,205,298,149,176,513,496,468,206,278,338
ENSG00000018625,476,760,1153,695,991,1135,731,575,559,760,674,643,789,545
ENSG00000018699,2129,2579,2846,3271,3101,2436,1693,2296,3273,3164,3700,3217,2485,2466
ENSG00000018869,212,272,237,161,385,242,251,214,357,260,353,327,195,278
ENSG00000019102,537,405,462,267,591,418,266,421,409,401,598,550,386,182
ENSG00000019144,390,292,558,1890,480,246,367,392,774,724,1071,556,675,283
ENSG00000019169,1,6,1,4,8,0,2,3,7,5,2,8,2,1
ENSG00000019186,1,27,34,40,25,69,53,2,11,14,1,12,45,6
ENSG00000019485,1762,2100,1995,2273,2191,2032,1962,1552,2557,2112,2753,1952,1928,1624
ENSG00000019505,4080,4347,3019,5599,4408,3294,3207,3053,6761,3432,7883,4158,3233,3162
ENSG00000019549,110,115,110,453,135,22,44,95,84,46,93,100,35,29
ENSG00000019582,111,56,68,319,124,36,42,74,91,95,286,159,41,52
ENSG00000019991,139,17,27,35,174,34,80,224,817,464,830,672,750,440
ENSG00000019995,1479,2055,1289,1664,2010,1955,751,1432,2272,1204,1550,1968,1728,885
ENSG00000020129,7562,3109,7372,6306,5304,5296,6088,6495,4785,7347,8946,4907,4050,5092
ENSG00000020181,1130,1145,1920,2630,1459,1146,2057,889,1022,1642,1989,1186,899,1287
ENSG00000020219,0,0,0,4,0,1,0,0,0,0,0,0,0,0
ENSG00000020256,1219,1868,2131,3760,1816,1518,2100,1490,3636,3131,4780,2067,2387,3029
ENSG00000020426,15090,26569,20429,21985,20339,24757,13514,16713,26423,20405,24273,18748,23476,15915
ENSG00000020577,4897,3963,4120,6042,5639,2300,4199,7155,11917,8981,10128,8919,5704,7161
ENSG00000020633,0,0,0,0,1,3,0,3,1,10,5,0,2,0
ENSG00000020922,1580,2095,1854,2579,2440,2365,1378,1630,2857,2134,2663,2659,2760,2284
ENSG00000021300,74,100,99,427,118,97,63,109,189,99,494,145,124,64
ENSG00000021355,154,557,275,448,286,406,168,134,462,228,406,218,319,102
ENSG00000021461,159,302,350,241,505,801,503,238,420,453,254,371,704,1170
ENSG00000021488,305,275,470,526,527,234,293,357,287,538,499,468,201,400
ENSG00000021574,2146,2745,3138,4084,2730,2537,2088,2291,4233,4039,4182,2946,3059,2841
ENSG00000021645,207217,237792,131227,144571,204306,241889,173375,197370,223473,144672,169556,214972,266898,203361
ENSG00000021762,1478,1658,1823,1598,1397,1412,1568,1305,2106,1743,2272,1692,1532,1684
ENSG00000021776,3027,4322,3297,4180,4443,4228,2397,2586,5323,3372,4311,3931,4062,2283
ENSG00000021826,649,655,519,948,770,598,650,860,1160,917,1174,1003,1200,540
ENSG00000021852,8,8,1,0,6,6,9,1,10,1,44,9,2,1
ENSG00000022267,3457,3850,3399,4144,3896,3905,3544,2790,4178,3153,5228,3455,3292,3007
ENSG00000022277,380,798,465,491,665,759,415,383,943,543,1008,546,608,676
ENSG00000022355,6936,9660,5917,11466,10874,8348,4372,6922,13462,7541,14878,9228,9235,4780
ENSG00000022556,0,0,0,1,0,0,0,1,0,2,0,0,0,0
ENSG00000022567,3148,2587,2771,2337,2857,1593,2087,2854,3168,2818,2904,2655,1826,3310
ENSG00000022840,1436,2075,1863,1896,1736,2064,970,1355,2536,1748,2368,1456,1580,1159
ENSG00000022976,380,467,631,531,559,584,320,349,565,670,1344,497,601,588
ENSG00000023041,919,1302,1581,1348,1372,1569,955,767,1644,1633,1237,1373,1603,931
ENSG00000023171,12745,12846,14127,18462,12027,12876,9373,11354,17077,14076,19038,11329,12191,10432
ENSG00000023191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000023228,2329,2751,2926,3102,2752,3542,1708,2235,3446,2851,3226,2595,3288,1962
ENSG00000023287,6564,8775,7681,7402,9328,11253,5853,6360,11166,7973,8867,9064,11143,6705
ENSG00000023318,4353,6421,5406,4772,6031,6260,3769,4891,7351,5301,5923,5689,5442,3410
ENSG00000023330,325,428,379,410,326,364,543,323,553,466,883,334,361,366
ENSG00000023445,56,55,22,259,115,39,37,165,188,66,272,356,77,40
ENSG00000023516,8657,11890,11088,12365,13234,13931,8396,7537,15629,10568,17623,11733,12378,6405
ENSG00000023572,104,96,111,27,142,112,39,165,148,110,122,176,87,112
ENSG00000023608,425,916,616,740,829,967,377,521,1105,739,1020,813,1013,575
ENSG00000023697,778,831,817,1378,1315,1138,712,906,1202,1138,1185,1145,1397,849
ENSG00000023734,611,992,724,1157,937,844,269,586,1295,669,1505,807,844,226
ENSG00000023839,92,84,73,88,184,53,130,64,75,66,78,123,67,112
ENSG00000023892,96,171,199,148,126,70,171,114,190,142,287,138,81,175
ENSG00000023902,501,485,630,754,533,458,982,447,790,840,1350,587,623,514
ENSG00000023909,831,940,791,1657,1143,739,473,943,1358,1157,2156,1057,883,1086
ENSG00000024048,7374,9625,10703,12052,11271,11681,8418,7200,11323,10470,13596,10274,11595,11469
ENSG00000024422,87,120,197,178,132,93,196,65,71,92,57,49,64,17
ENSG00000024526,16,19,13,27,30,12,11,17,58,26,32,34,44,13
ENSG00000024862,1015,2217,2268,2790,2032,2703,1932,1011,2685,2093,3565,1880,2332,1645
ENSG00000025039,2400,3396,3265,5196,3349,3196,2641,2146,3592,2764,3562,2592,2610,2114
ENSG00000025156,1071,1860,1127,1934,1915,1825,737,1540,2439,1538,2203,1969,2087,1284
ENSG00000025293,2723,3458,4466,5976,3327,3096,3296,2729,4202,4337,5355,3146,2544,2992
ENSG00000025423,76,47,105,166,90,41,57,120,133,145,250,141,122,149
ENSG00000025434,332,279,443,462,506,250,590,259,459,585,637,374,345,511
ENSG00000025708,9,24,8,4,26,8,4,14,43,14,5,31,20,4
ENSG00000025770,198,302,302,249,332,272,235,199,302,194,486,268,253,234
ENSG00000025772,20,62,88,27,72,97,23,37,95,61,65,61,53,21
ENSG00000025796,3130,5199,5826,5313,5289,6019,5796,2701,5139,4560,5323,4456,4842,4464
ENSG00000025800,1434,1906,2701,3094,1704,1927,1663,1445,2068,2439,2847,1686,1713,2059
ENSG00000026025,10,15,7,171,41,9,17,11,36,8,139,54,12,11
ENSG00000026036,34,33,37,56,40,49,14,29,26,40,72,50,59,26
ENSG00000026103,254,97,75,188,419,90,182,192,274,198,198,407,153,219
ENSG00000026297,2,2,1,3,3,0,0,0,8,0,1,1,2,1
ENSG00000026508,36,16,3,162,185,17,85,67,28,7,113,236,16,36
ENSG00000026559,119,481,323,1336,559,212,331,123,404,251,926,329,120,120
ENSG00000026652,13875,16826,16430,20397,17932,14410,14482,12898,17602,12743,19915,16454,13340,13289
ENSG00000026751,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000026950,83,90,62,285,102,57,224,132,300,168,666,191,218,111
ENSG00000027001,5171,6171,5675,7253,6166,6449,4292,4882,7365,6185,6994,5823,6870,4642
ENSG00000027075,223,351,420,503,433,569,1140,301,571,465,898,718,759,2167
ENSG00000027644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000027697,622,895,740,1167,850,1027,765,642,1302,873,1328,919,1112,523
ENSG00000027847,300,339,431,437,414,361,265,275,442,474,660,346,342,378
ENSG00000027869,4,17,12,23,11,20,15,1,15,9,16,14,5,5
ENSG00000028116,675,221,211,1211,306,203,151,289,377,220,284,318,229,260
ENSG00000028137,2,9,3,31,16,18,80,10,10,7,6,36,11,2
ENSG00000028203,5596,11020,9969,15615,9005,10815,7286,5718,12855,10577,13703,8201,9594,8231
ENSG00000028277,1858,2338,3578,3021,2057,2436,2544,1456,1682,1864,3028,1571,1611,1642
ENSG00000028310,1635,1704,1279,599,1846,1579,848,1241,1169,725,953,1707,938,657
ENSG00000028528,2612,3116,3051,3168,3159,3547,2304,2440,3212,2323,3094,3134,2885,2531
ENSG00000028839,2469,3409,1766,1973,3221,2605,1358,2381,3363,1448,2406,2816,2165,1348
ENSG00000029153,3038,4427,3607,4410,4392,4536,2865,3177,4404,3698,2947,3721,4120,2681
ENSG00000029363,4863,6675,5336,5725,7320,7890,4351,3421,6763,4199,5363,5752,5895,3804
ENSG00000029364,1627,2647,2286,2780,2462,2784,1472,1413,2933,2326,2982,1891,2202,1517
ENSG00000029534,1988,201,781,1932,1435,350,2553,3821,5761,6388,5617,3509,4370,5342
ENSG00000029559,1,0,2,0,2,0,0,0,1,5,0,2,2,0
ENSG00000029639,1114,1706,1256,1347,1496,1320,740,1153,2489,1665,1960,1280,1539,1412
ENSG00000029725,3450,4423,4767,5230,4630,4460,4106,3297,4822,4866,5307,4233,3979,4198
ENSG00000029993,18,20,42,37,18,53,3,21,61,86,119,12,82,19
ENSG00000030066,1806,2399,2789,3008,3087,2439,1629,1343,3030,2655,3307,2385,2445,1906
ENSG00000030110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000030304,11,30,31,630,39,56,121,30,60,34,109,65,79,31
ENSG00000030419,1035,1115,1163,2606,1469,1344,753,1422,1577,1007,1949,1511,1472,1368
ENSG00000030582,85,85,95,212,88,114,67,79,121,59,168,98,91,45
ENSG00000031003,4451,6868,5989,7622,6489,7663,4665,3867,7914,7103,7820,5485,7377,4810
ENSG00000031081,147,72,148,354,101,75,287,527,474,397,801,524,427,477
ENSG00000031691,120,149,155,206,296,202,117,132,257,209,277,288,259,283
ENSG00000031698,1468,2310,2661,3140,2240,2404,2337,1229,2390,2114,3126,1607,1940,1404
ENSG00000031823,3686,3331,3445,3917,3864,4040,3742,3250,4344,2837,5140,3796,3563,3495
ENSG00000032219,4276,5439,4588,4425,5945,5747,4174,3974,6270,4453,5499,6606,5702,4169
ENSG00000032389,6749,5669,5958,5652,7534,5414,4311,5616,7024,5710,5830,7508,5644,4124
ENSG00000032444,407,430,648,682,483,593,354,383,464,534,759,633,533,350
ENSG00000032742,2171,3392,3219,4541,3663,3283,2812,1978,4946,4139,4784,3446,3762,2605
ENSG00000033011,202,210,286,329,291,322,223,232,235,173,204,270,287,130
ENSG00000033030,1335,1156,1484,1480,1808,1276,1914,912,1155,1330,1329,1363,1163,1630
ENSG00000033050,413,518,579,510,517,466,310,428,721,602,916,460,518,331
ENSG00000033100,488,540,566,301,553,586,203,363,595,317,315,531,544,209
ENSG00000033122,111203,125885,102324,127020,136994,135027,98137,108253,119739,90558,115199,134217,129395,111451
ENSG00000033170,8172,8814,7669,13442,9515,7908,5516,11094,15458,12516,14566,12199,11777,8172
ENSG00000033178,2336,4964,3348,4256,3918,4545,1786,2206,6327,3378,4357,3653,4677,2041
ENSG00000033327,5781,4470,4072,9247,6597,3345,6637,5291,6155,4857,8787,6400,3815,6606
ENSG00000033627,7107,11735,11087,16043,10746,11994,9002,7703,15321,11119,20055,9782,11168,9440
ENSG00000033800,7576,12480,11768,13559,11769,18037,10652,7138,12467,9303,13404,9569,12728,10971
ENSG00000033867,2873,3009,3029,4027,3641,2447,1466,1910,4572,3705,4604,3256,3397,1886
ENSG00000034053,1142,1209,1094,1627,1004,670,1277,1035,1475,1070,1065,1133,866,1211
ENSG00000034152,413,412,483,531,387,286,448,413,492,484,783,309,227,399
ENSG00000034239,424,939,992,1065,494,766,665,397,388,283,781,375,362,317
ENSG00000034510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000034533,834,663,344,406,1207,513,572,588,578,331,297,877,437,477
ENSG00000034677,4153,4864,3090,3557,5120,3949,2216,3150,4709,2736,3072,4315,3408,2880
ENSG00000034693,1700,3068,2091,1986,2832,3369,1131,1818,3798,2508,2663,2845,3163,1681
ENSG00000034713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000034971,5,12,16,8,13,3,0,11,4,8,16,13,5,3
ENSG00000035115,6407,10138,9150,8650,10811,8889,7189,5680,9196,8767,7726,10450,7324,6660
ENSG00000035141,123,234,239,549,190,148,109,134,361,298,463,227,197,315
ENSG00000035403,2586,4289,3348,3163,3349,3796,2340,2404,4841,3450,4273,2909,3369,2886
ENSG00000035499,246,771,479,590,388,727,287,361,441,324,296,362,498,411
ENSG00000035664,1123,361,552,1293,964,632,1619,1409,1020,1411,777,1202,1676,1381
ENSG00000035681,4531,8388,5238,5556,8746,7920,4758,4349,9224,5667,6361,7425,7672,4376
ENSG00000035687,1547,2944,2313,2492,2861,4225,2032,1851,3247,2497,3219,2705,4599,2848
ENSG00000035720,12,13,20,4,47,38,3,9,34,13,30,60,31,12
ENSG00000035862,496,442,628,3229,937,392,781,712,2403,2623,8154,1391,1386,1071
ENSG00000035928,1159,1418,1384,1787,1789,2135,1068,1194,2144,1703,2318,1854,2289,1048
ENSG00000036054,1898,3227,3039,3621,3026,3304,1784,1866,3395,2837,3517,2805,3042,2112
ENSG00000036257,4055,6951,4591,7473,5846,6272,2303,3531,6667,4212,5838,4831,4798,2334
ENSG00000036448,238,538,492,262,636,330,220,242,199,164,278,365,181,211
ENSG00000036473,18,10,40,11,31,12,1,31,4,29,5,37,12,35
ENSG00000036530,2089,4077,4546,4492,3859,4512,3743,1926,3900,4574,5685,3676,3719,4748
ENSG00000036549,5509,7158,5766,8257,7564,7346,3911,4907,8737,6343,8806,6681,7629,4883
ENSG00000036565,8,2,15,1,2,10,5,5,7,1,0,2,12,1
ENSG00000036672,1026,1255,1450,1806,1457,1822,2052,966,1386,1152,1657,1195,1192,1544
ENSG00000036828,12,1,4,2,5,4,32,6,5,25,56,18,8,3
ENSG00000037042,474,1180,1577,1182,866,1321,1089,623,1150,1508,1904,897,1144,1176
ENSG00000037241,39,154,85,84,120,91,10,88,192,70,228,97,79,56
ENSG00000037280,4,12,31,27,18,8,3,11,9,19,12,6,11,4
ENSG00000037474,871,2341,1389,2351,1351,2929,997,885,2333,1147,1855,1316,2542,926
ENSG00000037637,5468,5818,7134,8283,7784,5561,6619,5832,7107,6537,8635,7111,4908,5784
ENSG00000037749,3004,5294,5739,7118,5346,6084,5645,2683,6306,5636,6460,4825,5817,6965
ENSG00000037757,373,347,278,418,416,317,129,313,560,311,334,381,323,210
ENSG00000037897,29,22,48,10,32,25,23,10,34,16,14,21,19,31
ENSG00000037965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000038002,18,133,66,198,80,184,20,17,181,80,158,73,156,52
ENSG00000038219,6450,8193,8090,5775,9375,10200,6990,6073,9516,8212,7467,9652,10179,8203
ENSG00000038274,284,479,427,511,446,481,138,313,804,513,804,438,640,298
ENSG00000038295,1330,497,636,1510,1686,387,1185,1846,3484,3174,3057,4343,3432,3043
ENSG00000038358,311,312,229,260,328,404,262,226,312,214,259,260,367,369
ENSG00000038382,48094,50076,39977,46388,58627,53940,34999,41376,53601,36280,46832,51339,53580,37816
ENSG00000038427,103,53,43,492,206,61,406,276,823,466,1555,759,401,174
ENSG00000038532,10148,9831,10963,12033,11287,10771,10976,9102,12704,9967,14122,11661,11065,11785
ENSG00000038945,92,39,72,170,229,66,169,83,537,340,322,218,336,135
ENSG00000039068,49,4,8,56,48,16,35,28,30,34,6,36,9,26
ENSG00000039123,4510,6147,6508,5779,7085,9700,5447,3733,6648,5583,5745,5650,6239,4913
ENSG00000039139,260,1151,897,1278,2235,1602,598,447,1262,716,1546,1251,1798,716
ENSG00000039319,4779,6308,6128,5700,8462,7087,5320,5283,10058,7684,6657,9783,9497,6307
ENSG00000039523,1773,1676,1802,1586,1725,1446,1173,1888,1977,1606,2474,1855,1368,1749
ENSG00000039537,142,46,50,74,92,55,125,186,95,130,105,204,125,91
ENSG00000039560,428,644,875,556,425,751,496,526,713,761,861,452,566,600
ENSG00000039600,56,129,67,120,77,99,27,39,69,41,311,53,44,143
ENSG00000039650,41,165,127,114,77,136,71,60,154,128,152,95,106,192
ENSG00000039987,8,3,7,1,12,0,17,12,1,2,10,4,1,0
ENSG00000040199,2579,4315,3514,6022,4150,4518,1944,2734,5226,3625,5409,3882,4041,2455
ENSG00000040275,391,569,414,611,742,613,190,434,677,428,824,692,673,470
ENSG00000040341,12719,13096,10648,14454,15139,11232,9348,12483,17813,13362,15717,14476,14235,10893
ENSG00000040487,126,181,327,351,202,165,241,185,250,280,362,186,145,211
ENSG00000040531,268,206,301,390,344,226,515,218,319,259,401,317,207,283
ENSG00000040608,976,1401,826,844,1151,797,676,727,1243,572,1136,970,536,456
ENSG00000040633,64,57,149,51,64,49,14,58,96,107,264,52,54,101
ENSG00000040731,14558,13495,11384,18671,22759,17876,10140,15795,15667,11865,15253,21359,18129,12980
ENSG00000040933,20180,20166,18132,18873,22911,26340,17319,18955,21969,16141,21138,23507,22343,18633
ENSG00000041353,8447,8904,5385,13756,9648,5681,6207,12667,14188,8733,13058,12482,9125,11335
ENSG00000041357,461,645,631,453,586,572,516,322,722,548,1120,514,533,358
ENSG00000041515,2649,1953,1762,5949,4781,3618,5047,7487,13239,11515,13969,14287,14354,12693
ENSG00000041802,237,445,272,495,396,214,131,269,500,250,437,419,240,355
ENSG00000041880,59,108,100,48,93,113,36,79,133,109,155,102,126,231
ENSG00000041982,92,196,250,145,214,151,377,122,193,170,167,285,155,119
ENSG00000041988,52,66,112,95,74,69,108,58,125,138,166,107,81,249
ENSG00000042062,255,320,158,438,331,151,217,262,461,209,540,331,170,183
ENSG00000042088,2230,2429,2454,2710,2877,3917,1811,2348,3509,2787,3051,3080,3790,2840
ENSG00000042286,379,1133,814,932,944,1329,394,398,958,608,1209,973,971,822
ENSG00000042304,7,8,24,0,5,16,6,20,8,22,0,9,7,9
ENSG00000042317,3646,10701,5454,8619,5290,7522,3950,3850,11476,6015,8544,4840,7188,5948
ENSG00000042429,840,1014,1016,1179,1206,942,674,941,1563,1053,1377,1342,1084,1273
ENSG00000042445,85,140,173,273,137,127,90,102,237,136,210,127,177,118
ENSG00000042493,5,5,5,1,6,4,3,0,13,3,24,4,6,1
ENSG00000042753,208,227,354,333,190,154,339,198,224,330,481,236,142,335
ENSG00000042781,1574,881,1106,992,1653,1191,1036,1441,1168,994,473,1967,1678,1667
ENSG00000042813,263,274,165,506,329,198,626,512,1944,1293,1521,953,923,974
ENSG00000042832,538,157,333,873,624,345,285,343,192,128,672,536,274,145
ENSG00000042980,109,47,43,143,207,92,117,172,168,94,72,216,128,220
ENSG00000043039,163,36,18,46,86,47,31,215,397,228,110,222,268,82
ENSG00000043093,1885,2148,1971,1641,2555,1854,1598,2210,2698,2399,2067,2522,2130,1640
ENSG00000043143,2550,2429,2961,3192,3176,1695,2175,2287,3297,2631,4327,2924,1492,1819
ENSG00000043355,4,3,0,4,5,3,1,7,1,3,1,17,4,0
ENSG00000043462,139,75,112,103,200,111,94,202,355,269,181,298,307,145
ENSG00000043514,2822,3620,2811,4242,3228,3720,2606,2202,3630,2213,3119,2725,3108,2111
ENSG00000043591,211,243,133,255,235,202,107,158,206,135,300,156,164,84
ENSG00000044012,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000044090,111,106,202,311,150,87,111,83,103,101,148,101,74,83
ENSG00000044115,4417,8283,8132,12590,7371,12275,6377,4240,7662,7373,11921,6024,11882,7071
