Entity 1	Entity 2	Weight	Network group	Network
ASH1L	KLC1	0.00060295005	Genetic interactions	Lin-Smith-2010
ASH1L	WHSC1L1	0.00037106432	Genetic interactions	Lin-Smith-2010
ASH1L	NSD1	0.00034390044	Genetic interactions	Lin-Smith-2010
ASH1L	KMT2C	0.00045308258	Genetic interactions	Lin-Smith-2010
ASH1L	COLGALT1	0.0003476319	Genetic interactions	Lin-Smith-2010
ASH1L	SUV420H1	0.0004810209	Genetic interactions	Lin-Smith-2010
ASH1L	AASS	0.0004242014	Genetic interactions	Lin-Smith-2010
ALDH7A1	COLGALT1	0.0005343385	Genetic interactions	Lin-Smith-2010
ALDH7A1	EHMT1	0.0008076939	Genetic interactions	Lin-Smith-2010
ALDH7A1	ASH1L	0.00047907516	Genetic interactions	Lin-Smith-2010
MBNL2	NSD1	0.00071829493	Genetic interactions	Lin-Smith-2010
GCDH	KLC1	0.0024143287	Genetic interactions	Lin-Smith-2010
GCDH	SETMAR	0.0014461405	Genetic interactions	Lin-Smith-2010
GCDH	DCN	0.0014020111	Genetic interactions	Lin-Smith-2010
JAG1	KLC1	0.00054391276	Genetic interactions	Lin-Smith-2010
JAG1	SETMAR	0.00032579416	Genetic interactions	Lin-Smith-2010
JAG1	WHSC1L1	0.00033473189	Genetic interactions	Lin-Smith-2010
JAG1	KMT2E	0.0002849844	Genetic interactions	Lin-Smith-2010
JAG1	COLGALT1	0.00031359386	Genetic interactions	Lin-Smith-2010
JAG1	EHMT1	0.00047402133	Genetic interactions	Lin-Smith-2010
MPHOSPH9	WHSC1L1	0.00064686075	Genetic interactions	Lin-Smith-2010
MPHOSPH9	SUV39H2	0.0010894677	Genetic interactions	Lin-Smith-2010
DOT1L	AADAT	0.0023504915	Genetic interactions	Lin-Smith-2010
NKTR	SUV420H2	0.001286728	Genetic interactions	Lin-Smith-2010
NKTR	SETD7	0.0008707147	Genetic interactions	Lin-Smith-2010
NKTR	NSD1	0.00049930956	Genetic interactions	Lin-Smith-2010
NKTR	ASH1L	0.0004525264	Genetic interactions	Lin-Smith-2010
NKTR	JAG1	0.00040821775	Genetic interactions	Lin-Smith-2010
COLGALT2	AADAT	0.0011000804	Genetic interactions	Lin-Smith-2010
COLGALT2	NSD1	0.00039505668	Genetic interactions	Lin-Smith-2010
COLGALT2	SUV39H2	0.0007179256	Genetic interactions	Lin-Smith-2010
COLGALT2	RNF130	0.0007698308	Genetic interactions	Lin-Smith-2010
COLGALT2	DCN	0.00040221942	Genetic interactions	Lin-Smith-2010
COLGALT2	AASS	0.00048730266	Genetic interactions	Lin-Smith-2010
COLGALT2	ALDH7A1	0.000550339	Genetic interactions	Lin-Smith-2010
COLGALT2	MPHOSPH9	0.0006241587	Genetic interactions	Lin-Smith-2010
COLGALT2	DOT1L	0.0008788086	Genetic interactions	Lin-Smith-2010
CELF1	NSD1	0.0006929662	Genetic interactions	Lin-Smith-2010
CELF1	EHMT1	0.0010588375	Genetic interactions	Lin-Smith-2010
CELF1	COLGALT2	0.00072146085	Genetic interactions	Lin-Smith-2010
ZMYND11	WHSC1L1	0.0004596882	Genetic interactions	Lin-Smith-2010
ZMYND11	NSD1	0.00042603654	Genetic interactions	Lin-Smith-2010
ZMYND11	JAG1	0.00034831231	Genetic interactions	Lin-Smith-2010
ZMYND11	NKTR	0.0005606064	Genetic interactions	Lin-Smith-2010
ZFYVE26	KMT2E	0.00049959956	Genetic interactions	Lin-Smith-2010
ZFYVE26	RNF130	0.0010597842	Genetic interactions	Lin-Smith-2010
ZFYVE26	SUV420H1	0.0007606989	Genetic interactions	Lin-Smith-2010
ZFYVE26	ASH1L	0.0004928964	Genetic interactions	Lin-Smith-2010
CDH11	KMT2C	0.00047446584	Genetic interactions	Lin-Smith-2010
CDH11	ASH1L	0.00032638814	Genetic interactions	Lin-Smith-2010
CDH11	MBNL2	0.00068171753	Genetic interactions	Lin-Smith-2010
CDH11	NKTR	0.0004738834	Genetic interactions	Lin-Smith-2010
ACAT1	KMT2C	0.00093543594	Genetic interactions	Lin-Smith-2010
ACAT1	KMT2E	0.0006522436	Genetic interactions	Lin-Smith-2010
ACAT1	AASS	0.0008758078	Genetic interactions	Lin-Smith-2010
ALDH3A2	PLEKHB1	0.0018148215	Genetic interactions	Lin-Smith-2010
ALDH3A2	ALDH7A1	0.0012088178	Genetic interactions	Lin-Smith-2010
ALDH3A2	JAG1	0.0007094338	Genetic interactions	Lin-Smith-2010
ALDH3A2	MPHOSPH9	0.0013709625	Genetic interactions	Lin-Smith-2010
ALDH3A2	NKTR	0.0011418292	Genetic interactions	Lin-Smith-2010
BBOX1	KMT2C	0.00081741845	Genetic interactions	Lin-Smith-2010
PTPN13	SETD8	0.0008048066	Genetic interactions	Lin-Smith-2010
PTPN13	COLGALT1	0.00034996582	Genetic interactions	Lin-Smith-2010
PTPN13	SUV420H1	0.00048425034	Genetic interactions	Lin-Smith-2010
PTPN13	AASS	0.00042704938	Genetic interactions	Lin-Smith-2010
PTPN13	CELF1	0.00063225476	Genetic interactions	Lin-Smith-2010
PPP1R7	NSD1	0.00070898625	Genetic interactions	Lin-Smith-2010
PPP1R7	SUV420H1	0.0009916741	Genetic interactions	Lin-Smith-2010
PPP1R7	ASH1L	0.0006425573	Genetic interactions	Lin-Smith-2010
PPP1R7	COLGALT2	0.0007381397	Genetic interactions	Lin-Smith-2010
PPP1R7	CDH11	0.0006728828	Genetic interactions	Lin-Smith-2010
PRKD1	SETMAR	0.0003519501	Genetic interactions	Lin-Smith-2010
PRKD1	SETD8	0.0007790606	Genetic interactions	Lin-Smith-2010
PRKD1	COLGALT1	0.00033877036	Genetic interactions	Lin-Smith-2010
PRKD1	DCN	0.00034121025	Genetic interactions	Lin-Smith-2010
PRKD1	ASH1L	0.0003037334	Genetic interactions	Lin-Smith-2010
PRKD1	ALDH7A1	0.0004668629	Genetic interactions	Lin-Smith-2010
POGZ	AADAT	0.0013995679	Genetic interactions	Lin-Smith-2010
POGZ	SETMAR	0.00052782695	Genetic interactions	Lin-Smith-2010
POGZ	NSD1	0.00050260744	Genetic interactions	Lin-Smith-2010
POGZ	SUV420H1	0.0007030078	Genetic interactions	Lin-Smith-2010
POGZ	ALDH7A1	0.00070016406	Genetic interactions	Lin-Smith-2010
POGZ	JAG1	0.00041091396	Genetic interactions	Lin-Smith-2010
POGZ	NKTR	0.00066136336	Genetic interactions	Lin-Smith-2010
POGZ	COLGALT2	0.0005232746	Genetic interactions	Lin-Smith-2010
POGZ	ALDH3A2	0.0011493708	Genetic interactions	Lin-Smith-2010
SETD2	KLC1	0.0012281485	Genetic interactions	Lin-Smith-2010
SETD2	OGDHL	0.0010928772	Genetic interactions	Lin-Smith-2010
SETD2	COLGALT2	0.0007292946	Genetic interactions	Lin-Smith-2010
SETD2	BBOX1	0.0011453637	Genetic interactions	Lin-Smith-2010
SETD2	PTPN13	0.0006391199	Genetic interactions	Lin-Smith-2010
OGDH	SETD7	0.00078750635	Genetic interactions	Lin-Smith-2010
OGDH	RNF130	0.0008800025	Genetic interactions	Lin-Smith-2010
OGDH	SUV420H1	0.00063165405	Genetic interactions	Lin-Smith-2010
OGDH	ALDH7A1	0.0006290989	Genetic interactions	Lin-Smith-2010
OGDH	JAG1	0.0003692071	Genetic interactions	Lin-Smith-2010
OGDH	SUV39H1	0.0018384908	Genetic interactions	Lin-Smith-2010
OGDH	ZMYND11	0.000507033	Genetic interactions	Lin-Smith-2010
OGDH	CDH11	0.00042859756	Genetic interactions	Lin-Smith-2010
OGDH	PRKD1	0.0003988484	Genetic interactions	Lin-Smith-2010
OGDH	POGZ	0.0005981613	Genetic interactions	Lin-Smith-2010
WHSC1	AADAT	0.001548883	Genetic interactions	Lin-Smith-2010
WHSC1	SETD7	0.00096997275	Genetic interactions	Lin-Smith-2010
WHSC1	SETMAR	0.00058413896	Genetic interactions	Lin-Smith-2010
WHSC1	WHSC1L1	0.0006001641	Genetic interactions	Lin-Smith-2010
WHSC1	KMT2E	0.0005109683	Genetic interactions	Lin-Smith-2010
WHSC1	OGDHL	0.00086780597	Genetic interactions	Lin-Smith-2010
WHSC1	PLEKHB1	0.0011633156	Genetic interactions	Lin-Smith-2010
WHSC1	COLGALT1	0.0005622642	Genetic interactions	Lin-Smith-2010
WHSC1	ASH1L	0.0005041127	Genetic interactions	Lin-Smith-2010
WHSC1	JAG1	0.0004547529	Genetic interactions	Lin-Smith-2010
WHSC1	PRKD1	0.0004912622	Genetic interactions	Lin-Smith-2010
SERBP1	SETMAR	0.0003634145	Genetic interactions	Lin-Smith-2010
SERBP1	WHSC1L1	0.00037338436	Genetic interactions	Lin-Smith-2010
SERBP1	KMT2C	0.0004559154	Genetic interactions	Lin-Smith-2010
SERBP1	COLGALT1	0.00034980543	Genetic interactions	Lin-Smith-2010
SERBP1	DCN	0.00035232483	Genetic interactions	Lin-Smith-2010
SERBP1	EHMT1	0.0005287579	Genetic interactions	Lin-Smith-2010
SERBP1	JAG1	0.00028291869	Genetic interactions	Lin-Smith-2010
SERBP1	ACAT1	0.0006475158	Genetic interactions	Lin-Smith-2010
SERBP1	OGDH	0.0004118405	Genetic interactions	Lin-Smith-2010
SERBP1	WHSC1	0.0005072645	Genetic interactions	Lin-Smith-2010
SETDB1	DCN	0.00054859446	Genetic interactions	Lin-Smith-2010
SETDB1	JAG1	0.00044052422	Genetic interactions	Lin-Smith-2010
SETDB1	ALDH3A2	0.001232194	Genetic interactions	Lin-Smith-2010
HADH	SETD7	0.00076020544	Genetic interactions	Lin-Smith-2010
HADH	SETD8	0.0010133926	Genetic interactions	Lin-Smith-2010
HADH	KMT2E	0.00040046574	Genetic interactions	Lin-Smith-2010
HADH	COLGALT1	0.00044066831	Genetic interactions	Lin-Smith-2010
HADH	AASS	0.00053773005	Genetic interactions	Lin-Smith-2010
HADH	JAG1	0.00035640757	Genetic interactions	Lin-Smith-2010
HADH	CDH11	0.0004137391	Genetic interactions	Lin-Smith-2010
HADH	PRKD1	0.0003850213	Genetic interactions	Lin-Smith-2010
HADH	STMN1	0.0042267614	Genetic interactions	Lin-Smith-2010
HADH	SETDB1	0.0006190334	Genetic interactions	Lin-Smith-2010
PFDN1	COLGALT1	0.00058384234	Genetic interactions	Lin-Smith-2010
PFDN1	ORAI2	0.0046078227	Genetic interactions	Lin-Smith-2010
PFDN1	MPHOSPH9	0.00091252406	Genetic interactions	Lin-Smith-2010
PFDN1	CDH11	0.0005481638	Genetic interactions	Lin-Smith-2010
PFDN1	SERBP1	0.00052673195	Genetic interactions	Lin-Smith-2010
EHHADH	NSD1	0.0003919868	Genetic interactions	Lin-Smith-2010
EHHADH	ALDH1B1	0.0010792854	Genetic interactions	Lin-Smith-2010
EHHADH	JAG1	0.00032047444	Genetic interactions	Lin-Smith-2010
EHHADH	COLGALT2	0.00040810523	Genetic interactions	Lin-Smith-2010
EHHADH	ZMYND11	0.0004401084	Genetic interactions	Lin-Smith-2010
EHHADH	POGZ	0.0005192084	Genetic interactions	Lin-Smith-2010
EHHADH	WHSC1	0.0005746009	Genetic interactions	Lin-Smith-2010
EHHADH	SERBP1	0.00035748055	Genetic interactions	Lin-Smith-2010
BPTF	KLC1	0.0016859458	Genetic interactions	Lin-Smith-2010
BPTF	PRKD1	0.00084928767	Genetic interactions	Lin-Smith-2010
BPTF	OGDH	0.0011444173	Genetic interactions	Lin-Smith-2010
BPTF	WHSC1	0.0014095805	Genetic interactions	Lin-Smith-2010
CST3	ASH1L	0.0012588116	Genetic interactions	Lin-Smith-2010
UBE2L3	PRKD1	0.0008975015	Genetic interactions	Lin-Smith-2010
ALDH2	SETMAR	0.0010829136	Genetic interactions	Lin-Smith-2010
ALDH2	MBNL2	0.0019519797	Genetic interactions	Lin-Smith-2010
CREG1	SETMAR	0.0011705928	Genetic interactions	Lin-Smith-2010
CREG1	JAG1	0.00091130805	Genetic interactions	Lin-Smith-2010
CREG1	DOT1L	0.0024795802	Genetic interactions	Lin-Smith-2010
CREG1	WHSC1	0.0016339476	Genetic interactions	Lin-Smith-2010
RPL37	COLGALT2	0.0008821741	Genetic interactions	Lin-Smith-2010
RPL37	SUV39H1	0.003449586	Genetic interactions	Lin-Smith-2010
RPL37	ZFYVE26	0.0012144413	Genetic interactions	Lin-Smith-2010
HADHA	SETMAR	0.00054970034	Genetic interactions	Lin-Smith-2010
HADHA	WHSC1L1	0.00056478067	Genetic interactions	Lin-Smith-2010
HADHA	KMT2E	0.00048084353	Genetic interactions	Lin-Smith-2010
HADHA	MAP3K13	0.0038846289	Genetic interactions	Lin-Smith-2010
HADHA	DCN	0.00053292606	Genetic interactions	Lin-Smith-2010
HADHA	EHMT1	0.0007997985	Genetic interactions	Lin-Smith-2010
HADHA	JAG1	0.0004279424	Genetic interactions	Lin-Smith-2010
HADHA	SETDB1	0.0007432801	Genetic interactions	Lin-Smith-2010
HADHA	EHHADH	0.0005407246	Genetic interactions	Lin-Smith-2010
HADHA	BPTF	0.0013264769	Genetic interactions	Lin-Smith-2010
ID2	KLC1	0.00058125466	Genetic interactions	Lin-Smith-2010
ID2	SETMAR	0.0003481613	Genetic interactions	Lin-Smith-2010
ID2	WHSC1L1	0.0003577127	Genetic interactions	Lin-Smith-2010
ID2	NSD1	0.00033152621	Genetic interactions	Lin-Smith-2010
ID2	COLGALT1	0.00033512342	Genetic interactions	Lin-Smith-2010
ID2	EHMT1	0.000506565	Genetic interactions	Lin-Smith-2010
ID2	AASS	0.00040893778	Genetic interactions	Lin-Smith-2010
ID2	ASH1L	0.00030046364	Genetic interactions	Lin-Smith-2010
ID2	ALDH7A1	0.00046183704	Genetic interactions	Lin-Smith-2010
ID2	MBNL2	0.00062756974	Genetic interactions	Lin-Smith-2010
ID2	JAG1	0.00027104403	Genetic interactions	Lin-Smith-2010
ID2	NKTR	0.00043624363	Genetic interactions	Lin-Smith-2010
ID2	COLGALT2	0.0003451585	Genetic interactions	Lin-Smith-2010
ID2	ZMYND11	0.00037222545	Genetic interactions	Lin-Smith-2010
ID2	POGZ	0.000439125	Genetic interactions	Lin-Smith-2010
DLST	WHSC1L1	0.0010144764	Genetic interactions	Lin-Smith-2010
DLST	OGDHL	0.00146688	Genetic interactions	Lin-Smith-2010
DLST	ZMYND11	0.0010556347	Genetic interactions	Lin-Smith-2010
DLST	PPP1R7	0.0017567284	Genetic interactions	Lin-Smith-2010
DLST	HADH	0.0010801691	Genetic interactions	Lin-Smith-2010
PLOD2	SETD8	0.00678495	Genetic interactions	Lin-Smith-2010
OTUB1	NSD1	0.0010289644	Genetic interactions	Lin-Smith-2010
OTUB1	COLGALT1	0.0010401291	Genetic interactions	Lin-Smith-2010
OTUB1	SERBP1	0.0009383856	Genetic interactions	Lin-Smith-2010
OTUB1	PFDN1	0.0015662113	Genetic interactions	Lin-Smith-2010
OTUB1	EHHADH	0.0010629507	Genetic interactions	Lin-Smith-2010
BGN	PIPOX	0.005202844	Genetic interactions	Lin-Smith-2010
BGN	PTPN13	0.0009262116	Genetic interactions	Lin-Smith-2010
CSRP1	KMT2E	0.00057819707	Genetic interactions	Lin-Smith-2010
CSRP1	DOT1L	0.0014001365	Genetic interactions	Lin-Smith-2010
CSRP1	PTPN13	0.0005742692	Genetic interactions	Lin-Smith-2010
CSRP1	PPP1R7	0.0011760197	Genetic interactions	Lin-Smith-2010
CSRP1	EHHADH	0.0006502019	Genetic interactions	Lin-Smith-2010
RPLP2	KLC1	0.0019922906	Genetic interactions	Lin-Smith-2010
KMT2A	KMT2C	0.00064073235	Genetic interactions	Lin-Smith-2010
KMT2A	KMT2E	0.00044675812	Genetic interactions	Lin-Smith-2010
KMT2A	ASH1L	0.00044076398	Genetic interactions	Lin-Smith-2010
KMT2A	ALDH1B1	0.0013390502	Genetic interactions	Lin-Smith-2010
KMT2A	NKTR	0.00063994585	Genetic interactions	Lin-Smith-2010
KMT2A	COLGALT2	0.0005063289	Genetic interactions	Lin-Smith-2010
KMT2A	ZMYND11	0.00054603466	Genetic interactions	Lin-Smith-2010
KMT2A	HADH	0.0005587252	Genetic interactions	Lin-Smith-2010
KMT2A	EHHADH	0.0005023944	Genetic interactions	Lin-Smith-2010
TCF4	AADAT	0.0007465635	Genetic interactions	Lin-Smith-2010
TCF4	WHSC1L1	0.00028927982	Genetic interactions	Lin-Smith-2010
TCF4	KMT2E	0.00024628735	Genetic interactions	Lin-Smith-2010
TCF4	OGDHL	0.00041828354	Genetic interactions	Lin-Smith-2010
TCF4	COLGALT1	0.00027101205	Genetic interactions	Lin-Smith-2010
TCF4	DCN	0.00027296395	Genetic interactions	Lin-Smith-2010
TCF4	SUV420H1	0.00037500143	Genetic interactions	Lin-Smith-2010
TCF4	JAG1	0.00021919147	Genetic interactions	Lin-Smith-2010
TCF4	MPHOSPH9	0.00042358183	Genetic interactions	Lin-Smith-2010
TCF4	CELF1	0.00048961537	Genetic interactions	Lin-Smith-2010
TCF4	ALDH3A2	0.0006131023	Genetic interactions	Lin-Smith-2010
TCF4	PPP1R7	0.0005009343	Genetic interactions	Lin-Smith-2010
TCF4	PRKD1	0.00023678897	Genetic interactions	Lin-Smith-2010
TCF4	POGZ	0.0003551174	Genetic interactions	Lin-Smith-2010
TCF4	OGDH	0.00031907373	Genetic interactions	Lin-Smith-2010
TCF4	SERBP1	0.00024450212	Genetic interactions	Lin-Smith-2010
TCF4	EHHADH	0.00027695834	Genetic interactions	Lin-Smith-2010
TCF4	CREG1	0.0007875647	Genetic interactions	Lin-Smith-2010
TCF4	HADHA	0.0003698336	Genetic interactions	Lin-Smith-2010
TCF4	RPLP2	0.0008028734	Genetic interactions	Lin-Smith-2010
ANXA1	SETD8	0.0013913293	Genetic interactions	Lin-Smith-2010
ANXA1	SUV39H2	0.0010876701	Genetic interactions	Lin-Smith-2010
ANXA1	ASH1L	0.0005424394	Genetic interactions	Lin-Smith-2010
ANXA1	CELF1	0.0010930261	Genetic interactions	Lin-Smith-2010
ANXA1	PRKD1	0.00052861194	Genetic interactions	Lin-Smith-2010
ANXA1	PFDN1	0.00091101846	Genetic interactions	Lin-Smith-2010
ANXA1	ID2	0.0005229213	Genetic interactions	Lin-Smith-2010
ANXA1	TCF4	0.00042288296	Genetic interactions	Lin-Smith-2010
EHMT2	SUV39H2	0.0035166503	Genetic interactions	Lin-Smith-2010
EHMT2	PTPN13	0.0017655875	Genetic interactions	Lin-Smith-2010
EHMT2	TCF4	0.0013672634	Genetic interactions	Lin-Smith-2010
GBAS	WHSC1L1	0.0009577611	Genetic interactions	Lin-Smith-2010
GBAS	ZMYND11	0.0009966184	Genetic interactions	Lin-Smith-2010
GBAS	CDH11	0.00084244646	Genetic interactions	Lin-Smith-2010
GBAS	ALDH3A2	0.0020298874	Genetic interactions	Lin-Smith-2010
GBAS	SERBP1	0.00080950896	Genetic interactions	Lin-Smith-2010
CD83	OGDHL	0.0009942247	Genetic interactions	Lin-Smith-2010
CD83	COLGALT1	0.0006441728	Genetic interactions	Lin-Smith-2010
CD83	AASS	0.00078605843	Genetic interactions	Lin-Smith-2010
CD83	MBNL2	0.0012063117	Genetic interactions	Lin-Smith-2010
CD83	JAG1	0.00052099966	Genetic interactions	Lin-Smith-2010
CD83	SUV39H1	0.0025943515	Genetic interactions	Lin-Smith-2010
CD83	PFDN1	0.00096998597	Genetic interactions	Lin-Smith-2010
CD83	CST3	0.002332617	Genetic interactions	Lin-Smith-2010
MXI1	SETD7	0.0008940302	Genetic interactions	Lin-Smith-2010
MXI1	KPNA6	0.0018735568	Genetic interactions	Lin-Smith-2010
MXI1	JAG1	0.0004191487	Genetic interactions	Lin-Smith-2010
MXI1	COLGALT2	0.0005337611	Genetic interactions	Lin-Smith-2010
MXI1	ZMYND11	0.000575618	Genetic interactions	Lin-Smith-2010
MXI1	SERBP1	0.00046754902	Genetic interactions	Lin-Smith-2010
MXI1	ALDH2	0.0013932168	Genetic interactions	Lin-Smith-2010
MXI1	HADHA	0.000707214	Genetic interactions	Lin-Smith-2010
MXI1	TCF4	0.00036223396	Genetic interactions	Lin-Smith-2010
MXI1	CD83	0.0008609996	Genetic interactions	Lin-Smith-2010
PLOD1	KLC1	0.0009487103	Genetic interactions	Lin-Smith-2010
PLOD1	WHSC1L1	0.0005838503	Genetic interactions	Lin-Smith-2010
PLOD1	COLGALT1	0.0005469806	Genetic interactions	Lin-Smith-2010
PLOD1	JAG1	0.0004423917	Genetic interactions	Lin-Smith-2010
PLOD1	CELF1	0.0009881853	Genetic interactions	Lin-Smith-2010
PLOD1	RPL37	0.0012083144	Genetic interactions	Lin-Smith-2010
COPS7A	ZMYND11	0.0018831413	Genetic interactions	Lin-Smith-2010
KCTD12	SUV420H2	0.00071883923	Genetic interactions	Lin-Smith-2010
KCTD12	NSD1	0.00027894267	Genetic interactions	Lin-Smith-2010
KCTD12	KMT2C	0.00036750187	Genetic interactions	Lin-Smith-2010
KCTD12	COLGALT1	0.0002819693	Genetic interactions	Lin-Smith-2010
KCTD12	DCN	0.00028400015	Genetic interactions	Lin-Smith-2010
KCTD12	ALDH7A1	0.0003885848	Genetic interactions	Lin-Smith-2010
KCTD12	ALDH1B1	0.00076803286	Genetic interactions	Lin-Smith-2010
KCTD12	JAG1	0.00022805358	Genetic interactions	Lin-Smith-2010
KCTD12	DOT1L	0.00062051154	Genetic interactions	Lin-Smith-2010
KCTD12	COLGALT2	0.00029041272	Genetic interactions	Lin-Smith-2010
KCTD12	ALDH3A2	0.0006378906	Genetic interactions	Lin-Smith-2010
KCTD12	BBOX1	0.0004560958	Genetic interactions	Lin-Smith-2010
KCTD12	PPP1R7	0.00052118755	Genetic interactions	Lin-Smith-2010
KCTD12	SETD2	0.0005149423	Genetic interactions	Lin-Smith-2010
KCTD12	SERBP1	0.00025438756	Genetic interactions	Lin-Smith-2010
KCTD12	SETDB1	0.00039609932	Genetic interactions	Lin-Smith-2010
KCTD12	EHHADH	0.00028815604	Genetic interactions	Lin-Smith-2010
KCTD12	UBE2L3	0.00074701896	Genetic interactions	Lin-Smith-2010
KCTD12	RPL37	0.0006228878	Genetic interactions	Lin-Smith-2010
KCTD12	ID2	0.00024371044	Genetic interactions	Lin-Smith-2010
KCTD12	GBAS	0.0006525247	Genetic interactions	Lin-Smith-2010
PPP2CB	OGDHL	0.0011227557	Genetic interactions	Lin-Smith-2010
PPP2CB	PIPOX	0.0036883047	Genetic interactions	Lin-Smith-2010
PPP2CB	CDH11	0.0006829954	Genetic interactions	Lin-Smith-2010
PPP2CB	PRKD1	0.00063558837	Genetic interactions	Lin-Smith-2010
PPP2CB	HADHA	0.0009927064	Genetic interactions	Lin-Smith-2010
PPP2CB	TCF4	0.0005084628	Genetic interactions	Lin-Smith-2010
PPP2CB	ANXA1	0.0011351013	Genetic interactions	Lin-Smith-2010
PPP2CB	PLOD1	0.0010262248	Genetic interactions	Lin-Smith-2010
PABPC1	SUV420H2	0.0018956726	Genetic interactions	Lin-Smith-2010
PABPC1	AASS	0.00090737303	Genetic interactions	Lin-Smith-2010
PABPC1	HADHA	0.0010147315	Genetic interactions	Lin-Smith-2010
PRPF3	DOT1L	0.0022328023	Genetic interactions	Lin-Smith-2010
PRPF3	ZFYVE26	0.0014385941	Genetic interactions	Lin-Smith-2010
ACTN1	AADAT	0.0015195658	Genetic interactions	Lin-Smith-2010
ACTN1	RNF130	0.0010633843	Genetic interactions	Lin-Smith-2010
ACTN1	COLGALT1	0.00055162166	Genetic interactions	Lin-Smith-2010
ACTN1	DCN	0.0005555946	Genetic interactions	Lin-Smith-2010
ACTN1	EHMT1	0.0008338188	Genetic interactions	Lin-Smith-2010
ACTN1	ASH1L	0.0004945708	Genetic interactions	Lin-Smith-2010
ACTN1	KPNA6	0.0019942296	Genetic interactions	Lin-Smith-2010
ACTN1	COLGALT2	0.0005681397	Genetic interactions	Lin-Smith-2010
ACTN1	SETD2	0.0010073909	Genetic interactions	Lin-Smith-2010
ACTN1	HADH	0.00062693236	Genetic interactions	Lin-Smith-2010
ACTN1	UBE2L3	0.0014614067	Genetic interactions	Lin-Smith-2010
ACTN1	CSRP1	0.00090517226	Genetic interactions	Lin-Smith-2010
ACTN1	ANXA1	0.0008607418	Genetic interactions	Lin-Smith-2010
PLOD3	COLGALT1	0.0022377912	Genetic interactions	Lin-Smith-2010
PLOD3	BGN	0.005922488	Genetic interactions	Lin-Smith-2010
PLOD3	ACTN1	0.0031836731	Genetic interactions	Lin-Smith-2010
SPARC	ORAI2	0.003116363	Genetic interactions	Lin-Smith-2010
SPARC	CELF1	0.0007133691	Genetic interactions	Lin-Smith-2010
SPARC	ZMYND11	0.0004385803	Genetic interactions	Lin-Smith-2010
SPARC	ZFYVE26	0.0005598657	Genetic interactions	Lin-Smith-2010
SPARC	BBOX1	0.0006387076	Genetic interactions	Lin-Smith-2010
SPARC	PTPN13	0.00035640268	Genetic interactions	Lin-Smith-2010
SPARC	OGDH	0.0004648901	Genetic interactions	Lin-Smith-2010
SPARC	SERBP1	0.00035623935	Genetic interactions	Lin-Smith-2010
SPARC	SETDB1	0.0005546897	Genetic interactions	Lin-Smith-2010
SPARC	HADH	0.00044877347	Genetic interactions	Lin-Smith-2010
SPARC	EHHADH	0.000403528	Genetic interactions	Lin-Smith-2010
SPARC	TCF4	0.00027599672	Genetic interactions	Lin-Smith-2010
SPARC	PLOD3	0.0022789508	Genetic interactions	Lin-Smith-2010
ZFP36	BBOX1	0.0016258906	Genetic interactions	Lin-Smith-2010
ZFP36	HADH	0.0011423954	Genetic interactions	Lin-Smith-2010
ZFP36	PFDN1	0.0015135618	Genetic interactions	Lin-Smith-2010
ZFP36	CSRP1	0.0016494037	Genetic interactions	Lin-Smith-2010
ZFP36	MXI1	0.0013435	Genetic interactions	Lin-Smith-2010
ZFP36	KCTD12	0.0007309816	Genetic interactions	Lin-Smith-2010
SF3B1	SETMAR	0.00042265657	Genetic interactions	Lin-Smith-2010
SF3B1	NSD1	0.0004024621	Genetic interactions	Lin-Smith-2010
SF3B1	KMT2E	0.00036971358	Genetic interactions	Lin-Smith-2010
SF3B1	DCN	0.0004097591	Genetic interactions	Lin-Smith-2010
SF3B1	ASH1L	0.00036475313	Genetic interactions	Lin-Smith-2010
SF3B1	JAG1	0.00032903868	Genetic interactions	Lin-Smith-2010
SF3B1	COLGALT2	0.00041901128	Genetic interactions	Lin-Smith-2010
SF3B1	PTPN13	0.000367202	Genetic interactions	Lin-Smith-2010
SF3B1	POGZ	0.0005330835	Genetic interactions	Lin-Smith-2010
SF3B1	SETD2	0.0007429654	Genetic interactions	Lin-Smith-2010
SF3B1	CSRP1	0.0006675776	Genetic interactions	Lin-Smith-2010
SF3B1	TCF4	0.00028435964	Genetic interactions	Lin-Smith-2010
SF3B1	PLOD1	0.0005739199	Genetic interactions	Lin-Smith-2010
SF3B1	KCTD12	0.00029585656	Genetic interactions	Lin-Smith-2010
SF3B1	SPARC	0.0004143117	Genetic interactions	Lin-Smith-2010
CCT3	KMT2E	0.0005260162	Genetic interactions	Lin-Smith-2010
CCT3	HADHA	0.0007898841	Genetic interactions	Lin-Smith-2010
CCT3	RPLP2	0.001714763	Genetic interactions	Lin-Smith-2010
CCT3	SF3B1	0.00060733035	Genetic interactions	Lin-Smith-2010
PPP2CA	SETDB2	0.0018551303	Genetic interactions	Lin-Smith-2010
PPP2CA	SETD8	0.0008665259	Genetic interactions	Lin-Smith-2010
PPP2CA	SUV39H2	0.0006774056	Genetic interactions	Lin-Smith-2010
PPP2CA	OGDHL	0.0005815645	Genetic interactions	Lin-Smith-2010
PPP2CA	COLGALT1	0.00037680415	Genetic interactions	Lin-Smith-2010
PPP2CA	DCN	0.00037951805	Genetic interactions	Lin-Smith-2010
PPP2CA	SUV420H1	0.00052138674	Genetic interactions	Lin-Smith-2010
