"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149"
"5424","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5426","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5428","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5431","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5433","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5434","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5435","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5436","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5437","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5438","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5439","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5440","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5442","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5443","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PKN2","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5444","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PKN2","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5445","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PKN2","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5446","TUG1","JAK1","ZBTB20","FXR1","SERBP1","TUBB4B","CALD1","KLC1","ZBTB10","PRKAR2A","IFI16","PHF3","RBMS1","GPNMB","DMD","TCF4","BGN","KCTD12","NKTR","MCMBP","PAIP1","PKN2","PNN","UBE2L3","CELF1","TMED10","G3BP1","SCAF11","GLG1","SRSF11","RNF130","PLXDC2","VPS13B","BBX","ADAMTS1","ANKRD40","KLF6","RBM5","ARIH1","SNX27","LPAR1","LIMCH1","CCDC88A","FAM46A","DCN","JMJD1C","ZFHX3","ORAI2","SF3B1","TAOK3","CEP57","RPL35A","LSG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
