Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
SDF4,-0.896373536,4.740063087,-4.773401973,0.000912705,0.196175898,-0.32921597,-1.861381193,27.87301806,38.80915514,30.56540476,29.00366399,44.55444867,29.53829286,14.88279022,20.98403549,17.63841256
NSMCE1,-1.602244881,4.436613944,-4.771690727,0.000914949,0.196175898,-0.331354914,-3.036153814,38.12031178,36.72325034,29.71524896,41.47516962,24.47232829,22.51284629,9.97666178,18.30744189,6.031164535
VASH2,0.878022511,0.241345631,4.765464084,0.000923164,0.197164135,-0.339142223,1.837854444,0.924647568,0.812457423,0.908997407,1.004606551,1.191235478,0.988458201,1.384688906,1.704737386,2.363574797
PEA15,-1.645563079,6.836746731,-4.757823417,0.000933353,0.197575303,-0.348707444,-3.128699456,149.3819711,265.3458769,138.3669299,140.798343,187.8444192,150.5164791,29.44810844,94.38277816,54.89334078
AL133493.2,0.725688922,0.903323052,4.730965017,0.000970135,0.198843758,-0.382413785,1.653690125,1.371386232,1.690059227,1.570011229,1.324778056,1.709729178,1.899419202,2.269203008,2.642736361,2.983754443
HNRNPM,-1.025879887,4.203324264,-4.729500457,0.000972184,0.198843758,-0.384255458,-2.036200867,24.43564463,27.65724576,16.22443598,21.1589734,24.47232829,28.53836744,12.77980141,13.75206906,8.579197563
MTERF4,0.610690803,3.138086824,4.717757903,0.000988787,0.198843758,-0.399035477,1.5269902,7.860292631,7.913346658,7.401892624,8.403421069,8.403421069,6.140774382,11.10384674,11.98551127,11.95411048
SF3B1,-1.220077841,5.931057214,-4.716583466,0.000990464,0.198843758,-0.400515061,-2.329592864,127.6595321,71.26084418,62.06292001,64.54541822,83.66568118,91.82641554,25.07983867,39.82517168,41.90211382
Sep-04,-1.106835909,3.275404431,-4.714807767,0.000993006,0.198843758,-0.402752595,-2.153727775,11.99462974,13.82028525,11.87440016,11.82879347,9.040412261,18.15964227,4.713471731,7.962454629,5.214533353
RPS2 ,-1.502543574,6.535957168,-4.708274689,0.001002417,0.198843758,-0.410989681,-2.833418242,162.1034778,202.131743,98.64030857,109.0486378,114.3124819,127.2158266,27.87392556,73.09253304,48.85004337
CASC3 ,-1.233276026,3.733875285,-4.707343936,0.001003765,0.198843758,-0.412163819,-2.351002423,21.34839245,16.86185127,15.59467993,16.34335126,17.25165841,19.37037624,4.757607078,12.4911561,7.170146383
HNRNPA2B1,-1.369739056,5.161309608,-4.695911281,0.001020489,0.199308049,-0.426598628,-2.584238201,51.01712038,61.25588479,53.2881445,75.56715949,31.42581622,35.4654207,15.35893982,25.47232829,17.54009981
ZNF706,0.755535785,4.699587799,4.676712852,0.001049245,0.199997545,-0.450890832,1.688258458,20.23247478,20.93030524,23.86695209,22.23388277,26.737075,17.97515993,34.06015107,32.58454117,45.05784041
GABARAP,-1.384059238,6.354992212,-4.676696982,0.001049269,0.199997545,-0.450910941,-2.610017062,143.9375267,151.5624143,93.21249916,126.4180588,88.33532093,90.23253333,25.72698321,56.38207073,55.50259085
HLA-A,-1.750853014,6.555173685,-4.675488335,0.001051108,0.199997545,-0.452442468,-3.365575018,189.5999045,255.3819711,111.4625166,135.2757801,88.00036902,121.9214876,28.10095201,70.16460393,37.23523132
BTG1,-1.907271657,3.274337762,-4.670627877,0.001058539,0.199997545,-0.45860398,-3.750990624,16.65322535,11.00946318,14.02969607,8.000772153,15.92801322,35.21510402,3.681730832,5.593629733,3.12596377
TXNL1,1.004009809,1.642272822,4.664417037,0.001068117,0.199997545,-0.466483461,2.005566507,2.307811171,3.296691405,1.612853353,2.292048087,2.718034976,3.008942807,4.775355318,4.678392328,5.476359479
MARK3,1.486404259,0.75973616,4.651177574,0.001088843,0.20236174,-0.483302805,2.801897653,1.485361867,1.245116627,0.888061895,0.892826177,1.162996004,1.759887985,4.003959547,1.950317521,4.879998072
HSPA5,-1.320616156,5.699341468,-4.648153925,0.001093636,0.20236174,-0.487148402,-2.497727617,93.475845,96.66955891,67.11840377,82.301454,45.98197565,53.49345934,23.45242322,39.97656252,23.98473309
BOLA2 ,1.558377309,1.772653414,4.639248636,0.001107886,0.202587476,-0.498483931,2.945223891,2.92911892,2.374216384,2.131636395,1.140947073,3.293284653,3.293284653,8.292309958,7.949333859,5.249233764
TUSC3,-1.601803791,3.391465123,-4.634310145,0.001115873,0.202692261,-0.504776197,-3.035225681,17.43588548,26.25318321,15.33577201,20.29741649,10.01067248,8.624674788,3.882934724,5.768791572,5.599784061
RP11-579O24.3,1.072708932,0.985311219,4.629015049,0.001124506,0.203583972,-0.511527628,2.103379153,1.272293791,1.966472076,1.532242003,2.107290436,1.470931367,1.145235761,3.517864873,3.950693111,2.470059288
EIF2D,-0.983510081,3.802798088,-4.624519942,0.00113189,0.20424456,-0.517262948,-1.977270265,27.10195526,14.49618146,15.3730845,15.92801322,15.92801322,18.85086803,9.244208364,10.2903164,7.308669968
AGPAT1,-0.64240306,4.568989874,-4.615566163,0.001146754,0.205774716,-0.528697775,-1.560926991,25.88650825,32.98400544,26.15766708,31.66732435,24.55237867,25.09009895,15.9391206,18.79577468,18.31973717
ZNF542P,1.137038748,3.852629494,4.614486311,0.001148561,0.205774716,-0.530077808,2.199291366,14.62953903,8.37341115,11.87440016,8.124689619,15.33623418,10.36827365,22.62296835,31.43838049,20.50344814
IPO8,-0.686474146,4.290566827,-4.610323137,0.001155554,0.205774716,-0.535400211,-1.609345571,20.47537526,27.19415051,22.23196719,27.67244372,21.34358588,19.89914145,12.9768962,15.670896,14.22999221
LOC100190986,1.19610469,1.162117738,4.606689347,0.001161696,0.205774716,-0.540048332,2.291202053,2.651625903,1.385287293,1.50833721,1.111897487,1.89966414,2.04444242,3.262203455,4.29398169,4.200030465
ANXA4,-1.44181513,2.874005213,-4.602643437,0.001168575,0.205774716,-0.545226363,-2.716624433,21.79083646,8.672701295,9.347177631,8.222274904,11.12875411,7.087328109,3.60370073,3.703700081,3.999830582
PDCL,1.106153966,5.327746048,4.601528203,0.001170479,0.205774716,-0.546654169,2.152709977,36.45745354,36.45745354,24.69455052,33.83469898,29.11477511,28.00577705,81.8819711,42.40264245,86.461735
FLJ37786,1.268054252,1.406481791,4.590117613,0.00119015,0.208180227,-0.561275505,2.408365327,1.491799996,2.224567935,2.032475044,3.366372806,1.376994541,1.913544594,5.318771546,5.501630941,3.69250901
RPL15,-1.203714139,7.066533337,-4.589182594,0.001191777,0.208180227,-0.562474643,-2.303318851,196.6930249,190.8849952,205.3631555,271.97549,129.3819711,113.4102513,69.98056212,76.07787409,85.26515399
WDR13,-1.084354065,4.938667926,-4.578411158,0.001210698,0.209797721,-0.576299878,-2.120425896,38.89606702,49.86616205,30.30984243,31.24524331,34.91716198,58.32451602,19.33310183,22.14995381,14.98100644
TADA1,-0.848901502,2.419180053,-4.577147885,0.001212937,0.209797721,-0.577922643,-1.801128986,7.540285566,6.4536347,4.831852089,7.102652676,8.403421069,5.412297852,3.624986648,3.322807921,3.915939769
KHNYN,-0.608395799,2.291777198,-4.553286002,0.001256089,0.211665068,-0.608627846,-1.524563032,6.274837873,5.306299895,5.306299895,5.306299895,6.439960071,5.306299895,3.854532137,3.16527325,4.140067212
IVNS1ABP,-0.653528919,4.323513734,-4.551918393,0.001258611,0.211665068,-0.610390711,-1.573011174,25.02788385,27.67244372,21.65681194,19.07573062,25.72560896,21.65681194,13.54068335,15.35265319,15.60394193
PXDN,0.870807432,4.430586697,4.547782995,0.001266271,0.211665068,-0.615723297,1.828686073,14.12234536,20.454697,14.89111474,16.59467988,19.18684173,21.95630168,26.10535687,32.01605965,40.12354367
TAF10,-1.637835508,4.670816855,-4.546291866,0.001269045,0.211665068,-0.617646843,-3.111985866,35.00893244,60.60419792,34.07271697,31.25941597,34.83761886,33.59645337,7.429874705,24.39464031,9.414923426
UBLCP1,1.334101875,5.937326421,4.542374811,0.001276363,0.211665068,-0.622701682,2.52118481,39.34325546,53.60457045,31.08768216,35.17563377,86.48192742,41.76793169,126.4657921,108.4930822,106.6041933
PPAP2B,-1.959144891,4.296786401,-4.53434518,0.001291506,0.212174889,-0.633072113,-3.888314439,75.5368392,21.39839904,21.89181729,17.09951555,31.27407414,46.05768799,8.469153813,6.834343538,8.676112863
EIF3D,-1.778982253,4.19554631,-4.53394891,0.001292259,0.212174889,-0.633584197,-3.431839904,21.95630168,41.553577,21.95630168,21.95630168,39.20124838,25.84519919,4.688687045,16.62167605,6.701557728
QDPR,-1.370082125,6.514857285,-4.525250569,0.00130889,0.212543772,-0.64483168,-2.584852799,83.13208237,170.0486378,105.3819711,193.585193,122.8405557,110.2946259,45.07187866,71.19472678,35.66787699
SSR4,-1.355502649,4.443878958,-4.513933653,0.00133087,0.213880588,-0.659485036,-2.558862539,24.93623524,44.43913468,28.73663988,42.62814616,27.77426249,18.4572777,10.24255705,16.32689101,9.414923426
HLA-C,-1.805669164,6.716441787,-4.513602911,0.001331518,0.213880588,-0.659913625,-3.495912715,191.380861,269.9963581,109.9922093,88.40756838,127.6041933,257.7811075,32.40122769,68.12493973,43.10846582
ZFYVE21,-0.76588177,5.15018358,-4.512367846,0.001333942,0.213880588,-0.661514243,-1.700408964,54.12069729,47.60781611,47.71892722,36.82839409,37.0130091,34.59359726,26.16443923,26.16443923,22.62296835
ABCB1 ,-1.370673258,2.008131718,-4.506992006,0.001344547,0.214323914,-0.668484334,-2.585912139,5.492775788,4.910913173,5.358305419,3.008942807,6.652695957,9.792230406,2.272164191,2.069214622,2.070383834
TPR,-1.5100704,4.520020175,-4.502056681,0.001354362,0.214907026,-0.674887733,-2.848239375,51.30139618,22.69825457,21.47537551,32.79195308,30.22588622,47.74348904,7.494370768,13.52588286,14.68693566
COPS6,-1.346332698,4.280806764,-4.498179997,0.001362125,0.215243344,-0.679920577,-2.542649667,21.82749452,38.29934326,24.36172424,38.29934326,21.34358588,20.94684175,7.255571603,15.81690215,9.898915399
UBA1,-2.304309568,3.396914206,-4.472944344,0.001413835,0.217302216,-0.712746671,-4.939310173,15.91273575,59.69851011,15.59467993,16.77128047,12.93664216,10.36808179,2.976822073,6.102633861,2.637038166
GPX3,-1.563420814,4.389378497,-4.47244939,0.00141487,0.217302216,-0.713391612,-2.95553809,16.2604365,56.21857982,32.81478708,35.17485321,24.18935347,28.99629072,10.66708863,13.24276482,7.459437477
DLC1,-0.80466871,4.087927314,-4.469127433,0.001421836,0.217302216,-0.717721334,-1.746744636,28.95666827,17.35630392,19.43872065,16.59467988,22.87254829,19.89914145,12.42677232,11.17470997,11.60680763
SNTG1,0.836426685,1.822235254,4.459833553,0.001441522,0.218390046,-0.729844884,1.785621972,2.255839394,3.008942807,3.302299929,4.025957432,2.696120907,2.520917392,5.318656833,4.620598607,5.737480755
PCBP2,-1.535352133,3.058143309,-4.453382526,0.001455357,0.21839638,-0.738268884,-2.898591711,18.90073966,16.77754748,7.087328109,11.50481014,8.792800971,12.33771629,2.634383026,4.976926151,5.24522827
NELFCD,-0.986788838,2.955365251,-4.450982084,0.001460541,0.21839638,-0.741405326,-1.981769041,8.484670474,11.81941154,11.76648104,11.65220629,7.535007262,8.253883564,3.934889041,6.636550604,4.549668842
RPS3A ,-1.526818749,6.533593605,-4.448481458,0.001465962,0.21839638,-0.744673736,-2.881497462,236.8383685,156.642745,93.50511653,79.89000027,126.1616719,150.1290827,34.17485321,42.78052186,65.49886064
SRSF7,-1.377908721,4.804353301,-4.439460783,0.001485697,0.219747352,-0.756473138,-2.598913686,53.56397392,35.1220944,28.80095992,55.49318206,29.11477511,36.71953779,9.353178818,21.98672757,15.70579104
ACTN1,-0.935187793,1.746106081,-4.438830094,0.001487088,0.219747352,-0.757298632,-1.912139518,5.004257309,3.891971121,3.898491398,3.501440259,3.635279429,5.390519832,1.864342517,3.026254827,1.829871378
METTL3,-1.544164084,4.645858114,-4.431233644,0.001503943,0.22131232,-0.767246901,-2.916350428,69.95795441,31.35635442,24.46613595,30.31086596,29.98172126,42.92915543,7.833695232,14.48026895,16.26317101
PRPF8,-1.78836195,4.403668874,-4.430254698,0.00150613,0.22131232,-0.768529653,-3.454224737,31.20579098,58.60421625,34.06215361,31.68934124,22.37845393,24.28512038,6.983427728,19.19022528,5.930063852
RALB,-0.833883912,4.137668265,-4.425669903,0.001516418,0.22131232,-0.774539506,-1.782477557,23.30604734,23.0227573,18.45840157,25.97605662,18.45840157,19.89914145,15.93762576,11.43926767,9.414923426
APOA1BP,-1.085740838,3.987582824,-4.424560587,0.001518918,0.22131232,-0.77599417,-2.122465109,21.74056239,27.67244372,15.46456306,28.53724398,15.48166159,17.46175222,7.675987665,10.89868483,10.59147973
LINC00094,-1.575901819,3.171260941,-4.421670607,0.001525453,0.22131232,-0.779784853,-2.981217884,23.03236747,16.1833894,7.824748533,9.710982763,11.13635502,15.05811936,3.113537141,6.637789997,3.97987111
WNK1,-1.893664494,4.703430452,-4.42142356,0.001526013,0.22131232,-0.780108963,-3.715778474,34.25991277,50.39909878,33.63038824,40.84031228,36.14848635,50.37574071,6.095699523,28.31527916,7.421247539
PMP22,-1.156440117,8.034629696,-4.418963832,0.0015316,0.221535019,-0.783336547,-2.229067211,458.1551186,272.3264155,272.3264155,430.7669136,306.0481608,360.5864369,100.7036258,176.1869378,204.5165632
NSFL1C,-1.462704723,3.472567813,-4.410582894,0.001550802,0.222087777,-0.794341647,-2.756246125,11.65220629,20.8653869,17.40906406,20.86868739,11.65220629,13.81036338,4.254686944,10.29999747,4.108662798
TAOK3,0.484481523,1.883373401,4.408210761,0.001556283,0.222087777,-0.797458731,1.399082972,3.223467395,2.953931773,3.095675136,3.542334635,3.542334635,3.483101145,4.724929598,4.574810035,4.547515569
USP4,-1.249926968,4.323655083,-4.407295529,0.001558404,0.222087777,-0.798661645,-2.378293834,27.29927307,32.55490584,21.28219987,21.28219987,24.47232829,37.0130091,7.355827753,17.70003108,10.90217159
GTF2H1,0.87868228,5.341892862,4.400816054,0.001573503,0.222087777,-0.807181942,1.838695117,33.08338198,38.23117266,43.36914064,36.57875372,23.51808799,27.8972384,65.30059454,65.38197122,52.82679406
IQGAP1,-1.034452676,3.48720057,-4.396158568,0.001584453,0.222087777,-0.813310869,-2.048336409,17.23835177,14.11166265,14.69720345,12.31881705,16.56682661,11.43398035,4.820224801,10.29999747,6.769380683
LMF1,-1.695639434,3.548920067,-4.39456117,0.001588227,0.222087777,-0.815413798,-3.239204235,16.98677055,15.03452161,10.86078954,10.71269286,24.47232829,37.08764367,6.204749466,5.868248038,4.196476558
EIF4B,-0.887338146,4.67884321,-4.3903487,0.001598226,0.222915814,-0.820961508,-1.849760062,34.95263099,24.87280608,28.77791343,29.21118463,27.88999715,47.40259393,16.12136796,19.39652595,15.70579104
RP5-882O7.1,-1.045765284,7.914251937,-4.377300683,0.001629624,0.225309932,-0.838164839,-2.064461171,387.6755026,391.8427015,272.4930822,217.2626002,321.27086,290.6597426,110.0556691,201.0486378,148.8520045
NAP1L1,-1.28290181,6.696923621,-4.371617896,0.001643503,0.225309932,-0.845666562,-2.433279103,141.8831764,158.0486378,167.2909466,212.8294886,101.0644424,91.49743094,43.15137216,79.10810429,55.24910221
PLGLB1 ,1.423989375,3.412483825,4.371593808,0.001643562,0.225309932,-0.845698372,2.683264688,7.354601843,8.292309958,5.867224492,4.442582664,12.3611666,10.30079014,15.32771456,20.26277105,27.98535123
RPL13A ,-1.907696446,5.165616105,-4.371318885,0.001644237,0.225309932,-0.846061435,-3.752095234,83.96664705,66.93272491,34.27998428,25.42017041,60.76506467,101.1490284,10.4630084,19.98720592,15.70579104
LOC654342,0.747352799,1.924999879,4.36199058,0.001667304,0.22558689,-0.858388063,1.678709739,3.635279429,3.119734064,3.092719805,2.295479745,3.635279429,3.635279429,4.724929598,5.815004452,5.616347131
PLEKHB1,-2.489805789,4.594393776,-4.357101421,0.001679532,0.22558689,-0.864854686,-5.617023305,46.438325,107.9375267,16.41485784,22.96998364,63.19522697,52.50291108,4.724929598,12.69853871,7.447139253
BAMBI,-0.828908636,2.5221779,-4.356578448,0.001680845,0.22558689,-0.865546636,-1.776341094,8.961343923,5.513515647,6.128005569,5.616347131,8.68515762,7.677280091,4.120745349,3.996881801,3.647571374
NOL9,-0.823266013,3.402232484,-4.355684721,0.001683093,0.22558689,-0.866729244,-1.769407094,13.3428699,9.856061923,12.77209447,13.01134002,16.82136305,11.89328156,5.674226243,8.561566722,7.769743249
LOC100508408 ,-1.11588513,7.358607901,-4.351480532,0.001693707,0.22558689,-0.872294202,-2.167279364,274.3654489,217.7153044,203.9160722,246.4930822,158.1667459,193.2903927,62.27086458,111.8055311,135.1783489
FAM102A,-0.727534574,2.87902932,-4.334861668,0.001736367,0.227815611,-0.894321771,-1.655807058,10.2650047,10.7330049,7.301734409,7.993872932,9.534946709,7.087328109,4.760544872,5.431158619,5.616347131
ITM2A,-2.221675338,5.038612247,-4.334379558,0.001737622,0.227815611,-0.894961493,-4.664347704,60.80134508,32.33791684,51.17204164,23.28963502,89.91051662,130.1940761,10.10172789,9.095736044,17.76253386
LOC100996696 ,-1.067050537,3.23679629,-4.330857878,0.001746815,0.227815611,-0.899635692,-2.095145645,10.08400851,19.73577602,9.967736635,9.745400948,13.99945649,11.38335354,5.302070395,7.279529241,4.9447131
AK094644,1.22679857,1.647441518,4.317514936,0.001782117,0.227815611,-0.917364531,2.340470483,3.04070233,2.045600598,1.945764031,1.858752123,2.246344021,3.414969867,6.867381644,3.459352897,7.089379493
BRD7,-1.0105325,1.560502387,-4.313129634,0.001793885,0.227815611,-0.923197945,-2.014654573,3.484920263,4.421320987,2.424182284,3.903357887,4.696371463,3.903357887,1.369266019,2.233024196,2.067719546
SAP30BP,-1.016348496,2.789180157,-4.311580037,0.001798063,0.227815611,-0.925260034,-2.022792727,10.62827041,13.3428699,6.381772939,8.246415911,7.521275284,7.951593987,3.55294908,5.154013906,4.408017764
USP13,-0.832799659,3.777042046,-4.307690856,0.001808594,0.227815611,-0.93043727,-1.781138445,16.92174837,15.59467993,13.12237336,24.59610005,15.85390517,15.59467993,9.880009403,10.29999747,7.980296387
SECISBP2,-1.211459046,3.134167625,-4.302373553,0.001823099,0.227815611,-0.937519777,-2.315717146,20.39052241,13.05766218,10.32025586,11.4502461,9.017434741,8.656847092,6.439960071,5.141528684,3.811438699
TMED4,-1.163336774,3.317444766,-4.301754819,0.001824795,0.227815611,-0.938344226,-2.23974855,13.05951195,18.88180659,12.28792341,16.96994443,9.414923426,10.17078865,4.210322,7.926978185,5.917382569
POGK,-1.233529431,2.069210899,-4.296869514,0.001838243,0.227815611,-0.94485608,-2.351415407,5.725664683,7.055768358,6.128005569,8.568170016,3.008942807,4.7318898,2.341166955,2.502484778,2.281503267
PDCL3 ,-1.52451721,3.509751441,-4.295752878,0.001841332,0.227815611,-0.946345067,-2.876904259,19.28605987,19.80300537,14.49817354,23.61668089,9.866500808,14.00953295,3.240661301,9.303814637,5.922101851
CNP,-1.147203479,3.375569924,-4.295583367,0.001841801,0.227815611,-0.946571121,-2.21484153,21.11858453,17.16297873,10.07777567,10.07777567,10.26767522,16.22232682,6.700707001,6.298689347,5.39991924
KDM3B,-0.92105207,1.461989482,-4.291790005,0.001852338,0.227815611,-0.951631101,-1.893495601,4.749879842,3.891971121,3.008942807,3.888379874,2.265019953,3.199173855,1.840877234,1.850943682,1.71143902
RPN2,-1.793422272,2.677513172,-4.289632769,0.001858359,0.227815611,-0.954509737,-3.466361869,11.29059154,18.24873902,7.332826633,13.24477963,5.544080001,7.425458419,2.440766987,4.879110498,1.829871378
